window,source,target,source_family,target_family,any_lagged_graph_selected,any_lagged_raw_p05,any_lagged_graph_selected_and_raw_p05,any_lagged_window_fdr_q05,any_lagged_supported,supported_taus,graph_selected_taus,raw_p05_taus,graph_raw_p05_taus,best_lagged_tau,best_lagged_layer,best_lagged_val,best_lagged_abs_val,best_lagged_p,best_lagged_q,min_lagged_p,min_lagged_q,max_lagged_abs_val,n_lagged_tests,n_lagged_graph_selected,n_lagged_raw_p05,n_lagged_graph_raw_p05,n_lagged_supported,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,lag0_signed_r,lag0_abs_r,evidence_tier,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,pair_phi_risk,v1_lead_lag_yes,v1_available,tau0_graph_selected_bool,tau0_raw_p05,tau0_q05,tau0_supported_bool,tau0_val,abs_tau0_val,tau0_p,tau0_q,tau0_graph_entry,tau0_abs_ge_best_lagged_abs,lagged_layer_pair,tau0_layer_pair,tau0_lagged_joint_class,v1_to_pcmci_fate
S1,H_centroid_lat,P_south_band_share_18_24,H,P,False,False,False,False,False,,,,,4,L0_not_selected_not_raw_p05,-0.0483234570179039,0.0483234570179039,0.0589583204480122,0.5761612552511544,0.0589583204480122,0.5761612552511544,0.0483234570179039,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,1,-0.3201896083024353,0.3201896083024353,-0.3004710384292806,0.3004710384292806,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,none,True,True,False,False,False,False,-0.0210142307459516,0.0210142307459516,0.4124950462470241,0.7714586257218272,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_centroid_lat,P_spread_lat,H,P,False,False,False,False,False,,,,,4,L0_not_selected_not_raw_p05,-0.0202344378685101,0.0202344378685101,0.4289974033274576,0.7193612531886912,0.4289974033274576,0.7193612531886912,0.0202344378685101,5,0,0,0,0,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,4,-0.020665603880865,0.020665603880865,0.0105951558425075,0.0105951558425075,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,none,False,True,False,False,False,False,0.026937447783573,0.026937447783573,0.2942473195463544,0.7714586257218272,,True,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_centroid_lat,P_total_centroid_lat_10_50,H,P,False,False,False,False,False,,,,,2,L0_not_selected_not_raw_p05,0.0455376634717713,0.0455376634717713,0.0750595208385203,0.5761612552511544,0.0750595208385203,0.5761612552511544,0.0455376634717713,5,0,0,0,0,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,bidirectional_close,True,1,0.1862955545392925,0.1862955545392925,0.1788422283027348,0.1788422283027348,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,none,False,True,False,False,False,False,0.0202650845262978,0.0202650845262978,0.4302705638406306,0.7714586257218272,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_centroid_lat,V_NS_diff,H,V,False,False,False,False,False,,,,,1,L0_not_selected_not_raw_p05,-0.0399262960214134,0.0399262960214134,0.1203304826531741,0.5761612552511544,0.1203304826531741,0.5761612552511544,0.0399262960214134,5,0,0,0,0,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,bidirectional_close,True,1,0.3747677967644319,0.3747677967644319,0.3807096034857156,0.3807096034857156,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,none,False,True,True,True,False,False,0.0730892612015444,0.0730892612015444,0.0044228742431425,0.0973032333491365,x-x,True,lagged_L0_none,tau0_L3_graph_raw_p05_lost_by_fdr,tau0_pre_fdr_signal_only,not_v1_lead_lag_yes
S1,H_centroid_lat,V_pos_centroid_lat,H,V,False,False,False,False,False,,,,,2,L0_not_selected_not_raw_p05,0.0406021981501066,0.0406021981501066,0.112512515349575,0.5761612552511544,0.112512515349575,0.5761612552511544,0.0406021981501066,5,0,0,0,0,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,bidirectional_close,True,1,0.2599202746627259,0.2599202746627259,0.2613162458337555,0.2613162458337555,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,none,False,True,False,False,False,False,0.0699049799017591,0.0699049799017591,0.3584402394265031,0.7714586257218272,,True,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_centroid_lat,V_strength,H,V,False,False,False,False,False,,,,,1,L0_not_selected_not_raw_p05,0.0404824528006628,0.0404824528006628,0.1135773838434211,0.5761612552511544,0.1135773838434211,0.5761612552511544,0.0404824528006628,5,0,0,0,0,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,same_day_dominant,True,1,0.2269331464804933,0.2269331464804933,0.2365590290074185,0.2365590290074185,Tier4b_ambiguous_same_day_dominant,expanded temporal risk pool only; useful for feedback/same-day/transition audit,same_day_exceeds_positive_lag,same_day_dominant,,none,False,True,False,False,False,False,-0.0478845423272378,0.0478845423272378,0.0622413984432694,0.5667458310651592,,True,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_strength,Je_axis_lat,H,Je,False,False,False,False,False,,,,,5,L0_not_selected_not_raw_p05,-0.0238088234684915,0.0238088234684915,0.3523459515908222,0.6760158852344696,0.3523459515908222,0.6760158852344696,0.0238088234684915,5,0,0,0,0,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,direction_uncertain,False,5,0.185964825656017,0.185964825656017,0.0987485026752759,0.0987485026752759,Tier4c_ambiguous_direction_uncertain,expanded temporal risk pool only; useful for feedback/same-day/transition audit,direction_difference_not_stable,direction_uncertain,,moderate,False,True,False,False,False,False,-0.0062741672644001,0.0062741672644001,0.8071604190534133,0.9559068093249266,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_strength,Je_meridional_width,H,Je,False,False,False,False,False,,,,,3,L0_not_selected_not_raw_p05,0.0406571399276631,0.0406571399276631,0.1119091488929426,0.5761612552511544,0.1119091488929426,0.5761612552511544,0.0406571399276631,5,0,0,0,0,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,3,0.0406571399276631,0.0406571399276631,0.0188200958391948,0.0188200958391948,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,moderate,False,True,False,False,False,False,-0.0033513832775988,0.0033513832775988,0.8961963375437225,0.9719312393079808,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_strength,Je_strength,H,Je,False,False,False,False,False,,,,,3,L0_not_selected_not_raw_p05,-0.0365946254687133,0.0365946254687133,0.1526459849425097,0.5764082432363051,0.1526459849425097,0.5764082432363051,0.0365946254687133,5,0,0,0,0,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,same_day_dominant,True,1,0.1962900649438552,0.1962900649438552,0.2112782910720466,0.2112782910720466,Tier4b_ambiguous_same_day_dominant,expanded temporal risk pool only; useful for feedback/same-day/transition audit,same_day_exceeds_positive_lag,same_day_dominant,,moderate,False,True,False,False,False,False,-0.0078826654918814,0.0078826654918814,0.7592489866119775,0.9353947515059564,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_strength,Jw_axis_lat,H,Jw,False,False,False,False,False,,,,,1,L0_not_selected_not_raw_p05,0.0393916062551949,0.0393916062551949,0.1235238956010146,0.5761612552511544,0.1235238956010146,0.5761612552511544,0.0393916062551949,5,0,0,0,0,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,5,0.069416368682509,0.069416368682509,0.0177941135316748,0.0177941135316748,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,moderate,False,True,False,False,False,False,0.0247277267962525,0.0247277267962525,0.3356562426152341,0.7714586257218272,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_strength,Jw_meridional_width,H,Jw,False,False,False,False,False,,,,,1,L0_not_selected_not_raw_p05,0.0406060128784031,0.0406060128784031,0.1123610754803595,0.5761612552511544,0.1123610754803595,0.5761612552511544,0.0406060128784031,5,0,0,0,0,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,1,0.0331809581912204,0.0331809581912204,0.026382726314654,0.026382726314654,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,moderate,False,True,False,False,False,False,-0.0013488142920214,0.0013488142920214,0.9581096515428348,0.9791675942444572,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_strength,Jw_strength,H,Jw,False,False,False,False,False,,,,,1,L0_not_selected_not_raw_p05,-0.0412090252368905,0.0412090252368905,0.1071215651649376,0.5761612552511544,0.1071215651649376,0.5761612552511544,0.0412090252368905,5,0,0,0,0,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,1,-0.0459582235986389,0.0459582235986389,-0.0578687618150641,0.0578687618150641,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,moderate,False,True,True,True,False,False,-0.0741862944571429,0.0741862944571429,0.003851112436699,0.0973032333491365,x-x,True,lagged_L0_none,tau0_L3_graph_raw_p05_lost_by_fdr,tau0_pre_fdr_signal_only,not_v1_lead_lag_yes
S1,H_strength,P_main_band_share,H,P,False,False,False,False,False,,,,,4,L0_not_selected_not_raw_p05,0.0450280014505092,0.0450280014505092,0.0783811810236566,0.5761612552511544,0.0783811810236566,0.5761612552511544,0.0450280014505092,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,3,0.3534885494014479,0.3534885494014479,0.2994860120217016,0.2994860120217016,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,moderate,True,True,False,False,False,False,-0.0360699121256675,0.0360699121256675,0.1612362954715554,0.6710916081789062,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_strength,P_main_minus_south,H,P,False,False,False,False,False,,,,,2,L0_not_selected_not_raw_p05,0.0501307978040261,0.0501307978040261,0.0510740372838177,0.5761612552511544,0.0510740372838177,0.5761612552511544,0.0501307978040261,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,2,0.2916576497108615,0.2916576497108615,0.2505807937000137,0.2505807937000137,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,moderate,True,True,False,False,False,False,0.0381446851536692,0.0381446851536692,0.1378035556918098,0.5894929882371865,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_strength,P_north_band_share_35_45,H,P,False,False,False,False,False,,,,,5,L0_not_selected_not_raw_p05,0.0391310230507713,0.0391310230507713,0.1260282748971219,0.5761612552511544,0.1260282748971219,0.5761612552511544,0.0391310230507713,5,0,0,0,0,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,1,0.0622377628758859,0.0622377628758859,0.0760604441417362,0.0760604441417362,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,moderate,False,True,False,False,False,False,0.0401610269000635,0.0401610269000635,0.1184071429424493,0.5882161294560386,,True,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_strength,P_north_minus_main_35_45,H,P,False,False,False,False,False,,,,,1,L0_not_selected_not_raw_p05,0.0476687783920386,0.0476687783920386,0.0637809248103247,0.5761612552511544,0.0637809248103247,0.5761612552511544,0.0476687783920386,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,3,-0.3162170283546684,0.3162170283546684,-0.2423980945285326,0.2423980945285326,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,moderate,True,True,False,False,False,False,-0.0132326930937042,0.0132326930937042,0.6070330674285512,0.8742594735702358,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_strength,P_south_band_share_18_24,H,P,False,False,False,False,False,,,,,4,L0_not_selected_not_raw_p05,0.0450901482266257,0.0450901482266257,0.0779698568492164,0.5761612552511544,0.0779698568492164,0.5761612552511544,0.0450901482266257,5,0,0,0,0,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,1,-0.1185605322929384,0.1185605322929384,-0.1035043160928605,0.1035043160928605,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,moderate,False,True,False,False,False,False,-0.0978924176700776,0.0978924176700776,0.966451131981542,0.9791675942444572,,True,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_strength,P_spread_lat,H,P,False,False,False,False,False,,,,,3,L0_not_selected_not_raw_p05,-0.0335424700409863,0.0335424700409863,0.1906225657247517,0.5858279028576608,0.1906225657247517,0.5858279028576608,0.0335424700409863,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,4,-0.3547483127063911,0.3547483127063911,-0.2383283699741371,0.2383283699741371,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,moderate,True,True,False,False,False,False,0.033485938949912,0.033485938949912,0.1928370751218041,0.6949826839132821,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_strength,P_total_centroid_lat_10_50,H,P,False,False,False,False,False,,,,,4,L0_not_selected_not_raw_p05,0.0402825651853256,0.0402825651853256,0.1153725889518457,0.5761612552511544,0.1153725889518457,0.5761612552511544,0.0402825651853256,5,0,0,0,0,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,bidirectional_close,True,2,0.2877861548980071,0.2877861548980071,0.2748543094672191,0.2748543094672191,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,moderate,False,True,False,False,False,False,0.0383917739994792,0.0383917739994792,0.1356576612456658,0.5894929882371865,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_strength,V_NS_diff,H,V,False,False,False,False,False,,,,,3,L0_not_selected_not_raw_p05,-0.0421783805327932,0.0421783805327932,0.0995495880262068,0.5761612552511544,0.0995495880262068,0.5761612552511544,0.0421783805327932,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,2,0.3572137476099728,0.3572137476099728,0.3297329807782614,0.3297329807782614,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,moderate,True,True,False,False,False,False,0.0543313240978571,0.0543313240978571,0.0527082797615291,0.5667458310651592,,True,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_strength,V_pos_centroid_lat,H,V,False,False,False,False,False,,,,,3,L0_not_selected_not_raw_p05,0.0438710653231314,0.0438710653231314,0.0862628382417958,0.5761612552511544,0.0862628382417958,0.5761612552511544,0.0438710653231314,5,0,0,0,0,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,1,0.0624435641271376,0.0624435641271376,0.0560907918401192,0.0560907918401192,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,moderate,False,True,False,False,False,False,0.0231798010527952,0.0231798010527952,0.3675843010663635,0.7714586257218272,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_strength,V_strength,H,V,True,True,True,False,False,,1,1,1,1,L3_graph_selected_raw_p_lost_by_fdr,-0.0754358260798653,0.0754358260798653,0.0033350799006049,0.5761612552511544,0.0033350799006049,0.5761612552511544,0.0754358260798653,5,1,1,1,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,2,0.3183656451424766,0.3183656451424766,0.2969565108050688,0.2969565108050688,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,moderate,True,True,False,False,False,False,0.0353325407906756,0.0353325407906756,0.1696967982674463,0.6877186035049141,,False,lagged_L3_graph_raw_p05_lost_by_fdr,tau0_L0_none,lagged_pre_fdr_signal_only,V1_yes_graph_raw_p05_lost_by_fdr
S1,H_west_extent_lon,Je_axis_lat,H,Je,False,False,False,False,False,,,,,5,L0_not_selected_not_raw_p05,0.0432031280519215,0.0432031280519215,0.0912665524817124,0.5761612552511544,0.0912665524817124,0.5761612552511544,0.0432031280519215,5,0,0,0,0,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,5,0.1197544714744334,0.1197544714744334,-0.0007387005443462,0.0007387005443462,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,none,False,True,False,False,False,False,0.0216495672165822,0.0216495672165822,0.3992821492426094,0.7714586257218272,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
S1,H_west_extent_lon,Je_meridional_width,H,Je,False,False,False,False,False,,,,,3,L0_not_selected_not_raw_p05,0.0459159428480782,0.0459159428480782,0.0726691190530796,0.5761612552511544,0.0726691190530796,0.5761612552511544,0.0459159428480782,5,0,0,0,0,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,4,0.0614336430336341,0.0614336430336341,-0.0014179331153554,0.0014179331153554,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,none,False,True,False,False,False,False,-0.0338697697095228,0.0338697697095228,0.1869088051788976,0.6949826839132821,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,not_v1_lead_lag_yes
