window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,variant_id,variant_role,pcmci_variable_scope,conditioning_family_rule,n_pcmci_variables,conditioning_variables,q_within_variant_window_tau0,tau0_supported,support_rule,lead_lag_label,lead_lag_group,same_day_coupling_flag,positive_peak_lag,positive_peak_abs_r,lag0_abs_r,evidence_tier,recommended_usage,pair_phi_risk,v1_lead_lag_yes
S3,V_pos_centroid_lat,P_spread_lat,V,P,False,0,<--,True,0.2188823902097869,1.0904389207000803e-08,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,1.1449608667350843e-07,True,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,1,0.5899442792691787,0.565055275055989,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S3,V_pos_centroid_lat,P_north_band_share_35_45,V,P,False,0,<--,True,0.1709103436212866,8.923234230380698e-06,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,3.7477583767598924e-05,True,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,True,1,0.4125315105749064,0.4516991599310388,Tier4b_ambiguous_same_day_dominant,expanded temporal risk pool only; useful for feedback/same-day/transition audit,none,False
S3,V_pos_centroid_lat,P_north_minus_main_35_45,V,P,False,0,,False,0.07021458772980937,0.0695320622414451,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.10429809336216767,False,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,1,0.1533629098048619,0.1384451852653594,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
S3,V_pos_centroid_lat,P_total_centroid_lat_10_50,V,P,False,0,<--,True,0.16600515146131783,1.591136040265066e-05,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,5.5689761409277304e-05,True,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_reverse_dominant,lead_lag_no,True,1,0.3663327163466325,0.4383956847162495,Tier5b_no_reverse_dominant,do not use original direction; inspect suggested reverse if scientifically relevant,none,False
S3,V_NS_diff,P_main_band_share,V,P,False,0,<--,True,0.2163769562768723,1.8715792378204638e-08,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,1.3101054664743247e-07,True,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,True,1,0.2855625355942676,0.2960326779622356,Tier4b_ambiguous_same_day_dominant,expanded temporal risk pool only; useful for feedback/same-day/transition audit,none,False
S3,V_NS_diff,P_south_band_share_18_24,V,P,False,0,-->,True,-0.12480415894849692,0.0012706543747796918,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.003335467733796691,True,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.5346141407062177,0.4298309870431128,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S3,V_NS_diff,P_main_minus_south,V,P,False,0,<--,True,0.22296524535809578,6.327865263511712e-09,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,1.1449608667350843e-07,True,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,1,0.4158347439423425,0.391910378310996,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S3,V_NS_diff,P_spread_lat,V,P,False,0,,False,0.05393710779995262,0.1634714503165694,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.21455627854049733,False,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,3,0.4963352406636387,0.3526569915920742,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S3,V_NS_diff,P_north_band_share_35_45,V,P,False,0,,False,0.045519453143951304,0.23968681009161918,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.27963461177355575,False,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.3692566046824903,0.3108150696319877,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S3,V_NS_diff,P_north_minus_main_35_45,V,P,False,0,x-x,True,-0.08909115551804,0.02128496271669349,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.04063492882277848,True,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,5,0.0298502212224476,0.0529796139446372,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
S3,V_NS_diff,P_total_centroid_lat_10_50,V,P,False,0,x-x,True,0.15625739168832486,5.0584774827456084e-05,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.00015175432448236826,True,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,1,0.4687008206424749,0.4416263334167259,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
T3,V_strength,P_main_band_share,V,P,False,0,,False,0.013585211454798348,0.8267633705010222,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.8267633705010221,False,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,2,0.1312001515424415,0.0462046807635247,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
T3,V_strength,P_south_band_share_18_24,V,P,False,0,,False,0.09750955668786544,0.11677420554554419,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.2724731462729364,False,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,5,0.2531746182209919,0.0274503109207566,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
T3,V_strength,P_main_minus_south,V,P,False,0,,False,-0.06449921761095334,0.2992251163284233,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.4833636494536069,False,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,4,0.1863399073805091,0.0423558397581797,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
T3,V_strength,P_spread_lat,V,P,False,0,,False,0.028445221062264825,0.6460908499829326,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.7111133842190192,False,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,5,0.2400051097152036,0.0839821839452392,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
T3,V_strength,P_north_band_share_35_45,V,P,False,0,,False,0.06705424281354792,0.2785966657663939,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.4833636494536069,False,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,4,0.2295314087110107,0.1349990718422728,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
T3,V_strength,P_north_minus_main_35_45,V,P,False,0,,False,0.04466486110794998,0.4707544123108284,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.6002091017661544,False,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,5,0.0540235149317172,0.0349805432926267,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
T3,V_strength,P_total_centroid_lat_10_50,V,P,False,0,,False,0.03477663311847558,0.5744801190052982,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.6702268055061812,False,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,3,0.2472497720943924,0.1190883345109186,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
T3,V_pos_centroid_lat,P_main_band_share,V,P,False,0,,False,0.08581012372087415,0.16609144660277037,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.34879203786581775,False,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,5,0.2079188397481362,0.1137348478163833,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
T3,V_pos_centroid_lat,P_south_band_share_18_24,V,P,False,0,x-x,True,-0.27676148134638734,5.9001201350450075e-06,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.00012390252283594515,True,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,1,0.4164502734188247,0.4254510364761468,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,none,False
T3,V_pos_centroid_lat,P_main_minus_south,V,P,False,0,x-x,True,0.19215934230087756,0.0018168583540357777,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.014342288267996509,True,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_same_day_only,lead_lag_no,True,1,0.2246409772744709,0.2732298149168155,Tier5c_no_same_day_only,do not use as lead-lag candidate; retain as same-day coupling evidence,none,False
T3,V_pos_centroid_lat,P_spread_lat,V,P,False,0,x-x,True,0.1896468461575213,0.0020488983239995012,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.014342288267996509,True,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,1,0.5697633549128992,0.5618676570977882,Tier2_main_supported_audit_moderate,usable candidate with audit/moderate-risk flag; not a core-only claim,none,True
T3,V_pos_centroid_lat,P_north_band_share_35_45,V,P,False,0,<--,True,0.17923357911209653,0.0036040624684817416,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.018921327959529142,True,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_reverse_dominant,lead_lag_no,True,1,0.3922719002457649,0.4394908526800413,Tier5b_no_reverse_dominant,do not use original direction; inspect suggested reverse if scientifically relevant,none,False
T3,V_pos_centroid_lat,P_north_minus_main_35_45,V,P,False,0,,False,0.06837399676334556,0.2692238773542676,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous diagnostic only",c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.4833636494536069,False,tau0_graph_selected_and_variant_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,3,0.2161217164397434,0.1442989437760827,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
