bootstrap_id,Y_delta_B_minus_A,A_earlier_flag,B_earlier_flag,same_day_flag,window_id,target_name,object_A,object_B
35,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
36,3.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
37,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
38,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
39,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
40,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
41,-8.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
42,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
43,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
44,4.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
45,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
46,6.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
47,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
48,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
49,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
50,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
51,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
52,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
53,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
54,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
55,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
56,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
57,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
58,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
59,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
60,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
61,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
62,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
63,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
64,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
65,6.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
66,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
67,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
68,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
69,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
70,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
71,-7.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
72,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
73,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
74,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
75,3.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
76,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
77,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
78,6.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
79,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
80,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
81,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
82,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
83,-11.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
84,19.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
85,-8.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
86,4.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
87,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
88,7.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
89,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
90,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
91,-10.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
92,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
93,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
94,4.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
95,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
96,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
97,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
98,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
99,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
100,3.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
101,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
102,-12.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
103,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
104,-16.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
105,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
106,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
107,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
108,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
109,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
110,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
111,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
112,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
113,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
114,-10.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
115,-8.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
116,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
117,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
118,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
119,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
120,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
121,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
122,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
123,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
124,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
125,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
126,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
127,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
128,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
129,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
130,4.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
131,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
132,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
133,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
134,4.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
135,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
136,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
137,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
138,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
139,-9.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
140,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
141,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
142,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
143,3.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
144,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
145,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
146,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
147,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
148,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
149,-7.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
150,-12.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
151,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
152,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
153,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
154,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
155,-7.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
156,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
157,3.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
158,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
159,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
160,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
161,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
162,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
163,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
164,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
165,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
166,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
167,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
168,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
169,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
170,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
171,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
172,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
173,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
174,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
175,-15.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
176,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
177,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
178,-10.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
179,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
180,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
181,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
182,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
183,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
184,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
185,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
186,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
187,-16.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
188,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
189,-7.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
190,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
191,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
192,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
193,-8.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
194,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
195,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
196,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
197,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
198,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
199,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
200,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
201,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
202,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
203,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
204,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
205,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
206,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
207,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
208,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
209,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
210,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
211,12.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
212,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
213,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
214,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
215,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
216,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
217,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
218,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
219,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
220,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
221,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
222,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
223,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
224,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
225,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
226,3.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
227,-11.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
228,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
229,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
230,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
231,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
232,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
233,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
234,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
235,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
236,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
237,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
238,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
239,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
240,-13.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
241,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
242,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
243,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
244,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
245,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
246,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
247,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
248,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
249,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
250,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
251,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
252,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
253,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
254,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
255,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
256,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
257,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
258,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
259,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
260,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
261,-7.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
262,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
263,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
264,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
265,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
266,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
267,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
268,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
269,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
270,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
271,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
272,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
273,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
274,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
275,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
276,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
277,7.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
278,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
279,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
280,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
281,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
282,-11.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
283,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
284,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
285,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
286,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
287,-8.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
288,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
289,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
290,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
291,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
292,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
293,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
294,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
295,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
296,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
297,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
298,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
299,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
300,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
301,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
302,3.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
303,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
304,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
305,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
306,4.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
307,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
308,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
309,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
310,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
311,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
312,-10.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
313,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
314,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
315,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
316,6.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
317,3.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
318,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
319,6.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
320,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
321,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
322,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
323,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
324,3.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
325,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
326,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
327,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
328,-7.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
329,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
330,6.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
331,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
332,-10.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
333,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
334,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
335,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
336,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
337,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
338,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
339,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
340,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
341,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
342,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
343,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
344,-11.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
345,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
346,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
347,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
348,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
349,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
350,12.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
351,2.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
352,3.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
353,-12.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
354,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
355,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
356,6.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
357,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
358,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
359,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
360,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
361,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
362,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
363,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
364,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
365,-5.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
366,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
367,0.0,False,False,True,W081,W081_P_vs_V_delta_peak,P,V
368,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
369,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
370,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
371,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
372,6.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
373,-7.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
374,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
375,-8.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
376,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
377,1.0,True,False,False,W081,W081_P_vs_V_delta_peak,P,V
378,-12.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
379,-6.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
380,-8.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
381,-2.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
382,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
383,-3.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
384,-8.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
385,-8.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
386,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
387,-1.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
388,-4.0,False,True,False,W081,W081_P_vs_V_delta_peak,P,V
