mode,anchor_name,anchor_type,anchor_start,anchor_end,information_form,mean_score,mean_abs_spearman,n_targets,E2_mean_score,E2_percentile_among_sliding_windows,E2_better_than_n_named_controls,n_named_controls,anchor_decision
anomaly,slide_026_037,sliding,26,37,signed_transition,0.425364854602895,0.41459129801668354,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_026_037,sliding,26,37,slope,0.4557990649838191,0.4428778533639391,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_026_037,sliding,26,37,window_mean,0.11626860460946647,0.1127546273463456,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_027_038,sliding,27,38,abs_transition,0.030786587212311162,0.03013232347471487,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_027_038,sliding,27,38,post_state,0.33253055435768125,0.320639854436914,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_027_038,sliding,27,38,pre_state,0.31646399834325795,0.30890837449938835,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_027_038,sliding,27,38,signed_transition,0.46970214571662683,0.4565530177786974,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_027_038,sliding,27,38,slope,0.4849052473388773,0.47028594425941644,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_027_038,sliding,27,38,window_mean,0.04938622901577886,0.04913136201055404,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_028_039,sliding,28,39,abs_transition,0.10876578277352751,0.10227685274264219,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_028_039,sliding,28,39,post_state,0.38262232859063233,0.37319032084326736,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_028_039,sliding,28,39,pre_state,0.257205768876575,0.24842905244203747,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_028_039,sliding,28,39,signed_transition,0.48718875489739416,0.47312468246395173,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_028_039,sliding,28,39,slope,0.4784749678949381,0.465568394299803,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_028_039,sliding,28,39,window_mean,0.033616584189853846,0.03178683083169453,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
local_background_removed,E1_W18,named,12,23,abs_transition,0.28726690228373386,0.28013149518014663,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,E1_W18,named,12,23,post_state,0.049611308088606615,0.04735519116044218,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,E1_W18,named,12,23,pre_state,0.0385880238523101,0.0336339580361431,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,E1_W18,named,12,23,signed_transition,0.03720747342501008,0.03631173133483079,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,E1_W18,named,12,23,slope,0.07676407335116302,0.07612219371932825,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,E1_W18,named,12,23,window_mean,0.04465762761184907,0.04045157699338033,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,E2_W33,named,27,38,abs_transition,0.2249681363308886,0.21674682173658963,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,E2_W33,named,27,38,post_state,0.2687246604519307,0.2572881302958052,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,E2_W33,named,27,38,pre_state,0.17343391094529295,0.16985731871981333,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,E2_W33,named,27,38,signed_transition,0.26269176128281974,0.2516634829889885,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,E2_W33,named,27,38,slope,0.25017033806442357,0.2415977690518686,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,E2_W33,named,27,38,window_mean,0.05213248459126905,0.05094590294494958,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,E2_shift_left,named,22,33,abs_transition,0.06880175014422389,0.06801959237670357,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,E2_shift_left,named,22,33,post_state,0.07664961649892454,0.07381990317016557,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,E2_shift_left,named,22,33,pre_state,0.29244112160648916,0.2830992103796552,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,E2_shift_left,named,22,33,signed_transition,0.14348135841242687,0.1396886051739054,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,E2_shift_left,named,22,33,slope,0.14694857648636186,0.14220933942736788,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,E2_shift_left,named,22,33,window_mean,0.2401108872560939,0.23382412696457897,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,E2_shift_right_safe,named,28,39,abs_transition,0.14993883409563089,0.14527803127378175,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,E2_shift_right_safe,named,28,39,post_state,0.26912925331781523,0.2602361551682825,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,E2_shift_right_safe,named,28,39,pre_state,0.09553895027358515,0.09152004511977747,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,E2_shift_right_safe,named,28,39,signed_transition,0.262179890659415,0.24929178524354256,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,E2_shift_right_safe,named,28,39,slope,0.27479330693704895,0.26403162055335966,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,E2_shift_right_safe,named,28,39,window_mean,0.07895609571179404,0.0763968949764998,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_000_011,sliding,0,11,abs_transition,0.19317431364634205,0.18652701163055496,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_000_011,sliding,0,11,post_state,0.13835651116568196,0.1336416983096218,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_000_011,sliding,0,11,pre_state,0.21258832793302795,0.20677740952705967,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_000_011,sliding,0,11,signed_transition,0.055933642422465624,0.05535653124168586,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_000_011,sliding,0,11,slope,0.0156087128389977,0.014991461573132386,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_000_011,sliding,0,11,window_mean,0.21722711788086566,0.20910447740973323,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_001_012,sliding,1,12,abs_transition,0.2273448054074231,0.22052820296107511,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_001_012,sliding,1,12,post_state,0.11850896561630804,0.11585366269389713,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_001_012,sliding,1,12,pre_state,0.20205693136734423,0.19707185088886234,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_001_012,sliding,1,12,signed_transition,0.019840219401316073,0.01941210361951312,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_001_012,sliding,1,12,slope,0.014969749711811404,0.014812459046886032,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_001_012,sliding,1,12,window_mean,0.2101096553212701,0.20285461286868392,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_002_013,sliding,2,13,abs_transition,0.25166704099564025,0.24174898845196732,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_002_013,sliding,2,13,post_state,0.09831894559207933,0.09446268665504409,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_002_013,sliding,2,13,pre_state,0.190617396206181,0.18590240950418704,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_002_013,sliding,2,13,signed_transition,0.021138026321217907,0.020667832914781307,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_002_013,sliding,2,13,slope,0.06889016827997757,0.06725836388222402,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_002_013,sliding,2,13,window_mean,0.1661730574638043,0.1591494176810784,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_003_014,sliding,3,14,abs_transition,0.2525458292833593,0.24468244260242436,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_003_014,sliding,3,14,post_state,0.06250746251688742,0.05856372119569014,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_003_014,sliding,3,14,pre_state,0.20355918811711227,0.19748171052745703,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_003_014,sliding,3,14,signed_transition,0.08536277938077015,0.08293531011829931,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_003_014,sliding,3,14,slope,0.13351447507094552,0.1310870058084747,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_003_014,sliding,3,14,window_mean,0.15062759228729902,0.14415439668869015,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_004_015,sliding,4,15,abs_transition,0.19709051399641397,0.1887970064428639,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_004_015,sliding,4,15,post_state,0.0447563384138735,0.0415557087313545,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_004_015,sliding,4,15,pre_state,0.2323160888632818,0.22432488216801436,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_004_015,sliding,4,15,signed_transition,0.14025688774877762,0.1386281006886266,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_004_015,sliding,4,15,slope,0.13827110199583664,0.13568156191720412,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_004_015,sliding,4,15,window_mean,0.13670515957468563,0.1308152522299226,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_005_016,sliding,5,16,abs_transition,0.11636853496429593,0.11416683307360588,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_005_016,sliding,5,16,post_state,0.0385880238523101,0.0336339580361431,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_005_016,sliding,5,16,pre_state,0.20264723853696473,0.1955141170378122,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_005_016,sliding,5,16,signed_transition,0.10289716134813076,0.09704512627279771,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_005_016,sliding,5,16,slope,0.07159924726071422,0.06755322629526271,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_005_016,sliding,5,16,window_mean,0.09472658196041368,0.08700797831521323,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_006_017,sliding,6,17,abs_transition,0.05182214225314649,0.049282445378469326,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_006_017,sliding,6,17,post_state,0.021169691636838617,0.01621562582067163,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_006_017,sliding,6,17,pre_state,0.24841550753312738,0.24111942223734295,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_006_017,sliding,6,17,signed_transition,0.18832622646483754,0.1817787864094528,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_006_017,sliding,6,17,slope,0.14842523798776966,0.1420077645106701,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_006_017,sliding,6,17,window_mean,0.11570643952387515,0.1079878358786747,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_007_018,sliding,7,18,abs_transition,0.056769929218682326,0.054024743540485726,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_007_018,sliding,7,18,post_state,0.047705437471186406,0.042103696099240494,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_007_018,sliding,7,18,pre_state,0.13835651116568196,0.1336416983096218,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_007_018,sliding,7,18,signed_transition,0.13634955289207248,0.12939779566918966,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_007_018,sliding,7,18,slope,0.11709578270457265,0.11223934203753765,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_007_018,sliding,7,18,window_mean,0.09859796100158859,0.0908688649045757,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_008_019,sliding,8,19,abs_transition,0.12073679460883362,0.1182190551679178,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_008_019,sliding,8,19,post_state,0.15711601657707372,0.14624851402392583,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_008_019,sliding,8,19,pre_state,0.11850896561630804,0.11585366269389713,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_008_019,sliding,8,19,signed_transition,0.05312875377161549,0.04848718704503933,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_008_019,sliding,8,19,slope,0.008212836344661705,0.008125357391882727,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_008_019,sliding,8,19,window_mean,0.0994067251726652,0.09618270532526148,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_009_020,sliding,9,20,abs_transition,0.1365332899062893,0.13329710144401852,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_009_020,sliding,9,20,post_state,0.08509309509214624,0.07991765344283353,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_009_020,sliding,9,20,pre_state,0.09831894559207933,0.09446268665504409,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_009_020,sliding,9,20,signed_transition,0.01384942037445195,0.013139475316585958,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_009_020,sliding,9,20,slope,0.003711302386857304,0.003406530637633397,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_009_020,sliding,9,20,window_mean,0.09157656497510258,0.08914194563520257,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_010_021,sliding,10,21,abs_transition,0.20021561855257206,0.19030451365529902,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_010_021,sliding,10,21,post_state,0.1068613716518677,0.10099585046459834,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_010_021,sliding,10,21,pre_state,0.06250746251688742,0.05856372119569014,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_010_021,sliding,10,21,signed_transition,0.03798865311103579,0.03614824219859101,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_010_021,sliding,10,21,slope,0.02425339168767436,0.020794094969624793,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_010_021,sliding,10,21,window_mean,0.12455062617712637,0.11907373001545829,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_011_022,sliding,11,22,abs_transition,0.3403845364877082,0.3304998069565336,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_011_022,sliding,11,22,post_state,0.0648344986426903,0.06037066667217339,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_011_022,sliding,11,22,pre_state,0.0447563384138735,0.0415557087313545,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_011_022,sliding,11,22,signed_transition,0.03493577252050693,0.0329592899355439,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_011_022,sliding,11,22,slope,0.019814906629336593,0.01911132531732383,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_011_022,sliding,11,22,window_mean,0.10461908947254324,0.10002812690505337,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_012_023,sliding,12,23,abs_transition,0.28726690228373386,0.28013149518014663,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_012_023,sliding,12,23,post_state,0.049611308088606615,0.04735519116044218,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_012_023,sliding,12,23,pre_state,0.0385880238523101,0.0336339580361431,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_012_023,sliding,12,23,signed_transition,0.03720747342501008,0.03631173133483079,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_012_023,sliding,12,23,slope,0.07676407335116302,0.07612219371932825,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_012_023,sliding,12,23,window_mean,0.04465762761184907,0.04045157699338033,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_013_024,sliding,13,24,abs_transition,0.19011443603759873,0.179725195150621,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_013_024,sliding,13,24,post_state,0.10071297000305109,0.09767788729784198,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_013_024,sliding,13,24,pre_state,0.021169691636838617,0.01621562582067163,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_013_024,sliding,13,24,signed_transition,0.07954741571489332,0.07495649846303815,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_013_024,sliding,13,24,slope,0.12887159379557797,0.12302421067685476,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_013_024,sliding,13,24,window_mean,0.027758252807327636,0.027151221792508406,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_014_025,sliding,14,25,abs_transition,0.04184630293027297,0.03848761226747627,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_014_025,sliding,14,25,post_state,0.17417570802221907,0.17187495489877594,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_014_025,sliding,14,25,pre_state,0.047705437471186406,0.042103696099240494,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_014_025,sliding,14,25,signed_transition,0.1695342560244488,0.16059690420043307,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_014_025,sliding,14,25,slope,0.147306235627394,0.14125654402935803,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_014_025,sliding,14,25,window_mean,0.06328970449345951,0.05921104394309334,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_015_026,sliding,15,26,abs_transition,0.17047946424397797,0.1668210091364799,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_015_026,sliding,15,26,post_state,0.29244112160648916,0.2830992103796552,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_015_026,sliding,15,26,pre_state,0.15711601657707372,0.14624851402392583,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_015_026,sliding,15,26,signed_transition,0.30763354223162664,0.29564659353836326,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_015_026,sliding,15,26,slope,0.3154787713770892,0.3057027394994023,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_015_026,sliding,15,26,window_mean,0.10928565427937025,0.10484882386687906,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_016_027,sliding,16,27,abs_transition,0.21929625498505648,0.21681411752457624,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_016_027,sliding,16,27,post_state,0.31659075255500885,0.3062063135264618,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_016_027,sliding,16,27,pre_state,0.08509309509214624,0.07991765344283353,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_016_027,sliding,16,27,signed_transition,0.33093209776373717,0.31824148703923205,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_016_027,sliding,16,27,slope,0.30932037625452,0.29933518150913124,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_016_027,sliding,16,27,window_mean,0.14693073678356694,0.14149885765952783,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_017_028,sliding,17,28,abs_transition,0.26969699436435923,0.2615233708431704,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_017_028,sliding,17,28,post_state,0.25853444861179403,0.25055696449658105,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_017_028,sliding,17,28,pre_state,0.1068613716518677,0.10099585046459834,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_017_028,sliding,17,28,signed_transition,0.34234602782714973,0.3296818130802481,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_017_028,sliding,17,28,slope,0.330677643120168,0.3196503169923946,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_017_028,sliding,17,28,window_mean,0.17813659603660903,0.173756481146263,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_018_029,sliding,18,29,abs_transition,0.27617131371529136,0.264939580261296,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_018_029,sliding,18,29,post_state,0.2861890936898646,0.2798174898002554,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_018_029,sliding,18,29,pre_state,0.0648344986426903,0.06037066667217339,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_018_029,sliding,18,29,signed_transition,0.33636638462016677,0.3270818323122992,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_018_029,sliding,18,29,slope,0.30475120074854145,0.2963305412018888,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_018_029,sliding,18,29,window_mean,0.2345544543573382,0.22791352131294373,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_019_030,sliding,19,30,abs_transition,0.18661872532740512,0.18227348600612245,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_019_030,sliding,19,30,post_state,0.27201598596979853,0.26091869592156064,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_019_030,sliding,19,30,pre_state,0.049611308088606615,0.04735519116044218,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_019_030,sliding,19,30,signed_transition,0.2206834883766083,0.21513455313858318,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_019_030,sliding,19,30,slope,0.20478773525456292,0.20002197681028577,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_019_030,sliding,19,30,window_mean,0.27415402248519133,0.26591540236189526,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_020_031,sliding,20,31,abs_transition,0.0634391619634777,0.061290818588330444,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_020_031,sliding,20,31,post_state,0.17343391094529295,0.16985731871981333,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_020_031,sliding,20,31,pre_state,0.10071297000305109,0.09767788729784198,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_020_031,sliding,20,31,signed_transition,0.08032099447042526,0.07630905721280162,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_020_031,sliding,20,31,slope,0.10026031721962582,0.09433465085638996,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_020_031,sliding,20,31,window_mean,0.28042646170836383,0.2730436884558202,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_021_032,sliding,21,32,abs_transition,0.05078871991036953,0.04883940542473913,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_021_032,sliding,21,32,post_state,0.09553895027358515,0.09152004511977747,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_021_032,sliding,21,32,pre_state,0.17417570802221907,0.17187495489877594,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_021_032,sliding,21,32,signed_transition,0.04957389571523815,0.04822452082406795,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_021_032,sliding,21,32,slope,0.053420081589819986,0.05199824330259112,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_021_032,sliding,21,32,window_mean,0.24490418887429832,0.2379383802954355,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_022_033,sliding,22,33,abs_transition,0.06880175014422389,0.06801959237670357,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_022_033,sliding,22,33,post_state,0.07664961649892454,0.07381990317016557,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_022_033,sliding,22,33,pre_state,0.29244112160648916,0.2830992103796552,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_022_033,sliding,22,33,signed_transition,0.14348135841242687,0.1396886051739054,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_022_033,sliding,22,33,slope,0.14694857648636186,0.14220933942736788,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_022_033,sliding,22,33,window_mean,0.2401108872560939,0.23382412696457897,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_023_034,sliding,23,34,abs_transition,0.10989926929094962,0.1089443751403466,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_023_034,sliding,23,34,post_state,0.07601168649452557,0.07484317909678813,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_023_034,sliding,23,34,pre_state,0.31659075255500885,0.3062063135264618,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_023_034,sliding,23,34,signed_transition,0.2743411264964401,0.2639392148381024,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
