scope,object,config_id,candidate_id,point_day,bootstrap_strict_fraction,bootstrap_match_fraction,bootstrap_near_fraction,bootstrap_no_match_fraction,median_bootstrap_matched_peak_score,median_bootstrap_abs_offset_days,joint_support_class,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status,object_support_class
joint_all,joint_all,DET_WIDTH_24,CP006,134,0.496,0.917,0.062,0.021,7.418690125095033,3.0,joint_candidate,detector_width,detector_width,24,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,DET_WIDTH_24,CP007,159,0.69,0.925,0.036,0.039,12.18515383875081,1.0,joint_candidate,detector_width,detector_width,24,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP001,18,0.393,0.726,0.031,0.243,3.9623212840330275,2.0,joint_weak_candidate,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP002,45,0.826,0.98,0.018,0.002,6.509541424571214,1.0,joint_strong_candidate,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP003,81,0.34,0.88,0.111,0.009,10.602442900771202,2.0,joint_candidate,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP004,96,0.39,0.745,0.099,0.156,8.365785708333403,2.0,joint_weak_candidate,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP005,113,0.59,0.975,0.017,0.008,10.551466230461433,1.0,joint_strong_candidate,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP006,132,0.291,0.788,0.181,0.031,5.152466035000627,3.0,joint_weak_candidate,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP007,135,0.307,0.751,0.215,0.034,5.1328621956521285,3.0,joint_weak_candidate,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP008,160,0.452,0.909,0.081,0.01,8.207705103010262,2.0,joint_candidate,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP001,18,0.693,0.753,0.027,0.22,3.9623212840330275,2.0,joint_weak_candidate,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP002,45,0.947,0.997,0.003,0.0,6.509541424571214,1.0,joint_strong_candidate,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP003,81,0.752,0.983,0.013,0.004,10.602442900771202,2.0,joint_strong_candidate,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP004,96,0.666,0.83,0.029,0.141,8.365785708333403,2.0,joint_candidate,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP005,113,0.924,0.991,0.001,0.008,10.551466230461433,1.0,joint_strong_candidate,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP006,132,0.649,0.954,0.038,0.008,5.152466035000627,3.0,joint_strong_candidate,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP007,135,0.636,0.932,0.062,0.006,5.1328621956521285,3.0,joint_candidate,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP008,160,0.84,0.985,0.006,0.009,8.207705103010262,2.0,joint_strong_candidate,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH_INPUT_5D,CP001,17,0.775,0.935,0.025,0.04,4.081492541268609,1.0,joint_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH_INPUT_5D,CP002,44,0.853,0.998,0.002,0.0,7.024404624163081,1.0,joint_strong_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH_INPUT_5D,CP003,67,0.655,0.777,0.064,0.159,5.63109610714189,2.0,joint_weak_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH_INPUT_5D,CP004,79,0.511,0.888,0.111,0.001,11.083019544587657,2.0,joint_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH_INPUT_5D,CP005,97,0.701,0.864,0.042,0.094,8.718652523066744,1.0,joint_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH_INPUT_5D,CP006,113,0.88,0.995,0.005,0.0,11.351929023079299,1.0,joint_strong_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH_INPUT_5D,CP007,129,0.562,0.871,0.101,0.028,5.555736314011336,2.0,joint_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH_INPUT_5D,CP008,134,0.592,0.843,0.156,0.001,5.552325369994579,2.0,joint_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH_INPUT_5D,CP009,159,0.704,0.973,0.027,0.0,8.57438282515868,2.0,joint_strong_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,CP001,16,0.91,0.982,0.009,0.009,3.099936775913069,1.0,joint_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,CP002,29,0.653,0.862,0.099,0.039,2.859585598148766,1.0,joint_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,CP003,36,0.35,0.565,0.403,0.032,3.5024525201692622,5.0,joint_weak_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,CP004,44,0.829,0.998,0.002,0.0,5.009834402773492,1.0,joint_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,CP005,66,0.833,0.902,0.059,0.039,3.6337389884280284,1.0,joint_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,CP006,78,0.537,0.89,0.107,0.003,6.880365106623307,2.0,joint_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,CP007,83,0.589,0.904,0.091,0.005,7.242269751051405,2.0,joint_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,CP008,97,0.716,0.968,0.012,0.02,5.674570520074536,1.0,joint_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,CP009,113,0.84,0.993,0.007,0.0,7.521450899273059,1.0,joint_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,CP010,128,0.725,0.932,0.06,0.008,3.9936480543725605,2.0,joint_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,CP011,134,0.662,0.876,0.123,0.001,3.9043808117562726,1.0,joint_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,CP012,159,0.546,0.978,0.019,0.003,5.659660403518266,2.0,joint_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_24,CP001,17,0.856,0.874,0.054,0.072,5.790141925523175,1.0,joint_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_24,CP002,24,0.403,0.459,0.465,0.076,5.756272921910458,6.0,joint_unstable_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_24,CP003,44,0.881,0.995,0.005,0.0,9.3559377423311,1.0,joint_strong_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_24,CP004,81,0.544,0.981,0.013,0.006,15.803923772554906,2.0,joint_strong_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_24,CP005,97,0.593,0.738,0.073,0.189,12.611966366966739,2.0,joint_weak_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_24,CP006,113,0.898,0.962,0.025,0.013,15.703018012170435,1.0,joint_strong_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_24,CP007,135,0.573,0.835,0.159,0.006,7.6082891905994785,2.0,joint_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_DET_WIDTH_24,CP008,160,0.833,0.96,0.027,0.013,12.247331709216303,1.0,joint_strong_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_1_4_7,CP001,17,0.661,0.916,0.036,0.048,4.081492541268609,1.0,joint_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_1_4_7,CP002,44,0.645,0.994,0.006,0.0,7.024404624163081,1.0,joint_strong_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_1_4_7,CP003,67,0.498,0.746,0.076,0.178,5.63109610714189,2.0,joint_weak_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_1_4_7,CP004,79,0.37,0.769,0.225,0.006,11.083019544587657,2.0,joint_weak_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_1_4_7,CP005,97,0.537,0.838,0.063,0.099,8.718652523066744,1.0,joint_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_1_4_7,CP006,113,0.722,0.979,0.021,0.0,11.351929023079299,1.0,joint_strong_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_1_4_7,CP007,129,0.342,0.774,0.182,0.044,5.555736314011336,2.0,joint_weak_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_1_4_7,CP008,134,0.465,0.732,0.26,0.008,5.552325369994579,2.0,joint_weak_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_1_4_7,CP009,159,0.487,0.952,0.045,0.003,8.57438282515868,2.0,joint_strong_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_3_6_9,CP001,17,0.888,0.944,0.021,0.035,4.081492541268609,1.0,joint_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_3_6_9,CP002,44,0.958,0.999,0.001,0.0,7.024404624163081,1.0,joint_strong_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_3_6_9,CP003,67,0.708,0.804,0.068,0.128,5.63109610714189,2.0,joint_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_3_6_9,CP004,79,0.665,0.969,0.03,0.001,11.083019544587657,2.0,joint_strong_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_3_6_9,CP005,97,0.783,0.885,0.026,0.089,8.718652523066744,1.0,joint_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_3_6_9,CP006,113,0.955,0.999,0.001,0.0,11.351929023079299,1.0,joint_strong_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_3_6_9,CP007,129,0.677,0.937,0.04,0.023,5.555736314011336,2.0,joint_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_3_6_9,CP008,134,0.667,0.953,0.047,0.0,5.552325369994579,2.0,joint_strong_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_3_6_9,CP009,159,0.865,0.987,0.013,0.0,8.57438282515868,2.0,joint_strong_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,
P_only,P,BASELINE,CP001,18,0.574,0.793,0.029,0.178,7.438819024012823,2.0,,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,BASELINE,CP002,34,0.513,0.6,0.204,0.196,18.845171169777103,2.0,,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,BASELINE,CP003,45,0.79,0.985,0.01,0.005,29.238095423720182,1.0,,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,BASELINE,CP004,65,0.699,0.811,0.088,0.101,23.830949528722574,1.0,,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,BASELINE,CP005,82,0.538,0.916,0.077,0.007,68.9784010843959,2.0,,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,BASELINE,CP006,95,0.454,0.695,0.161,0.144,47.24245301857129,3.0,,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,BASELINE,CP007,113,0.665,0.938,0.029,0.033,32.99046848682678,2.0,,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,BASELINE,CP008,126,0.627,0.839,0.098,0.063,12.958043917429865,2.0,,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
