window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,q_within_variant_window_tau0,tau0_supported,support_rule,variant_id,variant_role,pcmci_variable_scope,conditioning_family_rule,n_pcmci_variables,conditioning_variables
S1,P_spread_lat,H_strength,P,H,False,0,,False,0.02766240577449075,0.2812824299165418,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.48669972661120414,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_spread_lat,H_centroid_lat,P,H,False,0,,False,0.053772487436617375,0.12322920296745812,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.3105820878631363,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_spread_lat,Je_strength,P,Je,False,0,x-x,True,-0.057034640244607554,0.02622472441539941,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.11443516108537924,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_spread_lat,Je_axis_lat,P,Je,False,0,,False,-0.001500349111660526,0.9533778090617269,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.953377809061727,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_spread_lat,Jw_strength,P,Jw,False,0,,False,-0.03687174380831668,0.15049713998167785,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.3283573963236608,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_spread_lat,Jw_axis_lat,P,Jw,False,0,,False,-0.02071973670592369,0.41938304292979833,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.6100116988069795,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_total_centroid_lat_10_50,V_strength,P,V,False,0,,False,0.018448791277762947,0.47318071804356304,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.6489335561740294,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_total_centroid_lat_10_50,V_NS_diff,P,V,False,0,x-x,True,0.1391582680728146,5.652140641383572e-08,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",1.3565137539320571e-06,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_total_centroid_lat_10_50,H_strength,P,H,False,0,,False,0.03783804397736602,0.1409988024605494,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.3222829770526844,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_total_centroid_lat_10_50,H_centroid_lat,P,H,False,0,,False,0.015248294496474616,0.5528827453496222,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.7371769937994963,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_total_centroid_lat_10_50,Je_strength,P,Je,False,0,-->,True,-0.12462790489575054,1.1582357606139467e-06,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",1.8531772169823148e-05,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_total_centroid_lat_10_50,Je_axis_lat,P,Je,False,0,,False,-0.027530121135266854,0.2839081738565357,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.48669972661120414,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_total_centroid_lat_10_50,Jw_strength,P,Jw,False,0,,False,-0.041805868860051956,0.10359849392603565,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.2801307294976218,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,P_total_centroid_lat_10_50,Jw_axis_lat,P,Jw,False,0,,False,0.04234069260133369,0.09936296963330501,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.2801307294976218,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_strength,P_main_minus_south,V,P,False,0,x-x,True,-0.08015235851885026,0.0017949300891027119,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.014359440712821697,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_strength,P_spread_lat,V,P,False,0,x-x,True,0.06409881057621118,0.012580627678588443,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.06038701285722452,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_strength,P_total_centroid_lat_10_50,V,P,False,0,,False,0.018448791277762947,0.47318071804356304,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.6489335561740294,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_strength,H_strength,V,H,False,0,x-x,True,0.06788350095284515,0.00821512742529932,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.0438140129349297,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_strength,H_centroid_lat,V,H,False,0,,False,-0.04620073298904659,0.07193506141903762,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.2301921965409204,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_strength,Je_strength,V,Je,False,0,,False,-0.022341364289789303,0.3848560784327984,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.5772841176491976,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_strength,Je_axis_lat,V,Je,False,0,,False,0.012583899498725914,0.6240879288977684,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.7883215943971812,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_strength,Jw_strength,V,Jw,False,0,,False,0.008874713617967708,0.7296371344118038,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8542093280918679,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_strength,Jw_axis_lat,V,Jw,False,0,x-x,True,0.082633033183902,0.0012760819527382662,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.012250386746287357,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_NS_diff,P_main_minus_south,V,P,False,0,x-x,True,0.23334876377275754,3.702109773573859e-20,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",1.7770126913154526e-18,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_NS_diff,P_spread_lat,V,P,False,0,,False,0.03901593834254251,0.12940920327630678,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.3105820878631363,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_NS_diff,P_total_centroid_lat_10_50,V,P,False,0,x-x,True,0.1391582680728146,5.652140641383572e-08,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",1.3565137539320571e-06,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_NS_diff,H_strength,V,H,False,0,,False,0.04956358398541286,0.05391972551458531,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.18486763033572107,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_NS_diff,H_centroid_lat,V,H,False,0,x-x,True,0.09768594989317611,0.0001392697465665799,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.0016712369587989588,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_NS_diff,Je_strength,V,Je,False,0,,False,-0.03168112860809716,0.21825057887630525,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.4365011577526105,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_NS_diff,Je_axis_lat,V,Je,False,0,,False,0.029492562030826647,0.2509688452289208,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.46425777958565434,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_NS_diff,Jw_strength,V,Jw,False,0,,False,0.002589218106728316,0.9197380603170607,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9393069552174237,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,V_NS_diff,Jw_axis_lat,V,Jw,False,0,,False,0.02238308729307707,0.3838116778891484,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.5772841176491976,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,H_strength,P_main_minus_south,H,P,False,0,,False,0.051937582919357184,0.3673361273109533,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.5772841176491976,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,H_strength,P_spread_lat,H,P,False,0,,False,0.02766240577449075,0.2812824299165418,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.48669972661120414,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,H_strength,P_total_centroid_lat_10_50,H,P,False,0,,False,0.03783804397736602,0.1409988024605494,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.3222829770526844,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,H_strength,V_strength,H,V,False,0,x-x,True,0.06788350095284515,0.00821512742529932,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.0438140129349297,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,H_strength,V_NS_diff,H,V,False,0,,False,0.04956358398541286,0.05391972551458531,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.18486763033572107,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,H_strength,Je_strength,H,Je,False,0,,False,-0.0049791541354919314,0.8463036666251326,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.902723911066808,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S1,H_strength,Je_axis_lat,H,Je,False,0,,False,-0.005259017837075029,0.837676038276352,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.902723911066808,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
