window_id,anchor_day,field,band_id,band_label,feature_indices,lat_values,lat_min,lat_max,lat_center,n_features,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,day,relative_to_anchor,raw_progress,progress
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,42,-3,0.7719659296253496,0.7719659296253496
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,43,-2,0.7580729785353686,0.7580729785353686
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,44,-1,0.7194589947909683,0.7194589947909683
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,45,0,0.7713562309645796,0.7713562309645796
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,46,1,0.8156111398664677,0.8156111398664677
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,47,2,0.868440163665534,0.868440163665534
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,48,3,0.9368611545060181,0.9368611545060181
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,49,4,0.9320916918423146,0.9320916918423146
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,50,5,0.8616079913938374,0.8616079913938374
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,51,6,0.7749510496908744,0.7749510496908744
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,52,7,0.8521963469164984,0.8521963469164984
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,53,8,0.9935578444970763,0.9935578444970763
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,54,9,1.0320755890725704,1.0
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,55,10,0.9889745137691398,0.9889745137691398
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,56,11,0.9190831388138385,0.9190831388138385
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,57,12,0.8883922471611453,0.8883922471611453
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,58,13,0.9155974232340854,0.9155974232340854
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,59,14,1.037288503440055,1.0
W002,45,H,0,H_band_15_19,0;1;2,15;17;19,15.0,19.0,17.0,3,40,48,30,60,30,37,53,60,60,15,1.225030740012089,1.0
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,30,-15,-0.2511359376598396,0.0
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,31,-14,-0.2022353984106874,0.0
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,32,-13,-0.14803947384384755,0.0
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,33,-12,-0.08809837886052947,0.0
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,34,-11,-0.0011972674718295977,0.0
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,35,-10,0.10151443795418177,0.10151443795418177
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,36,-9,0.22212591406710414,0.22212591406710414
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,37,-8,0.367066104225447,0.367066104225447
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,38,-7,0.5180723132608471,0.5180723132608471
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,39,-6,0.646954214391887,0.646954214391887
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,40,-5,0.7316379409160101,0.7316379409160101
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,41,-4,0.7896614897151176,0.7896614897151176
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,42,-3,0.8163048864793744,0.8163048864793744
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,43,-2,0.8239497937772867,0.8239497937772867
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,44,-1,0.8159754577566182,0.8159754577566182
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,45,0,0.7724243444541428,0.7724243444541428
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,46,1,0.71023593026312,0.71023593026312
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,47,2,0.6427315758014757,0.6427315758014757
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,48,3,0.5731605486757714,0.5731605486757714
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,49,4,0.5550377798221614,0.5550377798221614
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,50,5,0.6071872832864312,0.6071872832864312
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,51,6,0.6970284007214262,0.6970284007214262
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,52,7,0.7430232047083379,0.7430232047083379
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,53,8,0.7824245148898465,0.7824245148898465
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,54,9,0.8508632442126597,0.8508632442126597
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,55,10,0.9364953804995447,0.9364953804995447
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,56,11,1.0032642041699593,1.0
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,57,12,1.0604042726387621,1.0
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,58,13,1.1212535063948241,1.0
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,59,14,1.1318052201684525,1.0
W002,45,H,1,H_band_17_21,1;2;3,17;19;21,17.0,21.0,19.0,3,40,48,30,60,30,37,53,60,60,15,1.1134896570259505,1.0
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,30,-15,-0.22047661683709982,0.0
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,31,-14,-0.1784132894541751,0.0
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,32,-13,-0.1335442193989652,0.0
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,33,-12,-0.09050418580461829,0.0
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,34,-11,-0.014779384205925231,0.0
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,35,-10,0.08062052466379944,0.08062052466379944
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,36,-9,0.2043642093579346,0.2043642093579346
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,37,-8,0.35273296167904944,0.35273296167904944
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,38,-7,0.49972320592374553,0.49972320592374553
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,39,-6,0.6221831860447943,0.6221831860447943
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,40,-5,0.7005187784059669,0.7005187784059669
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,41,-4,0.7604385660259609,0.7604385660259609
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,42,-3,0.7956143385900502,0.7956143385900502
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,43,-2,0.8140355681484147,0.8140355681484147
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,44,-1,0.8164865019777551,0.8164865019777551
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,45,0,0.7678705241117066,0.7678705241117066
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,46,1,0.6972846737081875,0.6972846737081875
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,47,2,0.6200091751521593,0.6200091751521593
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,48,3,0.5394788616456401,0.5394788616456401
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,49,4,0.5281772851105127,0.5281772851105127
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,50,5,0.5972465565740991,0.5972465565740991
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,51,6,0.7101283162735299,0.7101283162735299
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,52,7,0.7482839043302473,0.7482839043302473
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,53,8,0.7636294390542837,0.7636294390542837
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,54,9,0.8271884648112297,0.8271884648112297
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,55,10,0.9290206059101079,0.9290206059101079
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,56,11,1.0188556177524337,1.0
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,57,12,1.0893471550024871,1.0
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,58,13,1.145616172462414,1.0
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,59,14,1.1385427019371739,1.0
W002,45,H,2,H_band_19_23,2;3;4,19;21;23,19.0,23.0,21.0,3,40,48,30,60,30,37,53,60,60,15,1.0877998430698692,1.0
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,30,-15,-0.2305768958081521,0.0
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,31,-14,-0.18612243321329927,0.0
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,32,-13,-0.13713675543515724,0.0
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,33,-12,-0.0875818807366474,0.0
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,34,-11,-0.008241047640606649,0.0
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,35,-10,0.08942425833905406,0.08942425833905406
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,36,-9,0.21053842175713472,0.21053842175713472
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,37,-8,0.34969633273767387,0.34969633273767387
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,38,-7,0.48814973802983425,0.48814973802983425
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,39,-6,0.6052096948091941,0.6052096948091941
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,40,-5,0.683569300429198,0.683569300429198
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,41,-4,0.7411760741125433,0.7411760741125433
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,42,-3,0.7786451714242832,0.7786451714242832
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,43,-2,0.8007727605145465,0.8007727605145465
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,44,-1,0.803989461412866,0.803989461412866
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,45,0,0.7611247747618681,0.7611247747618681
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,46,1,0.6994676809175112,0.6994676809175112
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,47,2,0.6297485456539702,0.6297485456539702
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,48,3,0.5615083824987849,0.5615083824987849
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,49,4,0.5552059065431305,0.5552059065431305
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,50,5,0.6216379532576274,0.6216379532576274
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,51,6,0.7242882942461488,0.7242882942461488
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,52,7,0.7614314312672656,0.7614314312672656
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,53,8,0.7785874627096859,0.7785874627096859
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,54,9,0.8384208971063077,0.8384208971063077
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,55,10,0.9312606969453532,0.9312606969453532
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,56,11,1.0167446098994373,1.0
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,57,12,1.0832418360196514,1.0
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,58,13,1.1333061282705077,1.0
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,59,14,1.1295336870276038,1.0
W002,45,H,3,H_band_21_25,3;4;5,21;23;25,21.0,25.0,23.0,3,40,48,30,60,30,37,53,60,60,15,1.088904682021452,1.0
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,30,-15,-0.24979056835472246,0.0
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,31,-14,-0.19988970601289027,0.0
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,32,-13,-0.1427683993873236,0.0
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,33,-12,-0.08089842482763808,0.0
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,34,-11,0.00415979774062068,0.00415979774062068
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,35,-10,0.10516787649596612,0.10516787649596612
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,36,-9,0.22069764678932205,0.22069764678932205
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,37,-8,0.3433217775566651,0.3433217775566651
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,38,-7,0.46724343160193227,0.46724343160193227
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,39,-6,0.5766498289645827,0.5766498289645827
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,40,-5,0.6562099278870408,0.6562099278870408
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,41,-4,0.7112848744314588,0.7112848744314588
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,42,-3,0.7494695975562743,0.7494695975562743
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,43,-2,0.774861232770805,0.774861232770805
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,44,-1,0.7791269617623203,0.7791269617623203
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,45,0,0.7496555393688773,0.7496555393688773
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,46,1,0.7049652231174804,0.7049652231174804
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,47,2,0.6526908827805311,0.6526908827805311
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,48,3,0.6064138352588198,0.6064138352588198
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,49,4,0.6085060533297533,0.6085060533297533
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,50,5,0.6660188804830215,0.6660188804830215
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,51,6,0.7489531833411467,0.7489531833411467
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,52,7,0.7869919105967811,0.7869919105967811
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,53,8,0.8109651869708803,0.8109651869708803
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,54,9,0.8637604937532571,0.8637604937532571
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,55,10,0.9391883349111445,0.9391883349111445
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,56,11,1.011316911366182,1.0
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,57,12,1.0671175031098414,1.0
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,58,13,1.1059985504175431,1.0
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,59,14,1.1104753651635708,1.0
W002,45,H,4,H_band_23_27,4;5;6,23;25;27,23.0,27.0,25.0,3,40,48,30,60,30,37,53,60,60,15,1.0911776543075806,1.0
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,30,-15,-0.2693580587167466,0.0
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,31,-14,-0.21251185198987002,0.0
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,32,-13,-0.14877097822107965,0.0
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,33,-12,-0.07751881098218438,0.0
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,34,-11,0.012808502957665842,0.012808502957665842
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,35,-10,0.11864287116973428,0.11864287116973428
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,36,-9,0.23287064279398523,0.23287064279398523
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,37,-8,0.3438376829884948,0.3438376829884948
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,38,-7,0.45756407195138754,0.45756407195138754
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,39,-6,0.5595966174588626,0.5595966174588626
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,40,-5,0.6370532740486989,0.6370532740486989
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,41,-4,0.6865985503067774,0.6865985503067774
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,42,-3,0.7250753733288514,0.7250753733288514
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,43,-2,0.750641175329487,0.750641175329487
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,44,-1,0.7524180228020667,0.7524180228020667
W002,45,H,5,H_band_25_29,5;6;7,25;27;29,25.0,29.0,27.0,3,40,48,30,60,30,37,53,60,45,0,0.723765407252546,0.723765407252546
