window_id,target_name,object_A,object_B,score_bin,score_bin_index,n_bootstrap,score_min,score_max,score_mean,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,order_level
W081,W081_P_vs_V_delta_peak,P,V,Q5,5,200,0.3888521059382984,1.412295429380389,0.6462796696090978,0.0,-6.0,11.050000000000011,0.445,0.37,0.185,P_earlier,0.445,weak_or_none
W081,W081_V_vs_Jw_delta_peak,V,Jw,Q1,1,200,-1.5361432098208094,-0.43550270970840765,-0.7203207783286009,-2.0,-11.024999999999999,5.0,0.205,0.66,0.135,Jw_earlier,0.66,weak_or_none
W081,W081_V_vs_Jw_delta_peak,V,Jw,Q2,2,200,-0.4325124523215841,-0.14532597143503592,-0.2949633155597902,1.0,-7.099999999999998,8.025000000000006,0.55,0.315,0.135,V_earlier,0.55,weak_or_none
W081,W081_V_vs_Jw_delta_peak,V,Jw,Q3,3,200,-0.14230852418646844,0.14198730453465835,0.003758899886133591,2.0,-4.0249999999999995,14.0,0.69,0.21,0.1,V_earlier,0.69,weak_or_none
W081,W081_V_vs_Jw_delta_peak,V,Jw,Q4,4,200,0.14754473027163306,0.4418007185258668,0.29624929684229917,3.0,-5.0249999999999995,15.0,0.88,0.09,0.03,V_earlier,0.88,weak_or_none
W081,W081_V_vs_Jw_delta_peak,V,Jw,Q5,5,199,0.4439635776386074,1.401825565885487,0.7188702484019683,5.0,-0.04999999999999982,14.049999999999983,0.964824120603015,0.02512562814070352,0.010050251256281407,V_earlier,0.964824120603015,credible_95
W081,W081_H_vs_Jw_delta_peak,H,Jw,Q1,1,200,-1.4517409261166132,-0.36248968323942754,-0.6567554143512723,0.0,-9.024999999999999,8.050000000000011,0.41,0.48,0.11,Jw_earlier,0.48,weak_or_none
W081,W081_H_vs_Jw_delta_peak,H,Jw,Q2,2,200,-0.35956060854710814,-0.09944845596472734,-0.21716834209751315,3.0,-5.0,11.0,0.78,0.165,0.055,H_earlier,0.78,weak_or_none
W081,W081_H_vs_Jw_delta_peak,H,Jw,Q3,3,200,-0.09943645331933325,0.12020980747904568,0.008974064756924775,5.0,-4.0,13.025000000000006,0.875,0.08,0.045,H_earlier,0.875,weak_or_none
W081,W081_H_vs_Jw_delta_peak,H,Jw,Q4,4,200,0.12141521416802681,0.3741068645183504,0.23736886685706718,6.0,-1.0,14.0,0.935,0.03,0.035,H_earlier,0.935,usable_90
W081,W081_H_vs_Jw_delta_peak,H,Jw,Q5,5,199,0.37660385476737707,1.334943481261499,0.6307344973214006,8.0,1.9500000000000002,15.049999999999983,0.9798994974874372,0.010050251256281407,0.010050251256281407,H_earlier,0.9798994974874372,credible_95
W113,W113_V_vs_Je_delta_peak,V,Je,Q1,1,200,-1.423037732516909,-0.4177077196816317,-0.6616510168216401,-7.0,-14.0,-2.0,0.01,0.99,0.0,Je_earlier,0.99,strict_99
W113,W113_V_vs_Je_delta_peak,V,Je,Q2,2,200,-0.41481617557837314,-0.14314874841245184,-0.27331380365669095,-6.0,-13.0,0.0,0.02,0.97,0.01,Je_earlier,0.97,credible_95
W113,W113_V_vs_Je_delta_peak,V,Je,Q3,3,200,-0.14144054800975167,0.11529504143450178,-0.01146037490738785,-3.0,-9.024999999999999,4.0,0.08,0.865,0.055,Je_earlier,0.865,weak_or_none
W113,W113_V_vs_Je_delta_peak,V,Je,Q4,4,200,0.11719112428782145,0.4396667112282753,0.2654251232944842,-2.0,-9.0,3.0500000000000114,0.14,0.725,0.135,Je_earlier,0.725,weak_or_none
W113,W113_V_vs_Je_delta_peak,V,Je,Q5,5,199,0.43998644220917016,1.5273991942985974,0.6844221830062659,0.0,-4.05,4.0,0.41708542713567837,0.33668341708542715,0.24623115577889448,V_earlier,0.41708542713567837,weak_or_none
W113,W113_H_vs_Je_delta_peak,H,Je,Q1,1,200,-1.295385786735239,-0.4093420200951594,-0.6449454578882876,-7.0,-10.024999999999999,-1.0,0.015,0.985,0.0,Je_earlier,0.985,credible_95
W113,W113_H_vs_Je_delta_peak,H,Je,Q2,2,200,-0.4086629248260902,-0.12059383514106617,-0.2581400922992041,-6.0,-9.024999999999999,-1.0,0.005,0.995,0.0,Je_earlier,0.995,strict_99
W113,W113_H_vs_Je_delta_peak,H,Je,Q3,3,200,-0.12011761563705459,0.11708780362153322,-0.0018390824176224862,-4.0,-8.0,0.0,0.01,0.97,0.02,Je_earlier,0.97,credible_95
W113,W113_H_vs_Je_delta_peak,H,Je,Q4,4,200,0.11721371822703058,0.414260050760381,0.25795058754103295,-2.0,-6.0,1.0,0.035,0.89,0.075,Je_earlier,0.89,weak_or_none
W113,W113_H_vs_Je_delta_peak,H,Je,Q5,5,199,0.41553154259674463,1.5012992285019466,0.6502251709186746,-1.0,-5.0,2.0,0.12060301507537688,0.7336683417085427,0.1457286432160804,Je_earlier,0.7336683417085427,weak_or_none
W113,W113_P_vs_V_delta_peak,P,V,Q1,1,200,-1.5656758025653492,-0.4034355219432593,-0.703350086968248,-3.0,-8.0,3.0,0.125,0.82,0.055,V_earlier,0.82,weak_or_none
W113,W113_P_vs_V_delta_peak,P,V,Q2,2,200,-0.4026703613087577,-0.11745309638787971,-0.2531482362427957,0.0,-5.0,5.0,0.4,0.41,0.19,V_earlier,0.41,weak_or_none
W113,W113_P_vs_V_delta_peak,P,V,Q3,3,200,-0.11418560357007157,0.14395139669891208,0.017754881594678657,1.0,-4.0,10.0,0.66,0.215,0.125,P_earlier,0.66,weak_or_none
W113,W113_P_vs_V_delta_peak,P,V,Q4,4,200,0.1448131276497993,0.42934231260604044,0.27464412066001354,3.0,-4.0249999999999995,13.025000000000006,0.87,0.09,0.04,P_earlier,0.87,weak_or_none
W113,W113_P_vs_V_delta_peak,P,V,Q5,5,200,0.42942795971936487,1.222598078605744,0.6640993209563513,6.0,-9.0,16.025000000000006,0.935,0.055,0.01,P_earlier,0.935,usable_90
W113,W113_Jw_vs_H_delta_peak,Jw,H,Q1,1,200,-1.4127949285588712,-0.4062927997197769,-0.655019361922648,4.0,-1.0,13.0,0.925,0.05,0.025,Jw_earlier,0.925,usable_90
W113,W113_Jw_vs_H_delta_peak,Jw,H,Q2,2,200,-0.4033864617840863,-0.12499162722243559,-0.2570852707613176,6.0,-0.024999999999999467,14.0,0.965,0.025,0.01,Jw_earlier,0.965,credible_95
W113,W113_Jw_vs_H_delta_peak,Jw,H,Q3,3,200,-0.12081195492458344,0.13396463974389922,0.007170447848704531,7.0,1.0,13.025000000000006,0.985,0.005,0.01,Jw_earlier,0.985,credible_95
W113,W113_Jw_vs_H_delta_peak,Jw,H,Q4,4,200,0.13483459395054598,0.4149154704435182,0.2527202180691673,8.0,-1.0,14.0,0.955,0.035,0.01,Jw_earlier,0.955,credible_95
W113,W113_Jw_vs_H_delta_peak,Jw,H,Q5,5,200,0.4151948267310896,1.4489721659104406,0.6522139667660938,11.0,0.9750000000000005,15.0,0.975,0.015,0.01,Jw_earlier,0.975,credible_95
W113,W113_Jw_vs_V_delta_peak,Jw,V,Q1,1,200,-1.4607520571970882,-0.4086957860430687,-0.6506677668799499,2.0,-4.0,12.0,0.76,0.16,0.08,Jw_earlier,0.76,weak_or_none
W113,W113_Jw_vs_V_delta_peak,Jw,V,Q2,2,200,-0.40723051881654304,-0.12329565750424526,-0.26232295816312473,5.0,-1.0,13.0,0.945,0.03,0.025,Jw_earlier,0.945,usable_90
W113,W113_Jw_vs_V_delta_peak,Jw,V,Q3,3,200,-0.12147382007501353,0.1271431191498521,0.012478583123905347,7.0,-0.024999999999999467,14.025000000000006,0.965,0.025,0.01,Jw_earlier,0.965,credible_95
W113,W113_Jw_vs_V_delta_peak,Jw,V,Q4,4,200,0.1277149525509915,0.4060095204966851,0.25051381285667185,8.0,0.9750000000000005,18.0,0.975,0.015,0.01,Jw_earlier,0.975,credible_95
W113,W113_Jw_vs_V_delta_peak,Jw,V,Q5,5,200,0.41260644303251554,1.2548188541652667,0.6499983290624973,10.0,-1.0,18.0,0.965,0.03,0.005,Jw_earlier,0.965,credible_95
W160,W160_V_vs_Je_delta_peak,V,Je,Q1,1,200,-1.9815165477534777,-0.5284956718498055,-0.8318150547082251,-1.0,-6.0249999999999995,2.0,0.195,0.63,0.175,Je_earlier,0.63,weak_or_none
W160,W160_V_vs_Je_delta_peak,V,Je,Q2,2,200,-0.5268088286166986,-0.15368800290216192,-0.3376265289071416,0.0,-7.0,6.225000000000051,0.385,0.41,0.205,Je_earlier,0.41,weak_or_none
W160,W160_V_vs_Je_delta_peak,V,Je,Q3,3,200,-0.15327120651866322,0.16366555380054756,0.005392053334876001,1.0,-5.0249999999999995,7.025000000000006,0.565,0.255,0.18,V_earlier,0.565,weak_or_none
W160,W160_V_vs_Je_delta_peak,V,Je,Q4,4,200,0.164657453277013,0.5211229184139566,0.31961366162222665,2.0,-5.0,24.0,0.705,0.155,0.14,V_earlier,0.705,weak_or_none
W160,W160_V_vs_Je_delta_peak,V,Je,Q5,5,199,0.5244309039534042,1.9822285920246614,0.8486792649831802,6.0,-5.0,17.049999999999983,0.8844221105527639,0.07035175879396985,0.04522613065326633,V_earlier,0.8844221105527639,weak_or_none
W160,W160_H_vs_Jw_delta_peak,H,Jw,Q1,1,200,-1.8432994797331939,-0.44036520151688385,-0.7552429224629138,-5.0,-19.049999999999997,9.0,0.165,0.82,0.015,Jw_earlier,0.82,weak_or_none
W160,W160_H_vs_Jw_delta_peak,H,Jw,Q2,2,200,-0.4391158566043381,-0.12639464681673795,-0.27753458978520706,-4.0,-22.025,11.0,0.26,0.705,0.035,Jw_earlier,0.705,weak_or_none
W160,W160_H_vs_Jw_delta_peak,H,Jw,Q3,3,200,-0.12566788792300237,0.1458018211924246,0.004962890431869962,0.0,-17.075,11.0,0.445,0.495,0.06,Jw_earlier,0.495,weak_or_none
W160,W160_H_vs_Jw_delta_peak,H,Jw,Q4,4,199,0.1462746367600959,0.46310915693756166,0.29686416942297333,1.0,-10.05,12.0,0.5477386934673367,0.36180904522613067,0.09045226130653267,H_earlier,0.5477386934673367,weak_or_none
W160,W160_H_vs_Jw_delta_peak,H,Jw,Q5,5,199,0.46885376138261686,1.4995479452011,0.7361153499903443,3.0,-10.0,14.049999999999983,0.7085427135678392,0.2663316582914573,0.02512562814070352,H_earlier,0.7085427135678392,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q1,1,200,-1.7575365511047107,-0.5141263203774821,-0.8544655623866464,0.0,-16.0,8.0,0.48,0.435,0.085,P_earlier,0.48,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q2,2,200,-0.5097973228516668,-0.1583973254463303,-0.3246896985178982,2.5,-9.024999999999999,10.050000000000011,0.7,0.22,0.08,P_earlier,0.7,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q3,3,200,-0.15686257850264848,0.17782020903987475,0.001996373762593677,3.0,-9.0,8.0,0.77,0.175,0.055,P_earlier,0.77,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q4,4,200,0.1794176673987819,0.5244857321769896,0.3407706927981268,3.0,-11.075,10.0,0.81,0.155,0.035,P_earlier,0.81,weak_or_none
W160,W160_P_vs_V_delta_peak,P,V,Q5,5,199,0.5336503041774233,2.1364087881620932,0.8405911500942959,4.0,-2.0,7.0,0.9396984924623115,0.04522613065326633,0.01507537688442211,P_earlier,0.9396984924623115,usable_90
W160,W160_Jw_vs_V_delta_peak,Jw,V,Q1,1,200,-1.822091894677509,-0.4535954948646549,-0.7453139373440729,0.0,-16.025,14.025000000000006,0.475,0.485,0.04,V_earlier,0.485,weak_or_none
W160,W160_Jw_vs_V_delta_peak,Jw,V,Q2,2,200,-0.45350238802889803,-0.10922470030924913,-0.27336031626444707,4.0,-10.049999999999999,15.025000000000006,0.66,0.315,0.025,Jw_earlier,0.66,weak_or_none
W160,W160_Jw_vs_V_delta_peak,Jw,V,Q3,3,199,-0.1087683897582274,0.12579252845076982,0.014690645440014301,5.0,-8.0,19.199999999999932,0.7035175879396985,0.2663316582914573,0.03015075376884422,Jw_earlier,0.7035175879396985,weak_or_none
W160,W160_Jw_vs_V_delta_peak,Jw,V,Q4,4,199,0.12659773718209902,0.4325773656856222,0.28954099404653305,7.0,-8.0,25.049999999999983,0.7587939698492462,0.22110552763819097,0.020100502512562814,Jw_earlier,0.7587939698492462,weak_or_none
W160,W160_Jw_vs_V_delta_peak,Jw,V,Q5,5,199,0.4333728185570585,1.794690147555471,0.7195615802205079,10.0,-4.0,20.099999999999966,0.8743718592964824,0.11557788944723618,0.010050251256281407,Jw_earlier,0.8743718592964824,weak_or_none
