window_id,target_name,object_A,object_B,Y_definition,target_priority,target_source_reason,method_role,target_pair,unordered_pair,target_set,was_in_original_v9_1_f,result_scope_note,n_bootstrap,n_features,Y_mean,Y_std,fit_status,covariance_strength,corr_score_Y,spearman_score_Y,permutation_empirical_p,permutation_level,mode_pattern_corr_median,mode_stability_status,permutation_level_ev3,mode_stability_status_ev3,extreme_year_dominated_flag,tercile_high_order_level,tercile_low_order_level,tercile_high_low_reversal_flag,best_quantile_scheme,best_high_order_level,best_low_order_level,best_high_dominant_probability,best_low_dominant_probability,best_high_low_reversal_flag,gradient_status,delta_gradient_slope,A_earlier_gradient_slope,B_earlier_gradient_slope,evidence_v1_level,evidence_v2_level,pattern_type,recommended_interpretation,interpretation_boundary,specificity_status,specificity_own_abs_rank,specificity_own_minus_max_other,cross_target_specificity_level,signflip_level,signflip_percentile,dominant_object,dominant_object_fraction,dominant_time_half,pattern_interpretability_status,evidence_v3_level,recommended_interpretation_v3,top1_year,top1_fraction_of_total_abs_leverage,top3_fraction_of_total_abs_leverage,top5_fraction_of_total_abs_leverage,extreme_year_dominated_flag_lev,permutation_empirical_p_mt,permutation_level_mt,observed_abs_corr,signflip_percentile_mt,signflip_level_mt,signflip_empirical_p_from_percentile,fdr_q_permutation_all40,passes_raw_perm_95,passes_fdr_perm_10,passes_fdr_perm_05,fdr_q_permutation_within_window,fdr_q_signflip_all40,passes_raw_signflip_95,passes_fdr_signflip_10,passes_fdr_signflip_05,fdr_q_signflip_within_window,high_delta_median,low_delta_median,mid_delta_median,high_dominant_order_direction,low_dominant_order_direction,mid_dominant_order_direction,high_dominant_order_probability,low_dominant_order_probability,mid_dominant_order_probability,high_order_level,low_order_level,mid_order_level,interpretation_boundary_all_pairs_a
W081,W081_P_vs_V_delta_peak,P,V,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,original_priority,original V9.1_f priority target; orientation preserved for direct comparison,bootstrap_composite_MCA_target_not_physical_type,P-V,P-V,original_priority,True,all-pair extension result; original priority targets are marked separately,1000,3363,-1.744,4.110287581179692,ok,217.8374331720362,0.4704035328869039,0.5018023699258157,0.0,strict_99,0.955876092620888,stable,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,credible_95,0.5,0.95,True,clear_continuous_gradient,0.9,0.1014999999999999,-0.137,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0344637477321323,not_specific,direction_specific_99,1.0,V,0.2434248292985953,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,1984,0.0741321206766928,0.188556601207001,0.281216449849198,False,0.0,strict_99,0.4704035328869039,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,0.0,-3.0,-2.0,V_earlier,V_earlier,V_earlier,0.4191616766467065,0.8918918918918919,0.7087087087087087,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W081,W081_P_vs_H_delta_peak,P,H,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,P-H,H-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3363,-4.123,3.9458675852086063,ok,221.0088641975622,0.4495433741964367,0.5000036611528239,0.0,strict_99,0.9551550459869592,stable,strict_99,stable,False,weak_or_none,usable_90,False,decile,weak_or_none,strict_99,0.78,0.99,False,clear_continuous_gradient,1.2,0.012,-0.0295,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1633359047418753,not_specific,direction_specific_99,1.0,P,0.2422256151494637,late,interpretable_summary_available,robust_one_sided_locking,mode robustly locks one order direction in one phase but does not establish symmetric reversal,2010,0.060445731557345,0.1633512609773053,0.2570043631989968,False,0.0,strict_99,0.4495433741964367,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,-2.0,-6.0,-4.0,H_earlier,H_earlier,H_earlier,0.8532934131736527,0.945945945945946,0.8858858858858859,weak_or_none,usable_90,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W081,W081_P_vs_Je_delta_peak,P,Je,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,P-Je,Je-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3363,-1.5247225025227042,5.296376948224832,ok,214.105435182186,0.4161141633486915,0.4492679771040299,0.0,strict_99,0.955569854911558,stable,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.696969696969697,0.8282828282828283,True,clear_continuous_gradient,1.5,0.1067179330998426,-0.1274554591137505,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.0178758491723911,not_specific,direction_specific_99,1.0,P,0.2532974218239032,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,1991,0.0640005511094782,0.1788653959543824,0.279897689192032,False,0.0,strict_99,0.4161141633486915,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,1.0,-5.0,-2.0,P_earlier,Je_earlier,Je_earlier,0.5333333333333333,0.7757575757575758,0.6344410876132931,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W081,W081_P_vs_Jw_delta_peak,P,Jw,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,P-Jw,Jw-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3363,0.1301301301301301,4.3637283609651245,ok,275.87374276046586,0.5099771455558172,0.5325032623209256,0.0,strict_99,0.9707082750586062,stable,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.8282828282828283,0.8282828282828283,True,clear_continuous_gradient,1.4,0.1623090452261306,-0.1643793969849246,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0289288837108172,not_specific,direction_specific_99,1.0,P,0.2385321197616268,early,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,2021,0.0671761059276927,0.1846085206669437,0.2721897112149692,False,0.0,strict_99,0.5099771455558172,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,3.0,-3.0,0.0,P_earlier,Jw_earlier,Jw_earlier,0.7305389221556886,0.7267267267267268,0.4397590361445783,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W081,W081_V_vs_H_delta_peak,V,H,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,V-H,H-V,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3363,-2.379,3.908114507022536,ok,227.4943173881225,0.4510246029684629,0.5326445726060289,0.0,strict_99,0.9582020028017912,stable,strict_99,stable,False,weak_or_none,weak_or_none,False,quintile,weak_or_none,usable_90,0.455,0.9,False,clear_continuous_gradient,1.0,0.0665,-0.103,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0621715121909396,not_specific,direction_specific_99,1.0,V,0.2513579473124302,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,1991,0.0746694461156917,0.1728773511624819,0.2515133026577069,False,0.0,strict_99,0.4510246029684629,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,-1.0,-4.0,-2.0,H_earlier,H_earlier,H_earlier,0.5598802395209581,0.8978978978978979,0.8048048048048048,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W081,W081_V_vs_Je_delta_peak,V,Je,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,V-Je,Je-V,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3363,0.2038345105953582,5.748410514204609,ok,270.2609669368004,0.5205514739202906,0.5472429507612281,0.0,strict_99,0.972270490933324,stable,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.8282828282828283,0.8585858585858586,True,clear_continuous_gradient,2.0,0.1658189939596974,-0.1638647784376427,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1050219486458296,not_specific,direction_specific_99,1.0,V,0.2405848630565816,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,1991,0.0625241630933463,0.1723440442293021,0.2691684073893864,False,0.0,strict_99,0.5205514739202906,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,3.0,-4.0,0.0,V_earlier,Je_earlier,V_earlier,0.7696969696969697,0.7259036144578314,0.4954407294832826,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W081,W081_V_vs_Jw_delta_peak,V,Jw,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,original_priority,original V9.1_f priority target; orientation preserved for direct comparison,bootstrap_composite_MCA_target_not_physical_type,V-Jw,Jw-V,original_priority,True,all-pair extension result; original priority targets are marked separately,1000,3363,1.875875875875876,4.882873238132266,ok,318.0755919478511,0.6153032357308751,0.6482669302471842,0.0,strict_99,0.9784718056343196,stable,strict_99,stable,False,usable_90,weak_or_none,True,quintile,credible_95,weak_or_none,0.964824120603015,0.6633165829145728,True,clear_continuous_gradient,1.6,0.184964824120603,-0.1494748743718593,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1576653230164958,not_specific,direction_specific_99,1.0,Jw,0.2305696048383398,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,2021,0.0717107227502539,0.1720030172333741,0.2639672047304276,False,0.0,strict_99,0.6153032357308751,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,5.0,-1.0,2.0,V_earlier,Jw_earlier,V_earlier,0.9281437125748504,0.5495495495495496,0.7259036144578314,usable_90,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W081,W081_H_vs_Je_delta_peak,H,Je,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,H-Je,H-Je,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3363,2.591321897073663,5.402048175341761,ok,205.49377910378928,0.4210209641445479,0.4674755647888597,0.0,strict_99,0.9541534577813832,stable,strict_99,stable,False,weak_or_none,weak_or_none,True,quintile,weak_or_none,weak_or_none,0.898989898989899,0.5303030303030303,True,clear_continuous_gradient,1.5,0.131188772143546,-0.1095680422313587,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.040626642448347,not_specific,direction_specific_99,1.0,P,0.2209838422039905,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,1984,0.0627849199906747,0.160909047500007,0.245428640445367,False,0.0,strict_99,0.4210209641445479,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,5.0,0.0,3.0,H_earlier,Je_earlier,H_earlier,0.8610271903323263,0.466867469879518,0.6951219512195121,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W081,W081_H_vs_Jw_delta_peak,H,Jw,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,original_priority,original V9.1_f priority target; orientation preserved for direct comparison,bootstrap_composite_MCA_target_not_physical_type,H-Jw,H-Jw,original_priority,True,all-pair extension result; original priority targets are marked separately,1000,3363,4.254254254254255,4.719925541418631,ok,287.90329927799536,0.6295171312138244,0.6402691866922182,0.0,strict_99,0.9742673461992284,stable,strict_99,stable,False,credible_95,weak_or_none,False,quintile,credible_95,weak_or_none,0.9798994974874372,0.4824120603015075,True,clear_continuous_gradient,1.9,0.1294798994974874,-0.1074899497487437,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.058028289865219,specific_99,direction_specific_99,1.0,Jw,0.2873104245903757,late,interpretable_summary_available,robust_pair_specific_reversal,specific bootstrap-composite mode with robust high/low order reversal; still not a physical year type,2021,0.0923139265079291,0.2200519573619743,0.3173617840597478,False,0.0,strict_99,0.6295171312138244,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,7.0,1.0,4.0,H_earlier,H_earlier,H_earlier,0.96996996996997,0.5495495495495496,0.8678678678678678,credible_95,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W081,W081_Je_vs_Jw_delta_peak,Je,Jw,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,Je-Jw,Je-Jw,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3363,1.6505050505050505,5.53711761317165,ok,223.49579877327187,0.4928757513357185,0.52384688177486,0.0,strict_99,0.958475997938169,stable,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.797979797979798,0.8282828282828283,True,clear_continuous_gradient,2.1,0.1545454545454545,-0.1439393939393939,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0920844028495843,not_specific,direction_specific_99,1.0,Je,0.2249654435270098,early,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,2021,0.0612776142286316,0.1626600728262012,0.2529860327588218,False,0.0,strict_99,0.4928757513357185,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,5.0,-2.0,2.0,Je_earlier,Jw_earlier,Je_earlier,0.7747747747747747,0.6504559270516718,0.6097560975609756,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W113,W113_P_vs_V_delta_peak,P,V,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,original_priority,original V9.1_f priority target; orientation preserved for direct comparison,bootstrap_composite_MCA_target_not_physical_type,P-V,P-V,original_priority,True,all-pair extension result; original priority targets are marked separately,1000,3819,1.783,4.893864628287138,ok,317.53073052486104,0.6510453653922388,0.7133081668655038,0.0,strict_99,0.9786265703940352,stable,strict_99,stable,False,usable_90,weak_or_none,True,decile,usable_90,usable_90,0.92,0.94,True,clear_continuous_gradient,2.1,0.209,-0.185,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1212351982214482,not_specific,direction_specific_99,1.0,V,0.2526956882787934,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,2022,0.0623142795396833,0.177653814060427,0.2802608040532833,False,0.0,strict_99,0.6510453653922388,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,5.0,-2.0,2.0,P_earlier,V_earlier,P_earlier,0.9161676646706588,0.6906906906906907,0.6726726726726727,usable_90,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W113,W113_P_vs_H_delta_peak,P,H,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,P-H,H-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3819,2.111,3.676231630351929,ok,284.0430607780131,0.5730536052720431,0.702288518324454,0.0,strict_99,0.972178983707372,stable,strict_99,stable,False,usable_90,weak_or_none,True,decile,credible_95,weak_or_none,0.96,0.74,True,clear_continuous_gradient,1.4,0.173,-0.1185,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.0097301574970485,not_specific,direction_specific_99,1.0,P,0.2498369944740595,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,2004,0.0614418398168539,0.1693266655640764,0.2629467303847749,False,0.0,strict_99,0.5730536052720431,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,4.0,0.0,2.0,P_earlier,H_earlier,P_earlier,0.940119760479042,0.4264264264264264,0.8318318318318318,usable_90,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W113,W113_P_vs_Je_delta_peak,P,Je,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,P-Je,Je-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3819,-1.9259259259259256,3.866454187819251,ok,261.54664652566385,0.4882179146504523,0.5670484583629797,0.0,strict_99,0.9669876428272814,stable,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,usable_90,0.6060606060606061,0.9191919191919192,True,clear_continuous_gradient,1.2,0.0994723618090452,-0.1321482412060301,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1546717486755756,not_specific,direction_specific_99,1.0,Je,0.2331332045475691,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,2021,0.0628815833868955,0.1822737675209656,0.2901995569472413,False,0.0,strict_99,0.4882179146504523,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,0.0,-4.0,-2.0,Je_earlier,Je_earlier,Je_earlier,0.4401197604790419,0.8708708708708709,0.6897590361445783,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W113,W113_P_vs_Jw_delta_peak,P,Jw,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,P-Jw,Jw-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3819,-5.053,4.842952715028302,ok,230.80376835598224,0.4954319954017863,0.5372075561928341,0.0,strict_99,0.9563541501904148,stable,strict_99,stable,False,weak_or_none,usable_90,False,decile,weak_or_none,usable_90,0.6,0.93,False,clear_continuous_gradient,1.95,0.024,-0.054,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0756984307162588,not_specific,direction_specific_99,1.0,P,0.2320736707184036,early,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,1994,0.0613293649611996,0.1742947156529351,0.2658886255218538,False,0.0,strict_99,0.4954319954017863,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,-2.0,-8.0,-5.0,Jw_earlier,Jw_earlier,Jw_earlier,0.7305389221556886,0.927927927927928,0.90990990990991,weak_or_none,usable_90,usable_90,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W113,W113_V_vs_H_delta_peak,V,H,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,V-H,H-V,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3819,0.328,2.71632398656714,ok,273.718757293834,0.5784208928598608,0.6432775634217588,0.0,strict_99,0.9689963649744124,stable,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,usable_90,weak_or_none,0.94,0.81,True,clear_continuous_gradient,0.8,0.2,-0.1825,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0333128839482116,not_specific,direction_specific_99,1.0,P,0.2428618784352429,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,2022,0.0772404831359734,0.1932314491267174,0.2934550793361839,False,0.0,strict_99,0.5784208928598608,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,2.0,-1.0,0.0,V_earlier,H_earlier,V_earlier,0.8143712574850299,0.6456456456456456,0.4624624624624625,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W113,W113_V_vs_Je_delta_peak,V,Je,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,original_priority,original V9.1_f priority target; orientation preserved for direct comparison,bootstrap_composite_MCA_target_not_physical_type,V-Je,Je-V,original_priority,True,all-pair extension result; original priority targets are marked separately,1000,3819,-3.707707707707708,3.966659178160677,ok,329.10438995972555,0.6835188060330579,0.7233736296230071,0.0,strict_99,0.9793412646551932,stable,strict_99,stable,False,weak_or_none,credible_95,False,quintile,weak_or_none,credible_95,0.4170854271356783,0.9899497487437184,True,clear_continuous_gradient,1.8,0.0934170854271356,-0.1551633165829145,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1439413091233464,specific_99,direction_specific_99,1.0,V,0.2230817000366546,early,interpretable_summary_available,robust_pair_specific_reversal,specific bootstrap-composite mode with robust high/low order reversal; still not a physical year type,2002,0.0553842748271699,0.1585864558287471,0.2549977645316366,False,0.0,strict_99,0.6835188060330579,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,0.0,-7.0,-4.0,Je_earlier,Je_earlier,Je_earlier,0.4654654654654654,0.987987987987988,0.8798798798798799,weak_or_none,credible_95,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W113,W113_Jw_vs_V_delta_peak,Jw,V,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,original_priority,original V9.1_f priority target; orientation preserved for direct comparison,bootstrap_composite_MCA_target_not_physical_type,Jw-V,Jw-V,original_priority,True,all-pair extension result; original priority targets are marked separately,1000,3819,6.836,4.681357068201485,ok,263.78443972917927,0.5674206187582929,0.5794523555036186,0.0,strict_99,0.96744801152531,stable,strict_99,stable,False,credible_95,weak_or_none,False,quartile,credible_95,weak_or_none,0.968,0.788,False,clear_continuous_gradient,1.9,0.044,-0.0275,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0886288219660171,not_specific,direction_specific_99,1.0,P,0.238425242435028,early,interpretable_summary_available,robust_one_sided_locking,mode robustly locks one order direction in one phase but does not establish symmetric reversal,1979,0.053615639368509,0.146614186877816,0.2321741367186572,False,0.0,strict_99,0.5674206187582929,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,9.0,4.0,7.0,Jw_earlier,Jw_earlier,Jw_earlier,0.9670658682634732,0.8288288288288288,0.96996996996997,credible_95,weak_or_none,credible_95,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W113,W113_H_vs_Je_delta_peak,H,Je,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,original_priority,original V9.1_f priority target; orientation preserved for direct comparison,bootstrap_composite_MCA_target_not_physical_type,H-Je,H-Je,original_priority,True,all-pair extension result; original priority targets are marked separately,1000,3819,-4.035035035035035,2.8541057607361435,ok,310.29321511877146,0.6687713353032361,0.7171253355877286,0.0,strict_99,0.9775097971750094,stable,strict_99,stable,False,weak_or_none,strict_99,False,tercile,weak_or_none,strict_99,0.7777777777777778,0.990990990990991,False,clear_continuous_gradient,1.6,0.0241206030150753,-0.0607663316582914,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0748843564212694,not_specific,direction_specific_99,1.0,Je,0.2665588202386642,early,interpretable_summary_available,robust_one_sided_locking,mode robustly locks one order direction in one phase but does not establish symmetric reversal,1983,0.0568383492925498,0.1628508846362938,0.2530317237967307,False,0.0,strict_99,0.6687713353032361,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,-2.0,-6.0,-4.0,Je_earlier,Je_earlier,Je_earlier,0.7784431137724551,0.990990990990991,0.9759036144578314,weak_or_none,strict_99,credible_95,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
