window_id,target_name,bootstrap_id,Y_delta_B_minus_A,score,score_group,A_earlier_flag,B_earlier_flag
W045,W045_P_vs_V_delta_peak,73,-4.0,-0.613712416884371,low,False,True
W045,W045_P_vs_V_delta_peak,74,-2.0,-0.5972480231312228,low,False,True
W045,W045_P_vs_V_delta_peak,75,0.0,-0.5497437199515685,low,False,False
W045,W045_P_vs_V_delta_peak,76,3.0,0.8007154961625111,high,True,False
W045,W045_P_vs_V_delta_peak,77,0.0,0.43806153855822527,high,False,False
W045,W045_P_vs_V_delta_peak,78,0.0,-0.533646880064772,low,False,False
W045,W045_P_vs_V_delta_peak,79,-1.0,0.0717963642962473,mid,False,True
W045,W045_P_vs_V_delta_peak,80,-1.0,-0.15375977639516739,mid,False,True
W045,W045_P_vs_V_delta_peak,81,0.0,0.2644207678726191,high,False,False
W045,W045_P_vs_V_delta_peak,82,2.0,0.3738695523400441,high,True,False
W045,W045_P_vs_V_delta_peak,83,0.0,0.04885888618170895,mid,False,False
W045,W045_P_vs_V_delta_peak,84,0.0,-0.5202108258416701,low,False,False
W045,W045_P_vs_V_delta_peak,85,0.0,-0.795431328429806,low,False,False
W045,W045_P_vs_V_delta_peak,86,0.0,0.013769401151027703,mid,False,False
W045,W045_P_vs_V_delta_peak,87,0.0,-0.15578639004613462,mid,False,False
W045,W045_P_vs_V_delta_peak,88,0.0,0.10347620646310739,mid,False,False
W045,W045_P_vs_V_delta_peak,89,0.0,-0.31559777501345265,low,False,False
W045,W045_P_vs_V_delta_peak,90,5.0,0.44791028688097273,high,True,False
W045,W045_P_vs_V_delta_peak,91,0.0,-0.035209853657332014,mid,False,False
W045,W045_P_vs_V_delta_peak,92,-1.0,-0.8329983688269262,low,False,True
W045,W045_P_vs_V_delta_peak,93,3.0,0.6488071013546245,high,True,False
W045,W045_P_vs_V_delta_peak,94,1.0,-0.04911043315667234,mid,True,False
W045,W045_P_vs_V_delta_peak,95,1.0,0.060865970388484895,mid,True,False
W045,W045_P_vs_V_delta_peak,96,3.0,0.5038632038529279,high,True,False
W045,W045_P_vs_V_delta_peak,97,1.0,-0.36415990115074615,low,True,False
W045,W045_P_vs_V_delta_peak,98,3.0,0.5195919770314247,high,True,False
W045,W045_P_vs_V_delta_peak,99,1.0,0.1207684284252196,mid,True,False
W045,W045_P_vs_V_delta_peak,100,2.0,-0.13523451422311758,mid,True,False
W045,W045_P_vs_V_delta_peak,101,2.0,0.04546041931284303,mid,True,False
W045,W045_P_vs_V_delta_peak,102,1.0,-0.861066169228249,low,True,False
W045,W045_P_vs_V_delta_peak,103,1.0,-0.1627019253213516,mid,True,False
W045,W045_P_vs_V_delta_peak,104,1.0,0.07896215116796511,mid,True,False
W045,W045_P_vs_V_delta_peak,105,-3.0,0.15014978437095639,mid,False,True
W045,W045_P_vs_V_delta_peak,106,1.0,-0.1703562099807531,mid,True,False
W045,W045_P_vs_V_delta_peak,107,1.0,0.07558835770907314,mid,True,False
W045,W045_P_vs_V_delta_peak,108,0.0,-0.07920227947194701,mid,False,False
W045,W045_P_vs_V_delta_peak,109,-2.0,-0.16835812436179287,mid,False,True
W045,W045_P_vs_V_delta_peak,110,0.0,-0.1370056264319664,mid,False,False
W045,W045_P_vs_V_delta_peak,111,1.0,0.1639258452301533,mid,True,False
W045,W045_P_vs_V_delta_peak,112,9.0,0.39705503282077526,high,True,False
W045,W045_P_vs_V_delta_peak,113,0.0,-0.7566669979924507,low,False,False
W045,W045_P_vs_V_delta_peak,114,1.0,0.18201198208975447,mid,True,False
W045,W045_P_vs_V_delta_peak,115,1.0,0.03632437704711697,mid,True,False
W045,W045_P_vs_V_delta_peak,116,0.0,-0.5903216173457748,low,False,False
W045,W045_P_vs_V_delta_peak,117,3.0,0.8654343143657064,high,True,False
W045,W045_P_vs_V_delta_peak,118,0.0,0.050386693397468346,mid,False,False
W045,W045_P_vs_V_delta_peak,119,0.0,0.42892644936600466,high,False,False
W045,W045_P_vs_V_delta_peak,120,-1.0,0.5619872314783144,high,False,True
W045,W045_P_vs_V_delta_peak,121,4.0,-0.19136568217024885,mid,True,False
W045,W045_P_vs_V_delta_peak,122,1.0,-0.2656380135973078,low,True,False
W045,W045_P_vs_V_delta_peak,123,2.0,0.705699566794662,high,True,False
W045,W045_P_vs_V_delta_peak,124,3.0,-0.21154481509759146,low,True,False
W045,W045_P_vs_V_delta_peak,125,1.0,-0.5262480324823875,low,True,False
W045,W045_P_vs_V_delta_peak,126,0.0,0.0935120287815443,mid,False,False
W045,W045_P_vs_V_delta_peak,127,4.0,0.46988968057824293,high,True,False
W045,W045_P_vs_V_delta_peak,128,2.0,-0.030506728374600924,mid,True,False
W045,W045_P_vs_V_delta_peak,129,-1.0,-0.8896210897601631,low,False,True
W045,W045_P_vs_V_delta_peak,130,-5.0,-0.278181105903617,low,False,True
W045,W045_P_vs_V_delta_peak,131,-1.0,-0.08069808495617933,mid,False,True
W045,W045_P_vs_V_delta_peak,132,0.0,-0.7779101571612403,low,False,False
W045,W045_P_vs_V_delta_peak,133,2.0,-0.13666947932741383,mid,True,False
W045,W045_P_vs_V_delta_peak,134,3.0,1.069114839720722,high,True,False
W045,W045_P_vs_V_delta_peak,135,4.0,-0.05541097739513185,mid,True,False
W045,W045_P_vs_V_delta_peak,136,0.0,-0.18647857041799443,mid,False,False
W045,W045_P_vs_V_delta_peak,137,0.0,0.4087034999129386,high,False,False
W045,W045_P_vs_V_delta_peak,138,2.0,1.513746221359941,high,True,False
W045,W045_P_vs_V_delta_peak,139,3.0,0.6704983309478466,high,True,False
W045,W045_P_vs_V_delta_peak,140,0.0,0.41640768189206623,high,False,False
W045,W045_P_vs_V_delta_peak,141,0.0,0.003858050599140554,mid,False,False
W045,W045_P_vs_V_delta_peak,142,4.0,0.35753427143221006,high,True,False
W045,W045_P_vs_V_delta_peak,143,2.0,0.37857889445668297,high,True,False
W045,W045_P_vs_V_delta_peak,144,-2.0,0.6394409655999027,high,False,True
W045,W045_P_vs_V_delta_peak,145,1.0,-0.5340575735811038,low,True,False
W045,W045_P_vs_V_delta_peak,146,2.0,0.016303248346829582,mid,True,False
W045,W045_P_vs_V_delta_peak,147,0.0,-0.8637674688863772,low,False,False
W045,W045_P_vs_V_delta_peak,148,2.0,-0.10633044002120208,mid,True,False
W045,W045_P_vs_V_delta_peak,149,0.0,-0.4187305342735033,low,False,False
W045,W045_P_vs_V_delta_peak,150,0.0,-0.7903563791509614,low,False,False
W045,W045_P_vs_V_delta_peak,151,3.0,0.13370275766733633,mid,True,False
W045,W045_P_vs_V_delta_peak,152,0.0,0.30135712383498103,high,False,False
W045,W045_P_vs_V_delta_peak,153,-1.0,-0.5747062727018489,low,False,True
W045,W045_P_vs_V_delta_peak,154,-2.0,-0.264061904840673,low,False,True
W045,W045_P_vs_V_delta_peak,155,-1.0,-0.5007918739716866,low,False,True
W045,W045_P_vs_V_delta_peak,156,0.0,-0.3684510383438424,low,False,False
W045,W045_P_vs_V_delta_peak,157,2.0,0.07842372557138927,mid,True,False
W045,W045_P_vs_V_delta_peak,158,3.0,-0.4925706736350923,low,True,False
W045,W045_P_vs_V_delta_peak,159,3.0,0.18923828129563314,mid,True,False
W045,W045_P_vs_V_delta_peak,160,-2.0,-0.11443519524099316,mid,False,True
W045,W045_P_vs_V_delta_peak,161,0.0,-0.04236802125052626,mid,False,False
W045,W045_P_vs_V_delta_peak,162,0.0,-0.32092442685155703,low,False,False
W045,W045_P_vs_V_delta_peak,163,0.0,0.31413701118107024,high,False,False
W045,W045_P_vs_V_delta_peak,164,-1.0,-0.5572047213539548,low,False,True
W045,W045_P_vs_V_delta_peak,165,-1.0,0.28161925945827193,high,False,True
W045,W045_P_vs_V_delta_peak,166,3.0,0.7994091134388919,high,True,False
W045,W045_P_vs_V_delta_peak,167,-3.0,-1.5861941543606826,low,False,True
W045,W045_P_vs_V_delta_peak,168,0.0,0.06348500418779357,mid,False,False
W045,W045_P_vs_V_delta_peak,169,5.0,0.5926848683215068,high,True,False
W045,W045_P_vs_V_delta_peak,170,2.0,-0.03341915315174608,mid,True,False
W045,W045_P_vs_V_delta_peak,171,1.0,0.02529411399848891,mid,True,False
W045,W045_P_vs_V_delta_peak,172,3.0,0.0712036004708036,mid,True,False
W045,W045_P_vs_V_delta_peak,173,3.0,-0.0796517164660007,mid,True,False
W045,W045_P_vs_V_delta_peak,174,1.0,0.5307223378085087,high,True,False
W045,W045_P_vs_V_delta_peak,175,0.0,-0.45975738367435337,low,False,False
W045,W045_P_vs_V_delta_peak,176,1.0,-0.1151859942812417,mid,True,False
W045,W045_P_vs_V_delta_peak,177,-3.0,-0.9029906954454615,low,False,True
W045,W045_P_vs_V_delta_peak,178,0.0,0.26193206231283533,high,False,False
W045,W045_P_vs_V_delta_peak,179,0.0,-0.6014753075839788,low,False,False
W045,W045_P_vs_V_delta_peak,180,3.0,0.6960747350322792,high,True,False
W045,W045_P_vs_V_delta_peak,181,1.0,-0.3999202960042341,low,True,False
W045,W045_P_vs_V_delta_peak,182,2.0,-0.17049310330490747,mid,True,False
W045,W045_P_vs_V_delta_peak,183,-2.0,-0.8003165866889419,low,False,True
W045,W045_P_vs_V_delta_peak,184,-6.0,-0.6176358051803339,low,False,True
W045,W045_P_vs_V_delta_peak,185,-1.0,-0.7598939908016735,low,False,True
W045,W045_P_vs_V_delta_peak,186,1.0,0.024197932325324016,mid,True,False
W045,W045_P_vs_V_delta_peak,187,5.0,0.5418494129542876,high,True,False
W045,W045_P_vs_V_delta_peak,188,0.0,0.0699722282347563,mid,False,False
W045,W045_P_vs_V_delta_peak,189,1.0,0.0720660211834167,mid,True,False
W045,W045_P_vs_V_delta_peak,190,0.0,-0.24702777202685697,low,False,False
W045,W045_P_vs_V_delta_peak,191,2.0,0.24725203362616047,high,True,False
W045,W045_P_vs_V_delta_peak,192,1.0,0.26445386467236326,high,True,False
W045,W045_P_vs_V_delta_peak,193,0.0,-0.9755978288361774,low,False,False
W045,W045_P_vs_V_delta_peak,194,1.0,-0.8255702154101054,low,True,False
W045,W045_P_vs_V_delta_peak,195,2.0,-0.15792407101886502,mid,True,False
W045,W045_P_vs_V_delta_peak,196,-2.0,-0.28495296463833064,low,False,True
W045,W045_P_vs_V_delta_peak,197,2.0,-0.5653495138033569,low,True,False
W045,W045_P_vs_V_delta_peak,198,0.0,-0.5300005144930068,low,False,False
W045,W045_P_vs_V_delta_peak,199,0.0,-0.014446840859056061,mid,False,False
W045,W045_P_vs_V_delta_peak,200,0.0,-0.31151128227695846,low,False,False
W045,W045_P_vs_V_delta_peak,201,1.0,-0.2439833010769633,low,True,False
W045,W045_P_vs_V_delta_peak,202,2.0,0.6756778205334258,high,True,False
W045,W045_P_vs_V_delta_peak,203,-1.0,-0.48026684625208926,low,False,True
W045,W045_P_vs_V_delta_peak,204,3.0,-0.02897690787843356,mid,True,False
W045,W045_P_vs_V_delta_peak,205,5.0,0.6382996121801253,high,True,False
W045,W045_P_vs_V_delta_peak,206,0.0,0.15806783171932112,mid,False,False
W045,W045_P_vs_V_delta_peak,207,0.0,0.1679780424974389,mid,False,False
W045,W045_P_vs_V_delta_peak,208,1.0,-0.5504906728900865,low,True,False
W045,W045_P_vs_V_delta_peak,209,0.0,-0.48945662957872643,low,False,False
W045,W045_P_vs_V_delta_peak,210,2.0,0.13036719058033003,mid,True,False
W045,W045_P_vs_V_delta_peak,211,-1.0,-0.5074679130009224,low,False,True
W045,W045_P_vs_V_delta_peak,212,5.0,1.5498969146681638,high,True,False
W045,W045_P_vs_V_delta_peak,213,0.0,0.025647152308881108,mid,False,False
W045,W045_P_vs_V_delta_peak,214,2.0,0.26794711653308495,high,True,False
W045,W045_P_vs_V_delta_peak,215,4.0,0.721795488578466,high,True,False
W045,W045_P_vs_V_delta_peak,216,0.0,-0.8261392999346218,low,False,False
W045,W045_P_vs_V_delta_peak,217,4.0,0.3537423579426016,high,True,False
W045,W045_P_vs_V_delta_peak,218,-1.0,-0.31458088248394295,low,False,True
W045,W045_P_vs_V_delta_peak,219,-1.0,-0.7517626377842422,low,False,True
W045,W045_P_vs_V_delta_peak,220,-7.0,-0.2074233234686079,low,False,True
W045,W045_P_vs_V_delta_peak,221,-1.0,-0.19851931821384478,mid,False,True
W045,W045_P_vs_V_delta_peak,222,-3.0,-0.013698278095651113,mid,False,True
W045,W045_P_vs_V_delta_peak,223,0.0,-0.3753197970274405,low,False,False
W045,W045_P_vs_V_delta_peak,224,1.0,-0.10294872310510686,mid,True,False
W045,W045_P_vs_V_delta_peak,225,-1.0,-0.5522359508250051,low,False,True
W045,W045_P_vs_V_delta_peak,226,1.0,0.24394292377898774,high,True,False
W045,W045_P_vs_V_delta_peak,227,4.0,0.9066262228120482,high,True,False
W045,W045_P_vs_V_delta_peak,228,4.0,-0.005279218028523033,mid,True,False
W045,W045_P_vs_V_delta_peak,229,3.0,0.34220001443066733,high,True,False
W045,W045_P_vs_V_delta_peak,230,-3.0,-0.5927532673130341,low,False,True
W045,W045_P_vs_V_delta_peak,231,5.0,0.6558949924243876,high,True,False
W045,W045_P_vs_V_delta_peak,232,1.0,0.20626950621729565,high,True,False
W045,W045_P_vs_V_delta_peak,233,3.0,0.14821282580524658,mid,True,False
W045,W045_P_vs_V_delta_peak,234,-2.0,-0.14354791026349573,mid,False,True
W045,W045_P_vs_V_delta_peak,235,1.0,0.10577744316368973,mid,True,False
W045,W045_P_vs_V_delta_peak,236,2.0,0.08769527649556313,mid,True,False
W045,W045_P_vs_V_delta_peak,237,3.0,0.17047284868266763,mid,True,False
W045,W045_P_vs_V_delta_peak,238,-1.0,-0.09125698917695281,mid,False,True
W045,W045_P_vs_V_delta_peak,239,6.0,0.4378912003401099,high,True,False
W045,W045_P_vs_V_delta_peak,240,1.0,0.00233892815751611,mid,True,False
W045,W045_P_vs_V_delta_peak,241,2.0,-0.020775642556721947,mid,True,False
W045,W045_P_vs_V_delta_peak,242,0.0,-0.0996955853868945,mid,False,False
W045,W045_P_vs_V_delta_peak,243,3.0,0.21288503929323976,high,True,False
W045,W045_P_vs_V_delta_peak,244,1.0,0.6407478570330846,high,True,False
W045,W045_P_vs_V_delta_peak,245,0.0,0.09996229882745557,mid,False,False
W045,W045_P_vs_V_delta_peak,246,2.0,0.19521031375501563,high,True,False
W045,W045_P_vs_V_delta_peak,247,4.0,-0.3894376726342046,low,True,False
W045,W045_P_vs_V_delta_peak,248,1.0,0.3734255600354356,high,True,False
W045,W045_P_vs_V_delta_peak,249,2.0,0.17788727873574695,mid,True,False
W045,W045_P_vs_V_delta_peak,250,4.0,0.045480867889068494,mid,True,False
W045,W045_P_vs_V_delta_peak,251,0.0,-0.380189057860852,low,False,False
W045,W045_P_vs_V_delta_peak,252,2.0,-0.0950157747983162,mid,True,False
W045,W045_P_vs_V_delta_peak,253,0.0,0.9132027327579133,high,False,False
W045,W045_P_vs_V_delta_peak,254,0.0,-0.33235292993317833,low,False,False
W045,W045_P_vs_V_delta_peak,255,1.0,0.5133089709770794,high,True,False
W045,W045_P_vs_V_delta_peak,256,3.0,0.5162195663562881,high,True,False
W045,W045_P_vs_V_delta_peak,257,2.0,-0.04654843492583457,mid,True,False
W045,W045_P_vs_V_delta_peak,258,5.0,0.7018498429080124,high,True,False
W045,W045_P_vs_V_delta_peak,259,0.0,-0.6844275750709498,low,False,False
W045,W045_P_vs_V_delta_peak,260,-2.0,-0.29284507663040893,low,False,True
W045,W045_P_vs_V_delta_peak,261,-8.0,-0.3014177939405781,low,False,True
W045,W045_P_vs_V_delta_peak,262,-1.0,-0.844108249350221,low,False,True
W045,W045_P_vs_V_delta_peak,263,2.0,-0.22803708060982655,low,True,False
W045,W045_P_vs_V_delta_peak,264,0.0,0.6256779362972178,high,False,False
W045,W045_P_vs_V_delta_peak,265,-1.0,0.13239539320145952,mid,False,True
W045,W045_P_vs_V_delta_peak,266,2.0,0.21640558469522603,high,True,False
W045,W045_P_vs_V_delta_peak,267,6.0,1.331688906242369,high,True,False
W045,W045_P_vs_V_delta_peak,268,1.0,-0.2757771776324935,low,True,False
W045,W045_P_vs_V_delta_peak,269,0.0,-0.6964791507876354,low,False,False
W045,W045_P_vs_V_delta_peak,270,0.0,-0.12254781642826054,mid,False,False
W045,W045_P_vs_V_delta_peak,271,1.0,0.06720259149564181,mid,True,False
W045,W045_P_vs_V_delta_peak,272,-1.0,-0.5798665468926683,low,False,True
W045,W045_P_vs_V_delta_peak,273,0.0,-0.8947786472998269,low,False,False
W045,W045_P_vs_V_delta_peak,274,0.0,-0.41449086323353407,low,False,False
W045,W045_P_vs_V_delta_peak,275,-1.0,-0.32065226586440065,low,False,True
W045,W045_P_vs_V_delta_peak,276,4.0,0.28988920965105786,high,True,False
W045,W045_P_vs_V_delta_peak,277,3.0,0.8466782749844834,high,True,False
W045,W045_P_vs_V_delta_peak,278,-1.0,-0.39847238631507803,low,False,True
W045,W045_P_vs_V_delta_peak,279,0.0,0.7803547771637935,high,False,False
W045,W045_P_vs_V_delta_peak,280,-2.0,-0.5435720279711802,low,False,True
W045,W045_P_vs_V_delta_peak,281,3.0,0.07818111151215792,mid,True,False
W045,W045_P_vs_V_delta_peak,282,0.0,0.01384071924060865,mid,False,False
W045,W045_P_vs_V_delta_peak,283,1.0,-0.10262053266981327,mid,True,False
W045,W045_P_vs_V_delta_peak,284,6.0,-0.25401236345528966,low,True,False
W045,W045_P_vs_V_delta_peak,285,-1.0,-1.0192426442416305,low,False,True
W045,W045_P_vs_V_delta_peak,286,2.0,1.1404854925216832,high,True,False
W045,W045_P_vs_V_delta_peak,287,2.0,-0.19483112794210275,mid,True,False
W045,W045_P_vs_V_delta_peak,288,1.0,0.6146217915793614,high,True,False
W045,W045_P_vs_V_delta_peak,289,0.0,-0.2888292997683788,low,False,False
W045,W045_P_vs_V_delta_peak,290,1.0,0.025530197704155867,mid,True,False
W045,W045_P_vs_V_delta_peak,291,0.0,-0.04454530087897118,mid,False,False
W045,W045_P_vs_V_delta_peak,292,0.0,0.16125068322422617,mid,False,False
W045,W045_P_vs_V_delta_peak,293,0.0,-0.28653761023453295,low,False,False
W045,W045_P_vs_V_delta_peak,294,-5.0,-0.3558922842239891,low,False,True
W045,W045_P_vs_V_delta_peak,295,1.0,0.08880349792754966,mid,True,False
W045,W045_P_vs_V_delta_peak,296,-1.0,-0.16596155219078326,mid,False,True
W045,W045_P_vs_V_delta_peak,297,1.0,-0.5065714077033935,low,True,False
W045,W045_P_vs_V_delta_peak,298,0.0,0.23541550189605082,high,False,False
W045,W045_P_vs_V_delta_peak,299,2.0,0.6959462039630057,high,True,False
W045,W045_P_vs_V_delta_peak,300,2.0,0.45673175296025825,high,True,False
W045,W045_P_vs_V_delta_peak,301,2.0,-0.1964441863886853,mid,True,False
W045,W045_P_vs_V_delta_peak,302,0.0,0.14219602992284355,mid,False,False
W045,W045_P_vs_V_delta_peak,303,4.0,1.022702047973084,high,True,False
W045,W045_P_vs_V_delta_peak,304,5.0,0.340109408720868,high,True,False
W045,W045_P_vs_V_delta_peak,305,-2.0,-0.8531361750036497,low,False,True
W045,W045_P_vs_V_delta_peak,306,0.0,0.08984763958090632,mid,False,False
W045,W045_P_vs_V_delta_peak,307,1.0,0.11349872329340013,mid,True,False
W045,W045_P_vs_V_delta_peak,308,5.0,0.10125568016047129,mid,True,False
W045,W045_P_vs_V_delta_peak,309,-3.0,0.4753133232223737,high,False,True
W045,W045_P_vs_V_delta_peak,310,0.0,-0.05741744095168725,mid,False,False
W045,W045_P_vs_V_delta_peak,311,1.0,0.18947131243436138,mid,True,False
W045,W045_P_vs_V_delta_peak,312,2.0,0.1786679639576588,mid,True,False
W045,W045_P_vs_V_delta_peak,313,1.0,0.11484093629642653,mid,True,False
W045,W045_P_vs_V_delta_peak,314,0.0,-0.409649415582159,low,False,False
W045,W045_P_vs_V_delta_peak,315,1.0,-0.18216125204968442,mid,True,False
W045,W045_P_vs_V_delta_peak,316,-4.0,-0.1271963714254105,mid,False,True
W045,W045_P_vs_V_delta_peak,317,1.0,-0.3419035274828737,low,True,False
W045,W045_P_vs_V_delta_peak,318,0.0,0.08843673358003805,mid,False,False
W045,W045_P_vs_V_delta_peak,319,-2.0,-0.9879016037113832,low,False,True
W045,W045_P_vs_V_delta_peak,320,3.0,-0.30104814751106673,low,True,False
W045,W045_P_vs_V_delta_peak,321,-1.0,0.09746257506630737,mid,False,True
W045,W045_P_vs_V_delta_peak,322,2.0,0.32697621386128223,high,True,False
W045,W045_P_vs_V_delta_peak,323,-1.0,-1.201241647093664,low,False,True
W045,W045_P_vs_V_delta_peak,324,6.0,0.4312380388226957,high,True,False
W045,W045_P_vs_V_delta_peak,325,3.0,-0.24286543545930367,low,True,False
W045,W045_P_vs_V_delta_peak,326,1.0,0.4226166164170293,high,True,False
W045,W045_P_vs_V_delta_peak,327,0.0,0.16106147242572041,mid,False,False
W045,W045_P_vs_V_delta_peak,328,1.0,-0.6357520810806028,low,True,False
W045,W045_P_vs_V_delta_peak,329,1.0,0.8352009995415518,high,True,False
W045,W045_P_vs_V_delta_peak,330,6.0,0.26162240191404273,high,True,False
W045,W045_P_vs_V_delta_peak,331,0.0,0.16171793908367857,mid,False,False
W045,W045_P_vs_V_delta_peak,332,2.0,0.3127511614248043,high,True,False
W045,W045_P_vs_V_delta_peak,333,2.0,-0.318039007712252,low,True,False
W045,W045_P_vs_V_delta_peak,334,2.0,0.14886402632147908,mid,True,False
W045,W045_P_vs_V_delta_peak,335,1.0,0.19992704631622493,high,True,False
W045,W045_P_vs_V_delta_peak,336,0.0,-0.4251567894729584,low,False,False
W045,W045_P_vs_V_delta_peak,337,2.0,0.33247942440457123,high,True,False
