year,day,V_positive_edge_flag
1982,77,ok
1982,78,ok
1982,79,ok
1982,80,ok
1982,81,ok
1982,82,ok
1982,83,ok
1982,84,ok
1982,85,ok
1982,86,ok
1982,87,ok
1982,88,ok
1982,89,ok
1982,90,ok
1982,91,ok
1982,92,ok
1982,93,ok
1982,94,ok
1982,95,ok
1982,96,ok
1982,97,ok
1982,98,ok
1982,99,ok
1982,100,ok
1982,101,ok
1982,102,ok
1982,103,ok
1982,104,ok
1982,105,ok
1982,106,ok
1982,107,ok
1982,108,ok
1982,109,ok
1982,110,ok
1982,111,ok
1982,112,ok
1982,113,ok
1982,114,ok
1982,115,ok
1982,116,ok
1982,117,ok
1982,118,ok
1982,119,ok
1982,120,ok
1982,121,ok
1982,122,ok
1982,123,ok
1982,124,ok
1982,125,ok
1982,126,ok
1982,127,ok
1982,128,ok
1982,129,ok
1982,130,ok
1982,131,ok
1982,132,ok
1982,133,ok
1982,134,ok
1982,135,ok
1982,136,ok
1982,137,ok
1982,138,ok
1982,139,ok
1982,140,ok
1982,141,ok
1982,142,ok
1982,143,ok
1982,144,ok
1982,145,ok
1982,146,ok
1982,147,ok
1982,148,ok
1982,149,ok
1982,150,ok
1982,151,ok
1982,152,ok
1982,153,ok
1982,154,ok
1982,155,ok
1982,156,ok
1982,157,ok
1982,158,ok
1982,159,ok
1982,160,ok
1982,161,ok
1982,162,ok
1982,163,ok
1982,164,ok
1982,165,ok
1982,166,ok
1982,167,ok
1982,168,ok
1982,169,ok
1982,170,ok
1982,171,ok
1982,172,ok
1982,173,ok
1982,174,ok
1982,175,ok
1982,176,ok
1982,177,ok
1982,178,ok
1982,179,ok
1982,180,ok
1982,181,ok
1982,182,all_nan_profile
1982,183,all_nan_profile
1983,1,all_nan_profile
1983,2,all_nan_profile
1983,3,ok
1983,4,ok
1983,5,ok
1983,6,ok
1983,7,ok
1983,8,ok
1983,9,ok
1983,10,ok
1983,11,ok
1983,12,ok
1983,13,ok
1983,14,ok
1983,15,ok
1983,16,ok
1983,17,ok
1983,18,ok
1983,19,ok
1983,20,ok
1983,21,ok
1983,22,ok
1983,23,ok
1983,24,ok
1983,25,ok
1983,26,ok
1983,27,ok
1983,28,ok
1983,29,ok
1983,30,ok
1983,31,ok
1983,32,ok
1983,33,ok
1983,34,ok
1983,35,ok
1983,36,ok
1983,37,ok
1983,38,ok
1983,39,ok
1983,40,ok
1983,41,ok
1983,42,ok
1983,43,ok
1983,44,ok
1983,45,ok
1983,46,ok
1983,47,ok
1983,48,ok
1983,49,ok
1983,50,ok
1983,51,ok
1983,52,ok
1983,53,ok
1983,54,ok
1983,55,ok
1983,56,ok
1983,57,ok
1983,58,ok
1983,59,ok
1983,60,ok
1983,61,ok
1983,62,ok
1983,63,ok
1983,64,ok
1983,65,ok
1983,66,ok
1983,67,ok
1983,68,ok
1983,69,ok
1983,70,ok
1983,71,ok
1983,72,ok
1983,73,ok
1983,74,ok
1983,75,ok
1983,76,ok
1983,77,ok
1983,78,ok
1983,79,ok
1983,80,ok
1983,81,ok
1983,82,ok
1983,83,ok
1983,84,ok
1983,85,ok
1983,86,ok
1983,87,ok
1983,88,ok
1983,89,ok
1983,90,ok
1983,91,ok
1983,92,ok
1983,93,ok
1983,94,ok
1983,95,ok
1983,96,ok
1983,97,ok
1983,98,ok
1983,99,ok
1983,100,ok
1983,101,ok
1983,102,ok
1983,103,ok
1983,104,ok
1983,105,ok
1983,106,ok
1983,107,ok
1983,108,ok
1983,109,ok
1983,110,ok
1983,111,ok
1983,112,ok
1983,113,ok
1983,114,ok
1983,115,ok
1983,116,ok
1983,117,ok
1983,118,ok
1983,119,ok
1983,120,ok
1983,121,ok
1983,122,ok
1983,123,ok
1983,124,ok
1983,125,ok
1983,126,ok
1983,127,ok
1983,128,ok
1983,129,ok
1983,130,ok
1983,131,ok
1983,132,ok
1983,133,ok
1983,134,ok
1983,135,ok
1983,136,ok
1983,137,ok
1983,138,ok
1983,139,ok
1983,140,ok
1983,141,ok
1983,142,ok
1983,143,ok
1983,144,ok
1983,145,ok
1983,146,ok
1983,147,ok
1983,148,ok
1983,149,ok
1983,150,ok
1983,151,ok
1983,152,ok
1983,153,ok
1983,154,ok
1983,155,ok
1983,156,ok
1983,157,ok
1983,158,ok
1983,159,ok
1983,160,ok
1983,161,ok
1983,162,ok
1983,163,ok
1983,164,ok
1983,165,ok
1983,166,ok
1983,167,ok
1983,168,ok
1983,169,ok
1983,170,ok
1983,171,ok
1983,172,ok
1983,173,ok
1983,174,ok
1983,175,ok
1983,176,ok
1983,177,ok
1983,178,ok
1983,179,ok
1983,180,ok
1983,181,ok
1983,182,all_nan_profile
1983,183,all_nan_profile
1984,1,all_nan_profile
1984,2,all_nan_profile
1984,3,ok
1984,4,ok
1984,5,ok
1984,6,ok
1984,7,ok
1984,8,ok
1984,9,ok
1984,10,ok
1984,11,ok
1984,12,ok
1984,13,ok
1984,14,ok
1984,15,ok
1984,16,ok
1984,17,ok
1984,18,ok
1984,19,ok
1984,20,ok
1984,21,ok
1984,22,ok
1984,23,ok
1984,24,ok
1984,25,ok
1984,26,ok
1984,27,ok
1984,28,ok
1984,29,ok
1984,30,ok
1984,31,ok
1984,32,ok
1984,33,ok
1984,34,ok
1984,35,ok
1984,36,ok
1984,37,ok
1984,38,ok
1984,39,ok
1984,40,ok
1984,41,ok
1984,42,ok
1984,43,ok
1984,44,ok
1984,45,ok
1984,46,ok
1984,47,ok
1984,48,ok
1984,49,ok
1984,50,ok
1984,51,ok
1984,52,ok
1984,53,ok
1984,54,ok
1984,55,ok
1984,56,ok
1984,57,ok
1984,58,ok
1984,59,ok
1984,60,ok
1984,61,ok
1984,62,ok
1984,63,ok
1984,64,ok
1984,65,ok
1984,66,ok
1984,67,ok
1984,68,ok
1984,69,ok
1984,70,ok
1984,71,ok
1984,72,ok
1984,73,ok
1984,74,ok
1984,75,ok
1984,76,ok
1984,77,ok
1984,78,ok
1984,79,ok
1984,80,ok
1984,81,ok
1984,82,ok
1984,83,ok
1984,84,ok
1984,85,ok
1984,86,ok
1984,87,ok
1984,88,ok
1984,89,ok
1984,90,ok
1984,91,ok
1984,92,ok
1984,93,ok
1984,94,ok
1984,95,ok
1984,96,ok
1984,97,ok
1984,98,ok
1984,99,ok
1984,100,ok
1984,101,ok
1984,102,ok
1984,103,ok
1984,104,ok
1984,105,ok
1984,106,ok
1984,107,ok
1984,108,ok
1984,109,ok
1984,110,ok
1984,111,ok
1984,112,ok
1984,113,ok
1984,114,ok
1984,115,ok
1984,116,ok
1984,117,ok
1984,118,ok
1984,119,ok
1984,120,ok
1984,121,ok
1984,122,ok
1984,123,ok
1984,124,ok
1984,125,ok
1984,126,ok
1984,127,ok
1984,128,ok
1984,129,ok
1984,130,ok
1984,131,ok
1984,132,ok
1984,133,ok
1984,134,ok
1984,135,ok
1984,136,ok
1984,137,ok
1984,138,ok
1984,139,ok
1984,140,ok
1984,141,ok
1984,142,ok
1984,143,ok
1984,144,ok
1984,145,ok
1984,146,ok
1984,147,ok
1984,148,ok
1984,149,ok
1984,150,ok
1984,151,ok
1984,152,ok
1984,153,ok
1984,154,ok
1984,155,ok
1984,156,ok
1984,157,ok
1984,158,ok
1984,159,ok
1984,160,ok
1984,161,ok
1984,162,ok
1984,163,ok
1984,164,ok
1984,165,ok
1984,166,ok
1984,167,ok
1984,168,ok
1984,169,ok
1984,170,ok
1984,171,ok
1984,172,ok
1984,173,ok
1984,174,ok
1984,175,ok
1984,176,ok
1984,177,ok
1984,178,ok
1984,179,ok
1984,180,ok
1984,181,ok
1984,182,all_nan_profile
1984,183,all_nan_profile
1985,1,all_nan_profile
1985,2,all_nan_profile
1985,3,ok
1985,4,ok
1985,5,ok
1985,6,ok
1985,7,ok
1985,8,ok
1985,9,ok
1985,10,ok
1985,11,ok
1985,12,ok
1985,13,ok
1985,14,ok
1985,15,ok
1985,16,ok
1985,17,ok
1985,18,ok
1985,19,ok
1985,20,ok
1985,21,ok
1985,22,ok
1985,23,ok
1985,24,ok
1985,25,ok
1985,26,positive_band_below_min_run
1985,27,ok
1985,28,ok
1985,29,ok
1985,30,ok
1985,31,ok
1985,32,ok
1985,33,ok
1985,34,ok
1985,35,ok
1985,36,ok
1985,37,ok
1985,38,ok
1985,39,ok
1985,40,ok
1985,41,ok
1985,42,ok
1985,43,ok
1985,44,ok
1985,45,ok
1985,46,ok
1985,47,ok
1985,48,ok
1985,49,ok
1985,50,ok
1985,51,ok
1985,52,ok
1985,53,ok
1985,54,ok
1985,55,ok
1985,56,ok
1985,57,ok
1985,58,ok
1985,59,ok
1985,60,ok
1985,61,ok
1985,62,ok
1985,63,ok
1985,64,ok
1985,65,ok
1985,66,ok
1985,67,ok
1985,68,ok
1985,69,ok
1985,70,ok
1985,71,ok
1985,72,ok
1985,73,ok
1985,74,ok
1985,75,ok
1985,76,ok
1985,77,ok
1985,78,ok
1985,79,ok
1985,80,ok
1985,81,ok
1985,82,ok
1985,83,ok
1985,84,ok
1985,85,ok
1985,86,ok
1985,87,ok
1985,88,ok
1985,89,ok
1985,90,ok
1985,91,ok
1985,92,ok
1985,93,ok
1985,94,ok
1985,95,ok
1985,96,ok
1985,97,ok
1985,98,ok
1985,99,ok
1985,100,ok
1985,101,ok
1985,102,ok
1985,103,ok
1985,104,ok
1985,105,ok
1985,106,ok
1985,107,ok
1985,108,ok
1985,109,ok
1985,110,ok
1985,111,ok
1985,112,ok
1985,113,ok
1985,114,ok
1985,115,ok
1985,116,ok
1985,117,ok
1985,118,ok
1985,119,ok
1985,120,ok
1985,121,ok
1985,122,ok
1985,123,ok
1985,124,ok
1985,125,ok
1985,126,ok
1985,127,ok
1985,128,ok
1985,129,ok
1985,130,ok
1985,131,ok
1985,132,ok
1985,133,ok
1985,134,ok
1985,135,ok
1985,136,ok
1985,137,ok
1985,138,ok
1985,139,ok
1985,140,ok
1985,141,ok
1985,142,ok
1985,143,ok
1985,144,ok
1985,145,ok
1985,146,ok
1985,147,ok
1985,148,ok
1985,149,ok
1985,150,ok
1985,151,ok
1985,152,ok
1985,153,ok
1985,154,ok
1985,155,ok
1985,156,ok
1985,157,ok
1985,158,ok
1985,159,ok
1985,160,ok
1985,161,ok
1985,162,ok
1985,163,ok
1985,164,ok
1985,165,ok
1985,166,ok
1985,167,ok
1985,168,ok
1985,169,ok
1985,170,ok
1985,171,ok
1985,172,ok
1985,173,ok
1985,174,ok
1985,175,ok
1985,176,ok
1985,177,ok
1985,178,ok
1985,179,ok
1985,180,ok
1985,181,no_positive_profile
1985,182,all_nan_profile
1985,183,all_nan_profile
1986,1,all_nan_profile
1986,2,all_nan_profile
1986,3,ok
1986,4,ok
1986,5,ok
1986,6,ok
1986,7,ok
1986,8,ok
1986,9,ok
1986,10,ok
1986,11,ok
1986,12,ok
1986,13,ok
1986,14,ok
1986,15,ok
1986,16,ok
1986,17,ok
1986,18,ok
1986,19,ok
1986,20,ok
1986,21,ok
1986,22,ok
1986,23,ok
1986,24,ok
1986,25,ok
1986,26,ok
1986,27,ok
1986,28,ok
1986,29,ok
1986,30,ok
1986,31,ok
1986,32,ok
1986,33,ok
1986,34,ok
1986,35,ok
1986,36,ok
1986,37,ok
1986,38,ok
1986,39,ok
1986,40,ok
1986,41,ok
1986,42,ok
1986,43,ok
1986,44,ok
1986,45,ok
1986,46,ok
1986,47,ok
1986,48,ok
1986,49,ok
1986,50,ok
1986,51,ok
1986,52,ok
1986,53,ok
1986,54,ok
1986,55,ok
1986,56,ok
1986,57,ok
1986,58,ok
1986,59,ok
1986,60,ok
1986,61,ok
1986,62,ok
1986,63,ok
1986,64,ok
1986,65,ok
1986,66,ok
1986,67,ok
1986,68,ok
1986,69,ok
1986,70,ok
1986,71,ok
1986,72,ok
1986,73,ok
1986,74,ok
1986,75,ok
1986,76,ok
1986,77,ok
1986,78,ok
1986,79,ok
1986,80,ok
1986,81,ok
1986,82,ok
1986,83,ok
1986,84,ok
1986,85,ok
1986,86,ok
1986,87,ok
1986,88,ok
1986,89,ok
1986,90,ok
1986,91,ok
1986,92,ok
1986,93,ok
1986,94,ok
1986,95,ok
1986,96,ok
1986,97,ok
1986,98,ok
1986,99,ok
1986,100,ok
1986,101,ok
1986,102,ok
1986,103,ok
1986,104,ok
1986,105,ok
1986,106,ok
1986,107,ok
1986,108,ok
1986,109,ok
1986,110,ok
1986,111,ok
1986,112,ok
1986,113,ok
1986,114,ok
1986,115,ok
1986,116,ok
1986,117,ok
1986,118,ok
1986,119,ok
1986,120,ok
1986,121,ok
1986,122,ok
1986,123,ok
1986,124,ok
1986,125,ok
1986,126,ok
1986,127,ok
1986,128,ok
1986,129,ok
1986,130,ok
1986,131,ok
1986,132,ok
1986,133,ok
1986,134,ok
1986,135,ok
1986,136,ok
1986,137,ok
1986,138,ok
1986,139,ok
1986,140,ok
1986,141,ok
1986,142,ok
1986,143,ok
1986,144,ok
1986,145,ok
1986,146,ok
1986,147,ok
1986,148,ok
1986,149,ok
1986,150,ok
1986,151,ok
1986,152,ok
1986,153,ok
1986,154,ok
1986,155,ok
1986,156,ok
1986,157,ok
1986,158,ok
1986,159,ok
1986,160,ok
1986,161,ok
1986,162,ok
1986,163,ok
1986,164,ok
1986,165,ok
1986,166,ok
1986,167,ok
1986,168,ok
1986,169,ok
1986,170,ok
1986,171,ok
1986,172,ok
1986,173,ok
1986,174,ok
1986,175,positive_band_below_min_run
1986,176,no_positive_profile
1986,177,positive_band_below_min_run
1986,178,ok
1986,179,ok
1986,180,ok
1986,181,ok
1986,182,all_nan_profile
1986,183,all_nan_profile
1987,1,all_nan_profile
1987,2,all_nan_profile
1987,3,ok
1987,4,ok
1987,5,ok
1987,6,ok
1987,7,ok
1987,8,ok
1987,9,ok
1987,10,ok
1987,11,ok
1987,12,ok
1987,13,ok
1987,14,ok
1987,15,ok
1987,16,ok
1987,17,ok
1987,18,ok
1987,19,ok
1987,20,ok
1987,21,ok
1987,22,ok
1987,23,ok
1987,24,ok
1987,25,ok
1987,26,ok
1987,27,ok
1987,28,ok
1987,29,ok
1987,30,ok
1987,31,ok
1987,32,ok
1987,33,ok
1987,34,ok
1987,35,ok
1987,36,ok
1987,37,ok
1987,38,ok
1987,39,ok
1987,40,ok
1987,41,ok
1987,42,ok
1987,43,ok
1987,44,ok
1987,45,ok
1987,46,ok
1987,47,ok
1987,48,ok
1987,49,ok
1987,50,ok
1987,51,ok
1987,52,ok
1987,53,ok
1987,54,ok
1987,55,ok
1987,56,ok
1987,57,ok
1987,58,ok
1987,59,ok
1987,60,ok
1987,61,ok
1987,62,ok
1987,63,ok
1987,64,ok
1987,65,ok
1987,66,ok
1987,67,ok
1987,68,ok
1987,69,ok
1987,70,ok
1987,71,ok
1987,72,ok
1987,73,ok
1987,74,ok
1987,75,ok
1987,76,ok
1987,77,ok
1987,78,ok
1987,79,ok
1987,80,ok
1987,81,ok
1987,82,ok
1987,83,ok
1987,84,ok
1987,85,ok
1987,86,ok
1987,87,ok
1987,88,ok
1987,89,ok
1987,90,ok
1987,91,ok
1987,92,ok
1987,93,ok
1987,94,ok
1987,95,ok
1987,96,ok
1987,97,ok
1987,98,ok
1987,99,ok
1987,100,ok
1987,101,ok
1987,102,ok
1987,103,ok
1987,104,ok
1987,105,ok
1987,106,ok
1987,107,ok
1987,108,ok
1987,109,ok
1987,110,ok
1987,111,ok
1987,112,ok
1987,113,ok
1987,114,ok
1987,115,ok
1987,116,ok
1987,117,ok
1987,118,ok
1987,119,ok
1987,120,ok
1987,121,ok
1987,122,ok
1987,123,ok
1987,124,ok
1987,125,ok
1987,126,ok
1987,127,ok
1987,128,ok
1987,129,ok
1987,130,ok
1987,131,ok
1987,132,ok
1987,133,ok
1987,134,ok
1987,135,ok
1987,136,ok
1987,137,ok
1987,138,ok
1987,139,ok
1987,140,ok
1987,141,ok
1987,142,ok
1987,143,ok
1987,144,ok
1987,145,ok
1987,146,ok
1987,147,ok
1987,148,ok
1987,149,ok
1987,150,ok
1987,151,ok
1987,152,ok
1987,153,ok
1987,154,ok
1987,155,ok
1987,156,ok
1987,157,ok
1987,158,ok
1987,159,ok
1987,160,ok
1987,161,ok
1987,162,ok
1987,163,ok
1987,164,ok
1987,165,ok
1987,166,ok
1987,167,ok
1987,168,ok
1987,169,ok
1987,170,ok
1987,171,ok
1987,172,ok
1987,173,ok
1987,174,ok
1987,175,ok
1987,176,ok
1987,177,positive_band_below_min_run
1987,178,no_positive_profile
1987,179,no_positive_profile
1987,180,ok
1987,181,ok
1987,182,all_nan_profile
1987,183,all_nan_profile
1988,1,all_nan_profile
1988,2,all_nan_profile
1988,3,ok
1988,4,ok
1988,5,ok
1988,6,ok
1988,7,ok
1988,8,ok
1988,9,ok
1988,10,ok
1988,11,ok
1988,12,ok
1988,13,ok
1988,14,ok
1988,15,ok
1988,16,ok
1988,17,ok
1988,18,ok
1988,19,ok
1988,20,ok
1988,21,ok
1988,22,ok
1988,23,ok
1988,24,ok
1988,25,ok
1988,26,ok
1988,27,ok
1988,28,ok
1988,29,ok
1988,30,ok
1988,31,ok
1988,32,ok
1988,33,ok
1988,34,ok
1988,35,ok
1988,36,ok
1988,37,ok
1988,38,ok
1988,39,ok
1988,40,ok
1988,41,ok
1988,42,ok
1988,43,ok
1988,44,ok
1988,45,ok
1988,46,ok
1988,47,ok
1988,48,ok
1988,49,ok
1988,50,ok
1988,51,ok
1988,52,ok
1988,53,ok
1988,54,ok
1988,55,ok
1988,56,ok
1988,57,ok
1988,58,ok
1988,59,ok
1988,60,ok
1988,61,ok
1988,62,ok
1988,63,ok
