object,window_id,candidate_id,replicate_id,matched_peak_day,match_type
V,W001,CP001,244,15,strict
V,W001,CP001,245,18,strict
V,W001,CP001,246,23,near
V,W001,CP001,249,24,near
V,W001,CP001,250,19,matched
V,W001,CP001,251,16,strict
V,W001,CP001,252,16,strict
V,W001,CP001,253,16,strict
V,W001,CP001,254,16,strict
V,W001,CP001,255,18,strict
V,W001,CP001,256,22,near
V,W001,CP001,257,15,strict
V,W001,CP001,258,15,strict
V,W001,CP001,259,24,near
V,W001,CP001,260,16,strict
V,W001,CP001,261,16,strict
V,W001,CP001,263,16,strict
V,W001,CP001,265,17,strict
V,W001,CP001,266,15,strict
V,W001,CP001,267,21,matched
V,W001,CP001,270,17,strict
V,W001,CP001,271,16,strict
V,W001,CP001,272,17,strict
V,W001,CP001,273,17,strict
V,W001,CP001,274,15,strict
V,W001,CP001,275,17,strict
V,W001,CP001,276,23,near
V,W001,CP001,277,17,strict
V,W001,CP001,280,18,strict
V,W001,CP001,281,24,near
V,W001,CP001,282,16,strict
V,W001,CP001,284,16,strict
V,W001,CP001,289,18,strict
V,W001,CP001,290,17,strict
V,W001,CP001,292,19,matched
V,W001,CP001,293,15,strict
V,W001,CP001,295,17,strict
V,W001,CP001,296,16,strict
V,W001,CP001,297,17,strict
V,W001,CP001,298,20,matched
V,W001,CP001,300,19,matched
V,W001,CP001,302,18,strict
V,W001,CP001,303,17,strict
V,W001,CP001,305,15,strict
V,W001,CP001,306,24,near
V,W001,CP001,307,18,strict
V,W001,CP001,309,15,strict
V,W001,CP001,310,15,strict
V,W001,CP001,311,17,strict
V,W001,CP001,312,16,strict
V,W001,CP001,316,17,strict
V,W001,CP001,317,18,strict
V,W001,CP001,318,18,strict
V,W001,CP001,320,15,strict
V,W001,CP001,321,18,strict
V,W001,CP001,322,18,strict
V,W001,CP001,325,24,near
V,W001,CP001,327,18,strict
V,W001,CP001,328,15,strict
V,W001,CP001,329,18,strict
V,W001,CP001,331,23,near
V,W001,CP001,333,16,strict
V,W001,CP001,334,17,strict
V,W001,CP001,336,15,strict
V,W001,CP001,337,18,strict
V,W001,CP001,338,16,strict
V,W001,CP001,342,18,strict
V,W001,CP001,343,19,matched
V,W001,CP001,346,22,near
V,W001,CP001,348,24,near
V,W001,CP001,349,18,strict
V,W001,CP001,351,15,strict
V,W001,CP001,352,17,strict
V,W001,CP001,355,17,strict
V,W001,CP001,356,23,near
V,W001,CP001,357,15,strict
V,W001,CP001,358,17,strict
V,W001,CP001,359,15,strict
V,W001,CP001,360,23,near
V,W001,CP001,366,15,strict
V,W001,CP001,367,15,strict
V,W001,CP001,368,17,strict
V,W001,CP001,369,15,strict
V,W001,CP001,370,16,strict
V,W001,CP001,371,15,strict
V,W001,CP001,373,16,strict
V,W001,CP001,375,19,matched
V,W001,CP001,376,21,matched
V,W001,CP001,377,22,near
V,W001,CP001,378,23,near
V,W001,CP001,379,17,strict
V,W001,CP001,380,22,near
V,W001,CP001,381,20,matched
V,W001,CP001,383,17,strict
V,W001,CP001,385,16,strict
V,W001,CP001,386,21,matched
V,W001,CP001,387,17,strict
V,W001,CP001,388,17,strict
V,W001,CP001,389,16,strict
V,W001,CP001,390,20,matched
V,W001,CP001,391,18,strict
V,W001,CP001,392,19,matched
V,W001,CP001,393,24,near
V,W001,CP001,394,16,strict
V,W001,CP001,395,18,strict
V,W001,CP001,396,23,near
V,W001,CP001,397,18,strict
V,W001,CP001,399,17,strict
V,W001,CP001,402,21,matched
V,W001,CP001,403,17,strict
V,W001,CP001,406,17,strict
V,W001,CP001,407,15,strict
V,W001,CP001,409,15,strict
V,W001,CP001,410,16,strict
V,W001,CP001,412,17,strict
V,W001,CP001,414,17,strict
V,W001,CP001,415,18,strict
V,W001,CP001,417,16,strict
V,W001,CP001,419,17,strict
V,W001,CP001,420,19,matched
V,W001,CP001,421,15,strict
V,W001,CP001,422,16,strict
V,W001,CP001,423,15,strict
V,W001,CP001,424,16,strict
V,W001,CP001,426,17,strict
V,W001,CP001,428,16,strict
V,W001,CP001,430,17,strict
V,W001,CP001,431,20,matched
V,W001,CP001,432,20,matched
V,W001,CP001,433,15,strict
V,W001,CP001,436,23,near
V,W001,CP001,438,17,strict
V,W001,CP001,440,19,matched
V,W001,CP001,442,18,strict
V,W001,CP001,443,24,near
V,W001,CP001,444,15,strict
V,W001,CP001,446,15,strict
V,W001,CP001,447,15,strict
V,W001,CP001,449,18,strict
V,W001,CP001,450,15,strict
V,W001,CP001,451,18,strict
V,W001,CP001,452,24,near
V,W001,CP001,453,15,strict
V,W001,CP001,454,23,near
V,W001,CP001,455,23,near
V,W001,CP001,456,20,matched
V,W001,CP001,458,19,matched
V,W001,CP001,459,16,strict
V,W001,CP001,460,24,near
V,W001,CP001,461,17,strict
V,W001,CP001,462,17,strict
V,W001,CP001,463,23,near
V,W001,CP001,464,21,matched
V,W001,CP001,467,16,strict
V,W001,CP001,470,15,strict
V,W001,CP001,471,18,strict
V,W001,CP001,472,17,strict
V,W001,CP001,473,18,strict
V,W001,CP001,474,18,strict
V,W001,CP001,475,20,matched
V,W001,CP001,476,17,strict
V,W001,CP001,477,22,near
V,W001,CP001,478,18,strict
V,W001,CP001,479,16,strict
V,W001,CP001,480,19,matched
V,W001,CP001,483,15,strict
V,W001,CP001,484,17,strict
V,W001,CP001,485,16,strict
V,W001,CP001,486,15,strict
V,W001,CP001,488,19,matched
V,W001,CP001,489,18,strict
V,W001,CP001,490,15,strict
V,W001,CP001,492,17,strict
V,W001,CP001,494,18,strict
V,W001,CP001,495,18,strict
V,W001,CP001,496,18,strict
V,W001,CP001,498,15,strict
V,W001,CP001,499,16,strict
V,W001,CP001,500,16,strict
V,W001,CP001,501,17,strict
V,W001,CP001,502,16,strict
V,W001,CP001,503,16,strict
V,W001,CP001,504,24,near
V,W001,CP001,505,17,strict
V,W001,CP001,506,22,near
V,W001,CP001,508,22,near
V,W001,CP001,509,17,strict
V,W001,CP001,511,16,strict
V,W001,CP001,512,15,strict
V,W001,CP001,514,16,strict
V,W001,CP001,516,18,strict
V,W001,CP001,520,15,strict
V,W001,CP001,521,15,strict
V,W001,CP001,522,18,strict
V,W001,CP001,523,18,strict
V,W001,CP001,524,23,near
V,W001,CP001,525,16,strict
V,W001,CP001,528,17,strict
V,W001,CP001,531,18,strict
V,W001,CP001,532,16,strict
V,W001,CP001,533,21,matched
V,W001,CP001,534,19,matched
V,W001,CP001,535,18,strict
V,W001,CP001,536,16,strict
V,W001,CP001,538,18,strict
V,W001,CP001,540,15,strict
V,W001,CP001,543,15,strict
V,W001,CP001,544,21,matched
V,W001,CP001,545,18,strict
V,W001,CP001,547,15,strict
V,W001,CP001,548,18,strict
V,W001,CP001,549,18,strict
V,W001,CP001,550,18,strict
V,W001,CP001,551,17,strict
V,W001,CP001,552,16,strict
V,W001,CP001,553,22,near
V,W001,CP001,556,19,matched
V,W001,CP001,557,15,strict
V,W001,CP001,563,17,strict
V,W001,CP001,568,19,matched
V,W001,CP001,570,18,strict
V,W001,CP001,571,18,strict
V,W001,CP001,574,19,matched
V,W001,CP001,576,16,strict
V,W001,CP001,578,18,strict
V,W001,CP001,579,15,strict
V,W001,CP001,581,15,strict
V,W001,CP001,582,15,strict
V,W001,CP001,583,15,strict
V,W001,CP001,585,17,strict
V,W001,CP001,586,17,strict
V,W001,CP001,587,17,strict
V,W001,CP001,589,16,strict
V,W001,CP001,590,19,matched
V,W001,CP001,591,18,strict
V,W001,CP001,595,18,strict
V,W001,CP001,597,18,strict
V,W001,CP001,598,22,near
V,W001,CP001,599,17,strict
V,W001,CP001,601,18,strict
V,W001,CP001,603,20,matched
V,W001,CP001,604,19,matched
V,W001,CP001,605,17,strict
V,W001,CP001,606,18,strict
V,W001,CP001,607,16,strict
V,W001,CP001,608,17,strict
V,W001,CP001,609,19,matched
V,W001,CP001,611,15,strict
V,W001,CP001,612,16,strict
V,W001,CP001,614,15,strict
V,W001,CP001,615,22,near
V,W001,CP001,618,15,strict
V,W001,CP001,620,16,strict
V,W001,CP001,624,16,strict
V,W001,CP001,625,19,matched
V,W001,CP001,626,16,strict
V,W001,CP001,628,20,matched
V,W001,CP001,629,16,strict
V,W001,CP001,630,15,strict
V,W001,CP001,631,17,strict
V,W001,CP001,632,24,near
V,W001,CP001,634,22,near
V,W001,CP001,636,19,matched
V,W001,CP001,638,16,strict
V,W001,CP001,641,21,matched
V,W001,CP001,643,20,matched
V,W001,CP001,644,15,strict
V,W001,CP001,646,18,strict
V,W001,CP001,647,15,strict
V,W001,CP001,649,17,strict
V,W001,CP001,651,21,matched
V,W001,CP001,652,15,strict
V,W001,CP001,654,18,strict
V,W001,CP001,655,24,near
V,W001,CP001,656,22,near
V,W001,CP001,657,16,strict
V,W001,CP001,658,17,strict
V,W001,CP001,662,18,strict
V,W001,CP001,663,17,strict
V,W001,CP001,664,17,strict
V,W001,CP001,665,17,strict
V,W001,CP001,666,19,matched
V,W001,CP001,667,18,strict
V,W001,CP001,673,18,strict
V,W001,CP001,674,16,strict
V,W001,CP001,675,16,strict
V,W001,CP001,676,17,strict
V,W001,CP001,677,16,strict
V,W001,CP001,678,19,matched
V,W001,CP001,679,16,strict
V,W001,CP001,680,20,matched
V,W001,CP001,681,15,strict
V,W001,CP001,685,18,strict
V,W001,CP001,686,22,near
V,W001,CP001,688,19,matched
V,W001,CP001,690,22,near
V,W001,CP001,693,17,strict
V,W001,CP001,694,17,strict
V,W001,CP001,695,20,matched
V,W001,CP001,696,16,strict
V,W001,CP001,697,17,strict
V,W001,CP001,698,23,near
V,W001,CP001,700,15,strict
V,W001,CP001,701,18,strict
V,W001,CP001,702,15,strict
V,W001,CP001,704,16,strict
V,W001,CP001,705,23,near
V,W001,CP001,706,18,strict
V,W001,CP001,707,19,matched
V,W001,CP001,708,15,strict
V,W001,CP001,710,15,strict
V,W001,CP001,712,15,strict
V,W001,CP001,713,24,near
V,W001,CP001,714,18,strict
V,W001,CP001,715,19,matched
V,W001,CP001,716,19,matched
V,W001,CP001,717,15,strict
V,W001,CP001,719,19,matched
V,W001,CP001,720,19,matched
V,W001,CP001,721,17,strict
V,W001,CP001,724,15,strict
V,W001,CP001,725,19,matched
V,W001,CP001,726,17,strict
V,W001,CP001,729,15,strict
V,W001,CP001,732,16,strict
V,W001,CP001,733,20,matched
V,W001,CP001,734,17,strict
V,W001,CP001,735,15,strict
V,W001,CP001,736,16,strict
V,W001,CP001,738,24,near
V,W001,CP001,739,15,strict
V,W001,CP001,740,16,strict
V,W001,CP001,742,17,strict
V,W001,CP001,744,16,strict
V,W001,CP001,745,15,strict
V,W001,CP001,746,20,matched
V,W001,CP001,747,16,strict
V,W001,CP001,748,16,strict
V,W001,CP001,750,17,strict
V,W001,CP001,751,17,strict
V,W001,CP001,752,17,strict
V,W001,CP001,753,15,strict
V,W001,CP001,755,18,strict
V,W001,CP001,756,15,strict
V,W001,CP001,757,17,strict
V,W001,CP001,758,20,matched
V,W001,CP001,759,18,strict
V,W001,CP001,760,23,near
V,W001,CP001,761,17,strict
V,W001,CP001,762,16,strict
V,W001,CP001,763,16,strict
V,W001,CP001,766,17,strict
V,W001,CP001,767,21,matched
V,W001,CP001,768,15,strict
V,W001,CP001,770,17,strict
V,W001,CP001,772,17,strict
V,W001,CP001,773,18,strict
V,W001,CP001,774,23,near
V,W001,CP001,776,17,strict
V,W001,CP001,777,16,strict
V,W001,CP001,779,18,strict
V,W001,CP001,780,21,matched
V,W001,CP001,781,19,matched
V,W001,CP001,782,16,strict
V,W001,CP001,783,15,strict
V,W001,CP001,784,24,near
V,W001,CP001,785,19,matched
V,W001,CP001,786,16,strict
V,W001,CP001,787,17,strict
V,W001,CP001,789,18,strict
V,W001,CP001,790,18,strict
V,W001,CP001,791,19,matched
V,W001,CP001,794,17,strict
V,W001,CP001,795,18,strict
V,W001,CP001,797,15,strict
V,W001,CP001,799,20,matched
V,W001,CP001,800,15,strict
V,W001,CP001,805,16,strict
V,W001,CP001,806,16,strict
V,W001,CP001,807,18,strict
V,W001,CP001,808,18,strict
V,W001,CP001,809,17,strict
V,W001,CP001,810,16,strict
V,W001,CP001,813,19,matched
V,W001,CP001,814,18,strict
V,W001,CP001,819,19,matched
V,W001,CP001,821,16,strict
V,W001,CP001,823,16,strict
V,W001,CP001,824,15,strict
V,W001,CP001,825,16,strict
V,W001,CP001,827,18,strict
V,W001,CP001,828,18,strict
V,W001,CP001,829,15,strict
V,W001,CP001,831,22,near
V,W001,CP001,832,21,matched
V,W001,CP001,833,18,strict
V,W001,CP001,835,15,strict
V,W001,CP001,836,16,strict
V,W001,CP001,837,18,strict
V,W001,CP001,839,18,strict
V,W001,CP001,841,17,strict
V,W001,CP001,842,16,strict
V,W001,CP001,843,18,strict
V,W001,CP001,844,21,matched
V,W001,CP001,845,19,matched
V,W001,CP001,846,22,near
V,W001,CP001,847,15,strict
V,W001,CP001,848,23,near
V,W001,CP001,853,16,strict
V,W001,CP001,854,17,strict
V,W001,CP001,857,18,strict
V,W001,CP001,858,16,strict
V,W001,CP001,860,18,strict
V,W001,CP001,861,17,strict
V,W001,CP001,862,18,strict
V,W001,CP001,864,17,strict
V,W001,CP001,865,17,strict
V,W001,CP001,866,21,matched
V,W001,CP001,867,17,strict
V,W001,CP001,868,19,matched
V,W001,CP001,869,19,matched
V,W001,CP001,872,16,strict
V,W001,CP001,873,19,matched
V,W001,CP001,874,19,matched
V,W001,CP001,875,22,near
V,W001,CP001,876,17,strict
V,W001,CP001,877,16,strict
V,W001,CP001,878,18,strict
V,W001,CP001,879,19,matched
V,W001,CP001,881,17,strict
V,W001,CP001,882,16,strict
V,W001,CP001,886,23,near
V,W001,CP001,887,15,strict
V,W001,CP001,888,16,strict
V,W001,CP001,889,20,matched
V,W001,CP001,891,16,strict
V,W001,CP001,896,17,strict
V,W001,CP001,897,15,strict
V,W001,CP001,900,24,near
V,W001,CP001,901,18,strict
V,W001,CP001,904,18,strict
V,W001,CP001,907,22,near
V,W001,CP001,910,17,strict
V,W001,CP001,911,17,strict
V,W001,CP001,912,15,strict
V,W001,CP001,914,19,matched
V,W001,CP001,915,15,strict
V,W001,CP001,916,21,matched
V,W001,CP001,917,23,near
V,W001,CP001,920,15,strict
V,W001,CP001,921,22,near
V,W001,CP001,922,17,strict
V,W001,CP001,925,16,strict
V,W001,CP001,926,21,matched
V,W001,CP001,928,17,strict
V,W001,CP001,929,18,strict
V,W001,CP001,930,23,near
V,W001,CP001,931,24,near
V,W001,CP001,932,16,strict
V,W001,CP001,934,16,strict
V,W001,CP001,935,17,strict
V,W001,CP001,937,21,matched
V,W001,CP001,938,17,strict
V,W001,CP001,939,24,near
V,W001,CP001,940,18,strict
V,W001,CP001,941,16,strict
V,W001,CP001,944,18,strict
V,W001,CP001,947,18,strict
V,W001,CP001,949,15,strict
V,W001,CP001,951,15,strict
V,W001,CP001,953,16,strict
V,W001,CP001,954,17,strict
V,W001,CP001,955,15,strict
V,W001,CP001,957,18,strict
V,W001,CP001,960,18,strict
V,W001,CP001,961,15,strict
V,W001,CP001,962,17,strict
V,W001,CP001,964,18,strict
V,W001,CP001,966,16,strict
V,W001,CP001,968,15,strict
V,W001,CP001,969,16,strict
V,W001,CP001,970,17,strict
V,W001,CP001,971,15,strict
V,W001,CP001,972,18,strict
V,W001,CP001,973,16,strict
V,W001,CP001,974,16,strict
V,W001,CP001,976,18,strict
V,W001,CP001,977,16,strict
V,W001,CP001,978,18,strict
V,W001,CP001,979,18,strict
V,W001,CP001,983,18,strict
V,W001,CP001,984,18,strict
V,W001,CP001,985,17,strict
V,W001,CP001,986,17,strict
V,W001,CP001,989,16,strict
V,W001,CP001,990,15,strict
V,W001,CP001,991,22,near
V,W001,CP001,993,18,strict
V,W001,CP001,994,24,near
V,W001,CP001,995,16,strict
V,W001,CP001,997,15,strict
V,W001,CP001,998,22,near
V,W001,CP001,999,17,strict
V,W002,CP002,0,31,strict
V,W002,CP002,1,27,matched
V,W002,CP002,2,33,matched
V,W002,CP002,3,29,strict
V,W002,CP002,4,22,near
V,W002,CP002,5,29,strict
V,W002,CP002,6,30,strict
V,W002,CP002,7,30,strict
V,W002,CP002,10,29,strict
V,W002,CP002,11,29,strict
V,W002,CP002,12,35,matched
V,W002,CP002,14,29,strict
V,W002,CP002,15,37,near
V,W002,CP002,16,30,strict
V,W002,CP002,17,29,strict
V,W002,CP002,18,32,strict
V,W002,CP002,19,30,strict
V,W002,CP002,20,31,strict
V,W002,CP002,21,26,matched
V,W002,CP002,24,29,strict
V,W002,CP002,26,30,strict
V,W002,CP002,27,28,strict
V,W002,CP002,29,31,strict
V,W002,CP002,30,30,strict
V,W002,CP002,33,25,matched
V,W002,CP002,35,29,strict
V,W002,CP002,36,29,strict
V,W002,CP002,38,31,strict
V,W002,CP002,43,32,strict
V,W002,CP002,44,28,strict
V,W002,CP002,46,30,strict
V,W002,CP002,47,29,strict
V,W002,CP002,48,30,strict
V,W002,CP002,49,28,strict
V,W002,CP002,51,29,strict
V,W002,CP002,52,29,strict
V,W002,CP002,53,24,near
V,W002,CP002,55,31,strict
V,W002,CP002,56,30,strict
V,W002,CP002,57,29,strict
V,W002,CP002,58,31,strict
V,W002,CP002,60,30,strict
V,W002,CP002,61,30,strict
V,W002,CP002,62,31,strict
V,W002,CP002,63,26,matched
V,W002,CP002,64,28,strict
V,W002,CP002,67,25,matched
V,W002,CP002,68,26,matched
V,W002,CP002,69,25,matched
V,W002,CP002,70,31,strict
V,W002,CP002,71,31,strict
V,W002,CP002,72,30,strict
V,W002,CP002,73,30,strict
V,W002,CP002,75,32,strict
V,W002,CP002,76,30,strict
V,W002,CP002,78,29,strict
V,W002,CP002,79,31,strict
V,W002,CP002,80,29,strict
V,W002,CP002,83,30,strict
V,W002,CP002,86,31,strict
V,W002,CP002,88,31,strict
V,W002,CP002,89,26,matched
V,W002,CP002,90,30,strict
V,W002,CP002,92,31,strict
V,W002,CP002,94,28,strict
V,W002,CP002,97,31,strict
V,W002,CP002,100,30,strict
V,W002,CP002,101,28,strict
V,W002,CP002,103,26,matched
V,W002,CP002,104,30,strict
V,W002,CP002,106,30,strict
V,W002,CP002,107,32,strict
V,W002,CP002,108,30,strict
V,W002,CP002,109,31,strict
V,W002,CP002,110,31,strict
V,W002,CP002,111,31,strict
V,W002,CP002,114,29,strict
V,W002,CP002,115,31,strict
V,W002,CP002,116,30,strict
V,W002,CP002,117,30,strict
V,W002,CP002,118,27,matched
V,W002,CP002,119,30,strict
V,W002,CP002,121,35,matched
V,W002,CP002,122,29,strict
V,W002,CP002,123,31,strict
V,W002,CP002,124,30,strict
V,W002,CP002,125,31,strict
V,W002,CP002,126,25,matched
V,W002,CP002,127,29,strict
V,W002,CP002,128,28,strict
V,W002,CP002,129,30,strict
V,W002,CP002,130,31,strict
V,W002,CP002,131,32,strict
V,W002,CP002,132,29,strict
V,W002,CP002,133,28,strict
V,W002,CP002,134,27,matched
V,W002,CP002,135,30,strict
V,W002,CP002,136,28,strict
V,W002,CP002,137,31,strict
V,W002,CP002,138,31,strict
V,W002,CP002,139,28,strict
V,W002,CP002,140,31,strict
V,W002,CP002,141,30,strict
V,W002,CP002,142,31,strict
V,W002,CP002,143,22,near
V,W002,CP002,144,24,near
V,W002,CP002,147,23,near
V,W002,CP002,148,27,matched
V,W002,CP002,150,28,strict
V,W002,CP002,152,25,matched
V,W002,CP002,154,30,strict
V,W002,CP002,155,23,near
V,W002,CP002,157,29,strict
V,W002,CP002,158,28,strict
V,W002,CP002,159,30,strict
V,W002,CP002,160,22,near
V,W002,CP002,161,30,strict
V,W002,CP002,162,31,strict
V,W002,CP002,164,30,strict
V,W002,CP002,165,35,matched
V,W002,CP002,167,30,strict
V,W002,CP002,168,28,strict
V,W002,CP002,169,30,strict
V,W002,CP002,170,31,strict
V,W002,CP002,172,30,strict
V,W002,CP002,173,30,strict
V,W002,CP002,174,29,strict
V,W002,CP002,175,29,strict
V,W002,CP002,177,29,strict
V,W002,CP002,178,29,strict
V,W002,CP002,180,26,matched
V,W002,CP002,181,31,strict
V,W002,CP002,182,22,near
V,W002,CP002,185,31,strict
V,W002,CP002,186,31,strict
V,W002,CP002,187,32,strict
V,W002,CP002,188,26,matched
V,W002,CP002,190,30,strict
V,W002,CP002,191,30,strict
V,W002,CP002,192,33,matched
V,W002,CP002,193,30,strict
V,W002,CP002,194,22,near
V,W002,CP002,195,22,near
V,W002,CP002,196,27,matched
V,W002,CP002,197,27,matched
V,W002,CP002,198,30,strict
V,W002,CP002,199,29,strict
V,W002,CP002,200,25,matched
V,W002,CP002,201,31,strict
V,W002,CP002,202,30,strict
V,W002,CP002,203,31,strict
V,W002,CP002,204,29,strict
V,W002,CP002,205,24,near
V,W002,CP002,206,31,strict
V,W002,CP002,207,31,strict
V,W002,CP002,210,30,strict
V,W002,CP002,211,30,strict
V,W002,CP002,212,26,matched
V,W002,CP002,213,25,matched
V,W002,CP002,214,31,strict
V,W002,CP002,215,24,near
V,W002,CP002,216,28,strict
V,W002,CP002,217,30,strict
V,W002,CP002,218,31,strict
V,W002,CP002,221,30,strict
V,W002,CP002,222,30,strict
V,W002,CP002,224,30,strict
V,W002,CP002,225,29,strict
V,W002,CP002,226,31,strict
V,W002,CP002,228,29,strict
V,W002,CP002,229,29,strict
V,W002,CP002,230,27,matched
V,W002,CP002,231,31,strict
V,W002,CP002,232,23,near
V,W002,CP002,233,30,strict
V,W002,CP002,234,29,strict
V,W002,CP002,236,27,matched
V,W002,CP002,237,28,strict
V,W002,CP002,238,28,strict
V,W002,CP002,239,29,strict
V,W002,CP002,241,29,strict
V,W002,CP002,243,31,strict
V,W002,CP002,244,24,near
V,W002,CP002,245,30,strict
V,W002,CP002,246,23,near
V,W002,CP002,247,25,matched
V,W002,CP002,248,27,matched
V,W002,CP002,249,24,near
V,W002,CP002,250,31,strict
V,W002,CP002,251,29,strict
V,W002,CP002,252,34,matched
V,W002,CP002,254,30,strict
V,W002,CP002,255,30,strict
V,W002,CP002,256,32,strict
V,W002,CP002,257,28,strict
V,W002,CP002,259,30,strict
V,W002,CP002,262,30,strict
V,W002,CP002,264,34,matched
V,W002,CP002,265,30,strict
V,W002,CP002,268,30,strict
V,W002,CP002,269,29,strict
V,W002,CP002,271,27,matched
V,W002,CP002,273,29,strict
V,W002,CP002,274,26,matched
V,W002,CP002,275,30,strict
V,W002,CP002,276,23,near
V,W002,CP002,277,31,strict
V,W002,CP002,278,29,strict
V,W002,CP002,279,27,matched
V,W002,CP002,280,30,strict
