object,window_id,candidate_id,replicate_id,matched_peak_day,match_type
H,W001,CP001,884,25,near
H,W001,CP001,885,21,strict
H,W001,CP001,886,21,strict
H,W001,CP001,887,20,strict
H,W001,CP001,888,18,strict
H,W001,CP001,889,21,strict
H,W001,CP001,890,24,matched
H,W001,CP001,891,20,strict
H,W001,CP001,892,21,strict
H,W001,CP001,893,20,strict
H,W001,CP001,894,20,strict
H,W001,CP001,895,19,strict
H,W001,CP001,896,19,strict
H,W001,CP001,897,18,strict
H,W001,CP001,898,20,strict
H,W001,CP001,899,26,near
H,W001,CP001,902,15,matched
H,W001,CP001,905,20,strict
H,W001,CP001,906,20,strict
H,W001,CP001,907,18,strict
H,W001,CP001,908,20,strict
H,W001,CP001,909,20,strict
H,W001,CP001,911,18,strict
H,W001,CP001,912,20,strict
H,W001,CP001,914,16,matched
H,W001,CP001,915,19,strict
H,W001,CP001,916,21,strict
H,W001,CP001,918,17,strict
H,W001,CP001,920,18,strict
H,W001,CP001,922,20,strict
H,W001,CP001,923,20,strict
H,W001,CP001,924,21,strict
H,W001,CP001,926,23,matched
H,W001,CP001,927,25,near
H,W001,CP001,928,19,strict
H,W001,CP001,929,16,matched
H,W001,CP001,930,16,matched
H,W001,CP001,931,19,strict
H,W001,CP001,932,27,near
H,W001,CP001,933,19,strict
H,W001,CP001,936,18,strict
H,W001,CP001,937,20,strict
H,W001,CP001,938,19,strict
H,W001,CP001,939,16,matched
H,W001,CP001,940,20,strict
H,W001,CP001,942,19,strict
H,W001,CP001,943,15,matched
H,W001,CP001,944,19,strict
H,W001,CP001,946,21,strict
H,W001,CP001,947,20,strict
H,W001,CP001,948,27,near
H,W001,CP001,949,20,strict
H,W001,CP001,950,20,strict
H,W001,CP001,951,26,near
H,W001,CP001,952,20,strict
H,W001,CP001,953,17,strict
H,W001,CP001,954,20,strict
H,W001,CP001,956,17,strict
H,W001,CP001,957,19,strict
H,W001,CP001,958,19,strict
H,W001,CP001,959,20,strict
H,W001,CP001,960,18,strict
H,W001,CP001,963,24,matched
H,W001,CP001,965,26,near
H,W001,CP001,966,17,strict
H,W001,CP001,967,22,matched
H,W001,CP001,969,26,near
H,W001,CP001,970,20,strict
H,W001,CP001,971,20,strict
H,W001,CP001,973,18,strict
H,W001,CP001,974,18,strict
H,W001,CP001,976,22,matched
H,W001,CP001,977,19,strict
H,W001,CP001,978,20,strict
H,W001,CP001,979,19,strict
H,W001,CP001,980,19,strict
H,W001,CP001,981,24,matched
H,W001,CP001,982,19,strict
H,W001,CP001,983,18,strict
H,W001,CP001,984,21,strict
H,W001,CP001,985,20,strict
H,W001,CP001,986,20,strict
H,W001,CP001,987,19,strict
H,W001,CP001,988,17,strict
H,W001,CP001,989,18,strict
H,W001,CP001,990,20,strict
H,W001,CP001,991,18,strict
H,W001,CP001,992,19,strict
H,W001,CP001,993,21,strict
H,W001,CP001,994,19,strict
H,W001,CP001,995,22,matched
H,W001,CP001,996,21,strict
H,W001,CP001,997,20,strict
H,W001,CP001,998,19,strict
H,W001,CP001,999,17,strict
H,W002,CP002,0,34,strict
H,W002,CP002,1,33,strict
H,W002,CP002,2,35,strict
H,W002,CP002,3,33,strict
H,W002,CP002,4,40,matched
H,W002,CP002,5,37,strict
H,W002,CP002,6,35,strict
H,W002,CP002,7,35,strict
H,W002,CP002,8,36,strict
H,W002,CP002,9,35,strict
H,W002,CP002,10,34,strict
H,W002,CP002,11,35,strict
H,W002,CP002,12,33,strict
H,W002,CP002,13,36,strict
H,W002,CP002,14,35,strict
H,W002,CP002,15,31,matched
H,W002,CP002,16,32,matched
H,W002,CP002,17,32,matched
H,W002,CP002,18,35,strict
H,W002,CP002,19,34,strict
H,W002,CP002,20,41,near
H,W002,CP002,21,33,strict
H,W002,CP002,22,33,strict
H,W002,CP002,23,37,strict
H,W002,CP002,24,34,strict
H,W002,CP002,25,32,matched
H,W002,CP002,26,36,strict
H,W002,CP002,27,35,strict
H,W002,CP002,28,32,matched
H,W002,CP002,29,36,strict
H,W002,CP002,30,37,strict
H,W002,CP002,31,35,strict
H,W002,CP002,34,35,strict
H,W002,CP002,35,34,strict
H,W002,CP002,36,35,strict
