bootstrap_id,Y_delta_B_minus_A,A_earlier_flag,B_earlier_flag,same_day_flag,window_id,target_name,object_A,object_B
30,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
31,-5.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
32,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
33,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
34,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
35,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
36,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
37,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
38,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
39,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
40,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
41,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
42,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
43,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
44,18.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
45,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
46,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
47,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
48,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
49,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
50,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
51,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
52,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
53,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
54,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
55,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
56,-5.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
57,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
58,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
59,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
60,4.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
61,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
62,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
63,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
64,6.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
65,9.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
66,4.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
67,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
68,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
69,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
70,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
71,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
72,4.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
73,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
74,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
75,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
76,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
77,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
78,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
79,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
80,15.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
81,6.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
82,13.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
83,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
84,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
85,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
86,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
87,-5.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
88,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
89,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
90,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
91,-5.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
92,8.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
93,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
94,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
95,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
96,15.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
97,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
98,8.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
99,5.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
100,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
101,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
102,10.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
103,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
104,-5.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
105,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
106,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
107,5.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
108,4.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
109,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
110,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
111,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
112,5.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
113,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
114,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
115,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
116,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
117,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
118,9.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
119,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
120,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
121,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
122,8.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
123,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
124,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
125,9.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
126,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
127,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
128,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
129,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
130,-6.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
131,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
132,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
133,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
134,4.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
135,4.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
136,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
137,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
138,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
139,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
140,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
141,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
142,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
143,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
144,4.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
145,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
146,4.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
147,9.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
148,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
149,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
150,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
151,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
152,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
153,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
154,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
155,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
156,6.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
157,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
158,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
159,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
160,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
161,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
162,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
163,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
164,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
165,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
166,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
167,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
168,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
169,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
170,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
171,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
172,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
173,6.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
174,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
175,-5.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
176,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
177,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
178,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
179,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
180,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
181,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
182,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
183,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
184,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
185,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
186,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
187,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
188,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
189,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
190,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
191,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
192,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
193,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
194,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
195,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
196,8.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
197,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
198,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
199,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
200,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
201,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
202,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
203,5.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
204,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
205,22.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
206,25.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
207,-19.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
208,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
209,-6.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
210,8.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
211,11.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
212,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
213,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
214,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
215,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
216,5.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
217,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
218,-8.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
219,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
220,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
221,-5.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
222,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
223,5.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
224,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
225,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
226,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
227,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
228,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
229,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
230,5.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
231,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
232,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
233,8.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
234,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
235,-7.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
236,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
237,12.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
238,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
239,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
240,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
241,29.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
242,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
243,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
244,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
245,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
246,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
247,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
248,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
249,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
250,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
251,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
252,6.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
253,8.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
254,4.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
255,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
256,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
257,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
258,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
259,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
260,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
261,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
262,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
263,8.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
264,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
265,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
266,12.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
267,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
268,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
269,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
270,8.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
271,13.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
272,8.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
273,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
274,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
275,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
276,6.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
277,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
278,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
279,4.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
280,16.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
281,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
282,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
283,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
284,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
285,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
286,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
287,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
288,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
289,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
290,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
291,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
292,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
293,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
294,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
295,14.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
296,5.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
297,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
298,-5.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
299,15.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
300,10.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
301,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
302,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
303,13.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
304,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
305,5.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
306,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
307,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
308,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
309,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
310,6.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
311,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
312,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
313,6.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
314,-17.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
315,15.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
316,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
317,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
318,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
319,18.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
320,-19.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
321,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
322,5.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
323,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
324,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
325,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
326,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
327,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
328,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
329,-10.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
330,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
331,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
332,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
333,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
334,-27.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
335,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
336,9.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
337,-6.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
338,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
339,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
340,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
341,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
342,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
343,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
344,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
345,-2.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
346,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
347,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
348,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
349,3.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
350,4.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
351,0.0,False,False,True,W160,W160_V_vs_Je_delta_peak,V,Je
352,-3.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
353,6.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
354,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
355,-5.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
356,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
357,7.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
358,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
359,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
360,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
361,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
362,4.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
363,2.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
364,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
365,5.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
366,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
367,-1.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
368,1.0,True,False,False,W160,W160_V_vs_Je_delta_peak,V,Je
369,-30.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
370,-4.0,False,True,False,W160,W160_V_vs_Je_delta_peak,V,Je
