smoothing,window_id,object,config_id,detector_scale,detector_width,band_half_width,search_mode,search_start_day,search_end_day,selection_rule,selected_peak_day,selected_peak_date,selected_window_start,selected_window_end,selected_candidate_id,candidate_rank_by_score,detector_score,distance_to_anchor,overlap_with_system_window,support_class,relation_to_system_window,detector_source,is_v9_baseline_peak,v9_baseline_peak_day,delta_from_v9_baseline
smooth9,W113,Jw,smooth9__narrow_w16_b8__narrow_search__closest_anchor,narrow,16,8,narrow_search,98,128,closest_anchor,111,7月21日,103,119,CP002,2,27.549513003638737,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__narrow_w16_b8__narrow_search__max_overlap,narrow,16,8,narrow_search,98,128,max_overlap,113,7月23日,105,121,CP002,2,11.231417285752324,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,113,0
smooth9,W113,V,smooth9__narrow_w16_b8__narrow_search__max_overlap,narrow,16,8,narrow_search,98,128,max_overlap,114,7月24日,106,122,CP001,1,8.239540489548416,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,114,0
smooth9,W113,H,smooth9__narrow_w16_b8__narrow_search__max_overlap,narrow,16,8,narrow_search,98,128,max_overlap,113,7月23日,105,121,CP001,1,71.97973978634536,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__narrow_w16_b8__narrow_search__max_overlap,narrow,16,8,narrow_search,98,128,max_overlap,110,7月20日,102,118,CP001,1,44.94684930418055,3.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-1
smooth9,W113,Jw,smooth9__narrow_w16_b8__narrow_search__max_overlap,narrow,16,8,narrow_search,98,128,max_overlap,111,7月21日,103,119,CP002,2,27.549513003638737,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__narrow_w16_b8__baseline_search__baseline_rule,narrow,16,8,baseline_search,88,149,baseline_rule,113,7月23日,105,121,CP003,3,11.231417285752324,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,113,0
smooth9,W113,V,smooth9__narrow_w16_b8__baseline_search__baseline_rule,narrow,16,8,baseline_search,88,149,baseline_rule,114,7月24日,106,122,CP001,1,8.239540489548416,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,114,0
smooth9,W113,H,smooth9__narrow_w16_b8__baseline_search__baseline_rule,narrow,16,8,baseline_search,88,149,baseline_rule,113,7月23日,105,121,CP003,3,71.97973978634536,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__narrow_w16_b8__baseline_search__baseline_rule,narrow,16,8,baseline_search,88,149,baseline_rule,110,7月20日,102,118,CP001,1,44.94684930418055,3.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-1
smooth9,W113,Jw,smooth9__narrow_w16_b8__baseline_search__baseline_rule,narrow,16,8,baseline_search,88,149,baseline_rule,111,7月21日,103,119,CP002,2,27.549513003638737,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__narrow_w16_b8__baseline_search__max_score,narrow,16,8,baseline_search,88,149,max_score,88,6月28日,88,96,CP001,1,12.367998208650674,25.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,113,-25
smooth9,W113,V,smooth9__narrow_w16_b8__baseline_search__max_score,narrow,16,8,baseline_search,88,149,max_score,114,7月24日,106,122,CP001,1,8.239540489548416,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,114,0
smooth9,W113,H,smooth9__narrow_w16_b8__baseline_search__max_score,narrow,16,8,baseline_search,88,149,max_score,88,6月28日,88,96,CP001,1,91.95467540325173,25.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,115,-27
smooth9,W113,Je,smooth9__narrow_w16_b8__baseline_search__max_score,narrow,16,8,baseline_search,88,149,max_score,110,7月20日,102,118,CP001,1,44.94684930418055,3.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-1
smooth9,W113,Jw,smooth9__narrow_w16_b8__baseline_search__max_score,narrow,16,8,baseline_search,88,149,max_score,105,7月15日,97,113,CP001,1,30.121857562151703,8.0,6.0,candidate_window,front_or_early,local_prepost_contrast_score,False,104,1
smooth9,W113,P,smooth9__narrow_w16_b8__baseline_search__closest_anchor,narrow,16,8,baseline_search,88,149,closest_anchor,113,7月23日,105,121,CP003,3,11.231417285752324,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,113,0
smooth9,W113,V,smooth9__narrow_w16_b8__baseline_search__closest_anchor,narrow,16,8,baseline_search,88,149,closest_anchor,114,7月24日,106,122,CP001,1,8.239540489548416,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,114,0
smooth9,W113,H,smooth9__narrow_w16_b8__baseline_search__closest_anchor,narrow,16,8,baseline_search,88,149,closest_anchor,113,7月23日,105,121,CP003,3,71.97973978634536,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__narrow_w16_b8__baseline_search__closest_anchor,narrow,16,8,baseline_search,88,149,closest_anchor,110,7月20日,102,118,CP001,1,44.94684930418055,3.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-1
smooth9,W113,Jw,smooth9__narrow_w16_b8__baseline_search__closest_anchor,narrow,16,8,baseline_search,88,149,closest_anchor,111,7月21日,103,119,CP002,2,27.549513003638737,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__narrow_w16_b8__baseline_search__max_overlap,narrow,16,8,baseline_search,88,149,max_overlap,113,7月23日,105,121,CP003,3,11.231417285752324,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,113,0
smooth9,W113,V,smooth9__narrow_w16_b8__baseline_search__max_overlap,narrow,16,8,baseline_search,88,149,max_overlap,114,7月24日,106,122,CP001,1,8.239540489548416,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,114,0
smooth9,W113,H,smooth9__narrow_w16_b8__baseline_search__max_overlap,narrow,16,8,baseline_search,88,149,max_overlap,113,7月23日,105,121,CP003,3,71.97973978634536,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__narrow_w16_b8__baseline_search__max_overlap,narrow,16,8,baseline_search,88,149,max_overlap,110,7月20日,102,118,CP001,1,44.94684930418055,3.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-1
smooth9,W113,Jw,smooth9__narrow_w16_b8__baseline_search__max_overlap,narrow,16,8,baseline_search,88,149,max_overlap,111,7月21日,103,119,CP002,2,27.549513003638737,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__narrow_w16_b8__wide_search__baseline_rule,narrow,16,8,wide_search,88,154,baseline_rule,113,7月23日,105,121,CP003,3,11.231417285752324,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,113,0
smooth9,W113,V,smooth9__narrow_w16_b8__wide_search__baseline_rule,narrow,16,8,wide_search,88,154,baseline_rule,114,7月24日,106,122,CP001,1,8.239540489548416,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,114,0
smooth9,W113,H,smooth9__narrow_w16_b8__wide_search__baseline_rule,narrow,16,8,wide_search,88,154,baseline_rule,113,7月23日,105,121,CP003,3,71.97973978634536,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__narrow_w16_b8__wide_search__baseline_rule,narrow,16,8,wide_search,88,154,baseline_rule,110,7月20日,102,118,CP001,1,44.94684930418055,3.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-1
smooth9,W113,Jw,smooth9__narrow_w16_b8__wide_search__baseline_rule,narrow,16,8,wide_search,88,154,baseline_rule,111,7月21日,103,119,CP002,2,27.549513003638737,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__narrow_w16_b8__wide_search__max_score,narrow,16,8,wide_search,88,154,max_score,88,6月28日,88,96,CP001,1,12.367998208650674,25.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,113,-25
smooth9,W113,V,smooth9__narrow_w16_b8__wide_search__max_score,narrow,16,8,wide_search,88,154,max_score,114,7月24日,106,122,CP001,1,8.239540489548416,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,114,0
smooth9,W113,H,smooth9__narrow_w16_b8__wide_search__max_score,narrow,16,8,wide_search,88,154,max_score,88,6月28日,88,96,CP001,1,91.95467540325173,25.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,115,-27
smooth9,W113,Je,smooth9__narrow_w16_b8__wide_search__max_score,narrow,16,8,wide_search,88,154,max_score,110,7月20日,102,118,CP001,1,44.94684930418055,3.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-1
smooth9,W113,Jw,smooth9__narrow_w16_b8__wide_search__max_score,narrow,16,8,wide_search,88,154,max_score,105,7月15日,97,113,CP001,1,30.121857562151703,8.0,6.0,candidate_window,front_or_early,local_prepost_contrast_score,False,104,1
smooth9,W113,P,smooth9__narrow_w16_b8__wide_search__closest_anchor,narrow,16,8,wide_search,88,154,closest_anchor,113,7月23日,105,121,CP003,3,11.231417285752324,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,113,0
smooth9,W113,V,smooth9__narrow_w16_b8__wide_search__closest_anchor,narrow,16,8,wide_search,88,154,closest_anchor,114,7月24日,106,122,CP001,1,8.239540489548416,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,114,0
smooth9,W113,H,smooth9__narrow_w16_b8__wide_search__closest_anchor,narrow,16,8,wide_search,88,154,closest_anchor,113,7月23日,105,121,CP003,3,71.97973978634536,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__narrow_w16_b8__wide_search__closest_anchor,narrow,16,8,wide_search,88,154,closest_anchor,110,7月20日,102,118,CP001,1,44.94684930418055,3.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-1
smooth9,W113,Jw,smooth9__narrow_w16_b8__wide_search__closest_anchor,narrow,16,8,wide_search,88,154,closest_anchor,111,7月21日,103,119,CP002,2,27.549513003638737,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__narrow_w16_b8__wide_search__max_overlap,narrow,16,8,wide_search,88,154,max_overlap,113,7月23日,105,121,CP003,3,11.231417285752324,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,113,0
smooth9,W113,V,smooth9__narrow_w16_b8__wide_search__max_overlap,narrow,16,8,wide_search,88,154,max_overlap,114,7月24日,106,122,CP001,1,8.239540489548416,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,True,114,0
smooth9,W113,H,smooth9__narrow_w16_b8__wide_search__max_overlap,narrow,16,8,wide_search,88,154,max_overlap,113,7月23日,105,121,CP003,3,71.97973978634536,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__narrow_w16_b8__wide_search__max_overlap,narrow,16,8,wide_search,88,154,max_overlap,110,7月20日,102,118,CP001,1,44.94684930418055,3.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-1
smooth9,W113,Jw,smooth9__narrow_w16_b8__wide_search__max_overlap,narrow,16,8,wide_search,88,154,max_overlap,111,7月21日,103,119,CP002,2,27.549513003638737,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__baseline_w20_b10__narrow_search__baseline_rule,baseline,20,10,narrow_search,98,128,baseline_rule,112,7月22日,102,122,CP002,2,12.633861488766899,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,113,-1
smooth9,W113,V,smooth9__baseline_w20_b10__narrow_search__baseline_rule,baseline,20,10,narrow_search,98,128,baseline_rule,115,7月25日,105,125,CP001,1,9.279836963602666,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,114,1
smooth9,W113,H,smooth9__baseline_w20_b10__narrow_search__baseline_rule,baseline,20,10,narrow_search,98,128,baseline_rule,113,7月23日,103,123,CP002,2,81.5960724929674,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__baseline_w20_b10__narrow_search__baseline_rule,baseline,20,10,narrow_search,98,128,baseline_rule,115,7月25日,105,125,CP003,3,43.25589067541217,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,4
smooth9,W113,Jw,smooth9__baseline_w20_b10__narrow_search__baseline_rule,baseline,20,10,narrow_search,98,128,baseline_rule,111,7月21日,101,121,CP003,3,31.591834217707508,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__baseline_w20_b10__narrow_search__max_score,baseline,20,10,narrow_search,98,128,max_score,98,7月8日,88,108,CP001,1,13.296149896569549,15.0,1.0,candidate_window,front_or_early,local_prepost_contrast_score,False,113,-15
smooth9,W113,V,smooth9__baseline_w20_b10__narrow_search__max_score,baseline,20,10,narrow_search,98,128,max_score,115,7月25日,105,125,CP001,1,9.279836963602666,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,114,1
smooth9,W113,H,smooth9__baseline_w20_b10__narrow_search__max_score,baseline,20,10,narrow_search,98,128,max_score,98,7月8日,88,108,CP001,1,84.1961896920669,15.0,1.0,candidate_window,front_or_early,local_prepost_contrast_score,False,115,-17
smooth9,W113,Je,smooth9__baseline_w20_b10__narrow_search__max_score,baseline,20,10,narrow_search,98,128,max_score,109,7月19日,99,119,CP001,1,52.33025051398949,4.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-2
smooth9,W113,Jw,smooth9__baseline_w20_b10__narrow_search__max_score,baseline,20,10,narrow_search,98,128,max_score,105,7月15日,95,115,CP001,1,35.785571250663224,8.0,8.0,candidate_window,front_or_early,local_prepost_contrast_score,False,104,1
smooth9,W113,P,smooth9__baseline_w20_b10__narrow_search__closest_anchor,baseline,20,10,narrow_search,98,128,closest_anchor,112,7月22日,102,122,CP002,2,12.633861488766899,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,113,-1
smooth9,W113,V,smooth9__baseline_w20_b10__narrow_search__closest_anchor,baseline,20,10,narrow_search,98,128,closest_anchor,115,7月25日,105,125,CP001,1,9.279836963602666,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,114,1
smooth9,W113,H,smooth9__baseline_w20_b10__narrow_search__closest_anchor,baseline,20,10,narrow_search,98,128,closest_anchor,113,7月23日,103,123,CP002,2,81.5960724929674,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__baseline_w20_b10__narrow_search__closest_anchor,baseline,20,10,narrow_search,98,128,closest_anchor,115,7月25日,105,125,CP003,3,43.25589067541217,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,4
smooth9,W113,Jw,smooth9__baseline_w20_b10__narrow_search__closest_anchor,baseline,20,10,narrow_search,98,128,closest_anchor,111,7月21日,101,121,CP003,3,31.591834217707508,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__baseline_w20_b10__narrow_search__max_overlap,baseline,20,10,narrow_search,98,128,max_overlap,112,7月22日,102,122,CP002,2,12.633861488766899,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,113,-1
smooth9,W113,V,smooth9__baseline_w20_b10__narrow_search__max_overlap,baseline,20,10,narrow_search,98,128,max_overlap,115,7月25日,105,125,CP001,1,9.279836963602666,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,114,1
smooth9,W113,H,smooth9__baseline_w20_b10__narrow_search__max_overlap,baseline,20,10,narrow_search,98,128,max_overlap,113,7月23日,103,123,CP002,2,81.5960724929674,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__baseline_w20_b10__narrow_search__max_overlap,baseline,20,10,narrow_search,98,128,max_overlap,109,7月19日,99,119,CP001,1,52.33025051398949,4.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-2
smooth9,W113,Jw,smooth9__baseline_w20_b10__narrow_search__max_overlap,baseline,20,10,narrow_search,98,128,max_overlap,111,7月21日,101,121,CP003,3,31.591834217707508,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__baseline_w20_b10__baseline_search__baseline_rule,baseline,20,10,baseline_search,88,149,baseline_rule,113,7月23日,103,123,CP001,1,26.61681235144173,0.0,11.0,candidate_window,within_system_window,v9_original_candidates,True,113,0
smooth9,W113,V,smooth9__baseline_w20_b10__baseline_search__baseline_rule,baseline,20,10,baseline_search,88,149,baseline_rule,114,7月24日,104,124,CP001,1,20.004865865386734,1.0,11.0,candidate_window,within_system_window,v9_original_candidates,True,114,0
smooth9,W113,H,smooth9__baseline_w20_b10__baseline_search__baseline_rule,baseline,20,10,baseline_search,88,149,baseline_rule,115,7月25日,105,125,CP001,1,34.607065236011024,2.0,11.0,accepted_window,within_system_window,v9_original_candidates,True,115,0
smooth9,W113,Je,smooth9__baseline_w20_b10__baseline_search__baseline_rule,baseline,20,10,baseline_search,88,149,baseline_rule,111,7月21日,101,121,CP001,1,16.652666002833563,2.0,11.0,accepted_window,within_system_window,v9_original_candidates,True,111,0
smooth9,W113,Jw,smooth9__baseline_w20_b10__baseline_search__baseline_rule,baseline,20,10,baseline_search,88,149,baseline_rule,104,7月14日,98,114,CP001,1,25.06998583750547,9.0,7.0,candidate_window,front_or_early,v9_original_candidates,True,104,0
smooth9,W113,P,smooth9__baseline_w20_b10__baseline_search__max_score,baseline,20,10,baseline_search,88,149,max_score,88,6月28日,88,98,CP001,1,14.812388020622107,25.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,113,-25
smooth9,W113,V,smooth9__baseline_w20_b10__baseline_search__max_score,baseline,20,10,baseline_search,88,149,max_score,115,7月25日,105,125,CP001,1,9.279836963602666,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,114,1
smooth9,W113,H,smooth9__baseline_w20_b10__baseline_search__max_score,baseline,20,10,baseline_search,88,149,max_score,88,6月28日,88,98,CP001,1,111.94723871631426,25.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,115,-27
smooth9,W113,Je,smooth9__baseline_w20_b10__baseline_search__max_score,baseline,20,10,baseline_search,88,149,max_score,109,7月19日,99,119,CP001,1,52.33025051398949,4.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-2
smooth9,W113,Jw,smooth9__baseline_w20_b10__baseline_search__max_score,baseline,20,10,baseline_search,88,149,max_score,105,7月15日,95,115,CP001,1,35.785571250663224,8.0,8.0,candidate_window,front_or_early,local_prepost_contrast_score,False,104,1
smooth9,W113,P,smooth9__baseline_w20_b10__baseline_search__closest_anchor,baseline,20,10,baseline_search,88,149,closest_anchor,112,7月22日,102,122,CP003,3,12.633861488766899,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,113,-1
smooth9,W113,V,smooth9__baseline_w20_b10__baseline_search__closest_anchor,baseline,20,10,baseline_search,88,149,closest_anchor,115,7月25日,105,125,CP001,1,9.279836963602666,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,114,1
smooth9,W113,H,smooth9__baseline_w20_b10__baseline_search__closest_anchor,baseline,20,10,baseline_search,88,149,closest_anchor,113,7月23日,103,123,CP003,3,81.5960724929674,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__baseline_w20_b10__baseline_search__closest_anchor,baseline,20,10,baseline_search,88,149,closest_anchor,115,7月25日,105,125,CP005,5,43.25589067541217,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,4
smooth9,W113,Jw,smooth9__baseline_w20_b10__baseline_search__closest_anchor,baseline,20,10,baseline_search,88,149,closest_anchor,111,7月21日,101,121,CP003,3,31.591834217707508,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__baseline_w20_b10__baseline_search__max_overlap,baseline,20,10,baseline_search,88,149,max_overlap,112,7月22日,102,122,CP003,3,12.633861488766899,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,113,-1
smooth9,W113,V,smooth9__baseline_w20_b10__baseline_search__max_overlap,baseline,20,10,baseline_search,88,149,max_overlap,115,7月25日,105,125,CP001,1,9.279836963602666,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,114,1
smooth9,W113,H,smooth9__baseline_w20_b10__baseline_search__max_overlap,baseline,20,10,baseline_search,88,149,max_overlap,113,7月23日,103,123,CP003,3,81.5960724929674,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__baseline_w20_b10__baseline_search__max_overlap,baseline,20,10,baseline_search,88,149,max_overlap,109,7月19日,99,119,CP001,1,52.33025051398949,4.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-2
smooth9,W113,Jw,smooth9__baseline_w20_b10__baseline_search__max_overlap,baseline,20,10,baseline_search,88,149,max_overlap,111,7月21日,101,121,CP003,3,31.591834217707508,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__baseline_w20_b10__wide_search__baseline_rule,baseline,20,10,wide_search,88,154,baseline_rule,112,7月22日,102,122,CP003,3,12.633861488766899,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,113,-1
smooth9,W113,V,smooth9__baseline_w20_b10__wide_search__baseline_rule,baseline,20,10,wide_search,88,154,baseline_rule,115,7月25日,105,125,CP001,1,9.279836963602666,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,114,1
smooth9,W113,H,smooth9__baseline_w20_b10__wide_search__baseline_rule,baseline,20,10,wide_search,88,154,baseline_rule,113,7月23日,103,123,CP003,3,81.5960724929674,0.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,115,-2
smooth9,W113,Je,smooth9__baseline_w20_b10__wide_search__baseline_rule,baseline,20,10,wide_search,88,154,baseline_rule,115,7月25日,105,125,CP005,5,43.25589067541217,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,4
smooth9,W113,Jw,smooth9__baseline_w20_b10__wide_search__baseline_rule,baseline,20,10,wide_search,88,154,baseline_rule,111,7月21日,101,121,CP003,3,31.591834217707508,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,104,7
smooth9,W113,P,smooth9__baseline_w20_b10__wide_search__max_score,baseline,20,10,wide_search,88,154,max_score,88,6月28日,88,98,CP001,1,14.812388020622107,25.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,113,-25
smooth9,W113,V,smooth9__baseline_w20_b10__wide_search__max_score,baseline,20,10,wide_search,88,154,max_score,115,7月25日,105,125,CP001,1,9.279836963602666,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,114,1
smooth9,W113,H,smooth9__baseline_w20_b10__wide_search__max_score,baseline,20,10,wide_search,88,154,max_score,88,6月28日,88,98,CP001,1,111.94723871631426,25.0,0.0,weak_window,pre_window,local_prepost_contrast_score,False,115,-27
smooth9,W113,Je,smooth9__baseline_w20_b10__wide_search__max_score,baseline,20,10,wide_search,88,154,max_score,109,7月19日,99,119,CP001,1,52.33025051398949,4.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,111,-2
